panel,window,pct,dMaxDD_pp,dCAGR_pp,dSharpe,dOOS_Sharpe,resid_MaxDD,total_MaxDD,resid_CAGR,total_CAGR
U56,63,0.5,-1.6250570513818619,0.5405071962244712,0.005184154453120815,-0.028203952169241653,-0.1960438843935135,-0.17979331387969488,0.07227822589895072,0.06687315393670601
U56,63,0.7,-4.171607778943509,-0.5052838690817296,-0.08920866173334407,-0.11687181999160234,-0.16697386212682497,-0.12525778433738988,0.0863436342675008,0.0913964729583181
U56,63,0.9,1.0821423216676007,0.045581818854745215,0.004140107069533827,0.021103625910994905,-0.15166849384070202,-0.16248991705737803,0.10574735324943974,0.10529153506089228
U56,126,0.5,-0.4388878219586445,-0.21611603005140534,-0.07459106767719559,-0.1199410652657179,-0.17330345925830315,-0.1689145810387167,0.06786243428566396,0.07002359458617802
U56,126,0.7,0.3919785084751659,0.22418271348010332,0.010952644949065449,-0.03148381202264794,-0.15660749232498317,-0.16052727740973483,0.08546184373994947,0.08322001660514844
U56,126,0.9,-0.8862889869704738,-0.008802533890750475,-0.02084445460795048,0.032280536886753586,-0.1578507889143661,-0.14898789904466136,0.10553877182983706,0.10562679716874457
U56,252,0.5,0.6785702752083234,0.3760187717438468,-0.0152070785727495,-0.0124485562914175,-0.16669263487922892,-0.17347833763131215,0.06956729447426069,0.06580710675682222
U56,252,0.7,-0.9102572190215485,0.2895968569205376,0.004253612739511636,-0.03282247356097234,-0.1392470906871115,-0.130144518496896,0.08641584685238324,0.08351987828317786
U56,252,0.9,0.3092022782870907,-1.0482531711549559,-0.12401605141864236,-0.07699734609270625,-0.15917208753358314,-0.16226411031645405,0.1042679786868379,0.11475051039838746
B136,63,0.5,0.21184753579712723,0.5769075753425668,0.012032883820932705,0.06349124827850972,-0.17502993969541558,-0.17714841505338685,0.08717132917381765,0.08140225342039198
B136,63,0.7,0.8813688883320236,0.393196292226361,0.016412921992166707,0.00512368064689106,-0.1599715076744478,-0.16878519655776802,0.09685922586970075,0.09292726294743714
B136,63,0.9,-0.4689548185739967,0.2084607779185621,-0.0025693977314340533,-0.0002542505645302118,-0.1975962038084661,-0.19290665562272613,0.1020519025487594,0.09996729476957378
B136,126,0.5,2.4160618294156833,0.42950258964327137,0.00279551808566203,0.10794058733475453,-0.15871106832215598,-0.1828716866163128,0.08548462046536809,0.08118959456893537
B136,126,0.7,-1.6225662315277223,0.18010464211761779,0.002466553824552853,0.010462638662133816,-0.17425219153624838,-0.15802652922097116,0.09668473994916238,0.0948836935279862
B136,126,0.9,0.22795733435267973,0.2492083033677206,0.0025375786773392806,0.02888331567055802,-0.19414668014462066,-0.19642625348814746,0.10421509294064979,0.10172300990697258
B136,252,0.5,2.3649192831844412,0.2592070557217552,-0.015555739763285614,0.15445732282897717,-0.15460665952915265,-0.17825585236099706,0.08402091073260132,0.08142884017538377
B136,252,0.7,-0.2101621967753431,0.2237184728560715,-0.0070430157796100845,-0.03899522419323442,-0.1739196540116742,-0.17181803204392077,0.09177092414932808,0.08953373942076737
B136,252,0.9,0.20647190807405735,0.10405495506424778,-0.01983068355283024,0.00243175016510333,-0.1943615344074071,-0.19642625348814768,0.10548148073162511,0.10444093118098263
SMALL663,63,0.5,-0.9795959942670018,-0.7638050626763482,-0.0751393045981612,-0.04350412220280481,-0.26087151227253,-0.25107555232986,0.05468230410140862,0.0623203547281721
SMALL663,63,0.7,-0.8087529581043418,-0.28210958995866786,-0.028006960870144204,-0.020529337036601314,-0.3087051116932389,-0.30061758211219547,0.07675052821748873,0.07957162411707541
SMALL663,63,0.9,0.9799670079428946,0.0003181726196066492,-0.001744069620323918,-0.011019307849607474,-0.28642365972271966,-0.2962233298021486,0.07900480246115871,0.07900162073496264
SMALL663,126,0.5,1.2941640074329963,0.6775981274389498,0.048146768146830055,0.06087588740209415,-0.24501161691921203,-0.257953256993542,0.061884198381440214,0.055108217107050717
SMALL663,126,0.7,-1.2358108494686104,-0.45192622849030695,-0.04832445880785474,0.024967386150888227,-0.30079725381580535,-0.28843914532111925,0.08236398018584423,0.0868832424707473
SMALL663,126,0.9,-0.6168408751006549,-0.7281879526298329,-0.04504516015604443,-0.034560656207234475,-0.3080080489389233,-0.30183964018791676,0.08056056524169164,0.08784244476798997
SMALL663,252,0.5,0.05666580316375791,-0.08016779312429723,-0.026651497622566356,0.011638451763210211,-0.26858424836791017,-0.26915090639954775,0.06708381353889026,0.06788549147013323
SMALL663,252,0.7,3.3306690738754696e-14,-0.6930557372069934,-0.04719631564588134,-0.010073066135894426,-0.2905692943371996,-0.2905692943371999,0.0775383480611429,0.08446890543321284
SMALL663,252,0.9,-1.4057287832570098,-1.263961208346065,-0.07317321269970667,-0.08959922089783007,-0.3151725346372569,-0.3011152468046868,0.07024631164061668,0.08288592372407733
