step,n,median,share_lt_half,share_lt_quarter,analytic_loglinear
B(fmax=2) / B(fmax=3)  [COARSEN],486,0.43433289529031605,0.551440329218107,0.3292181069958848,0.6309297535714574
B(fmax=8) / B(fmax=3)  [REFINE],486,1.7116120494184073,0.12962962962962962,0.06995884773662552,1.892789260714372
