label,n,rho_spread_rankS,rho_spread_regretS,rho_spread_rankD,rho_spread_regretD,rho_spread_flip,rho_rankS_rankD,flip_rate,goodS,goodD,hit,mean_regret_S,mean_regret_D_pp
"archaeology, all cells",12724,0.23465137278498055,0.08212605702619938,0.14664204695640076,0.11799608575826848,-0.12695596600336417,0.32163642784577795,0.321754165356806,0.7711411505815782,0.6452373467463062,0.49119773656082993,-0.056932608529369176,3.310110141817481
"archaeology, validated cells",651,0.31934164232366574,0.07517017740540032,-0.006867125305411109,0.49032700132572443,-0.1755931518507548,0.09746127984860228,0.3425499231950845,0.7926267281105991,0.6804915514592934,0.4039938556067588,-0.04356457643213294,3.649259524980404
live control corpus,72,0.6757057769369633,-0.4449895869938398,0.3367918356267672,-0.5502851277951963,0.15458591620997403,0.47606348902164625,0.125,0.8055555555555556,0.6805555555555556,0.4027777777777778,-0.020479998627379155,2.4471356606984083
