uni,book,cost,band,g,gross_mean,in_range,dCAGR_pp,dSharpe,dMaxDD_pp,dOOS_Sharpe,dOOS_CAGR_pp,dTO
broad,cand20,25.0,2.0,0.75,0.7389215675000436,True,-0.02037654841607478,-0.0013614410263964594,-0.003236015013846627,0.008549210455218281,0.14072668867650545,-0.06353508009472186
broad,cand20,25.0,2.0,0.85,0.8373123287919829,True,-0.023837885802632797,-0.0013825435045051737,-0.0036175107591185363,0.008554961323431698,0.16129290486461,-0.07218911875079392
broad,cand20,25.0,2.0,1.0,0.9844575802216632,True,-0.029431293756962407,-0.001418221158354993,-0.004197060092125948,0.008569886126217563,0.19278775146419347,-0.0850305056547711
broad,cand20,25.0,3.0,0.55,0.5422589743448543,True,-0.05929194154179612,-0.005441842836157007,0.002974759928872639,0.00918824822860087,0.1089189844988514,-0.04473162830373312
broad,cand20,25.0,3.0,0.65,0.6407444708621255,True,-0.07111694009749592,-0.00544780565713443,0.003449983129907852,0.009229648555285186,0.13074478753669072,-0.05309887940611979
broad,cand20,25.0,3.0,0.75,0.7392005334186202,True,-0.0832635669724538,-0.005454134323678583,0.003906119037533351,0.009270166204255137,0.15316758599264318,-0.06152640487444749
broad,cand20,25.0,3.0,0.85,0.8376285690617163,True,-0.095714324383811,-0.005460673305724306,0.004336734993559688,0.009310433256879191,0.17620419029709955,-0.07003210132696758
broad,cand20,25.0,3.0,1.0,0.9847741435687856,False,,,,,,
broad,cand20,25.0,5.0,0.55,0.5413922346324207,False,,,,,,
broad,cand20,25.0,5.0,0.65,0.6397196256883628,True,-0.11969559957554082,-0.01123231743976083,-0.023419859250189967,0.010532478698925929,0.17992924643394775,-0.10437894637012235
broad,cand20,25.0,5.0,0.75,0.7380174417674815,True,-0.14076403666800769,-0.011232318178770573,-0.02659832947064511,0.010595131080892273,0.20992477723361797,-0.12072009928738225
broad,cand20,25.0,5.0,0.85,0.8362870968316211,True,-0.16254180945004804,-0.011231886762941401,-0.02966732157850538,0.010658498251746251,0.24049737536667587,-0.13715178623028912
broad,cand20,25.0,5.0,1.0,0.9832504918056646,True,-0.1965629028184146,-0.011242846672374851,-0.034305200578593764,0.010763504630061482,0.28736542850454627,-0.16163767038799648
broad,cand20,25.0,8.0,0.55,0.5404871716451061,False,,,,,,
broad,cand20,25.0,8.0,0.65,0.6386469794316149,True,0.05469068279891909,0.0003448544169355472,-0.051603829706931004,0.011331114271187048,0.21387210761143888,-0.20456652672753428
broad,cand20,25.0,8.0,0.75,0.736776301093788,True,0.06241626414525275,0.00034420746275865,-0.058669000240851865,0.01136017588738214,0.24830346993664765,-0.23638740349591103
broad,cand20,25.0,8.0,0.85,0.834876558252525,True,0.0698714252477306,0.00034220643838156484,-0.06550727249648447,0.011388583684200815,0.2830248372450314,-0.2681896505382273
broad,cand20,25.0,8.0,1.0,0.9815270127257238,True,0.09356822639441376,0.0009464267633249035,-0.07729355965540585,0.011441467870107247,0.33628882148871997,-0.3131194768181871
broad,ew-all,10.0,2.0,0.55,0.5502640907882604,True,0.23448196003006683,0.030209842455531266,0.45874640876024386,0.03741497700187901,0.26853158294773694,-1.6428432963512387
broad,ew-all,10.0,2.0,0.65,0.6502395672868356,True,0.28059652514342975,0.03016415669099315,0.5307109177856123,0.03744100427407093,0.32242690567656773,-1.9369749165401853
broad,ew-all,10.0,2.0,0.75,0.7501948180434443,True,0.3277292702844478,0.030113698517073573,0.6000339349249845,0.037462841812522685,0.37787957629381586,-2.2292845151206615
broad,ew-all,10.0,2.0,0.85,0.8501306863857618,True,0.3758536825532219,0.030058351523757354,0.6670174227793813,0.037479816335786564,0.43487673425320894,-2.5195943633524625
broad,ew-all,10.0,2.0,1.0,1.0,True,0.449845454991471,0.029966689132931768,0.7637265881955013,0.037496919031273945,0.5232571737158853,-2.950997114859975
broad,ew-all,10.0,3.0,0.55,0.5502667052016452,True,0.27803016187490787,0.03635025275280879,0.7481034854507518,0.05281432851505041,0.4139735155752333,-2.272862588878723
broad,ew-all,10.0,3.0,0.65,0.6502419862093765,True,0.33327065891332747,0.03633080602959038,0.8259615743623133,0.052849065774844384,0.49670066585722206,-2.6798106914795277
broad,ew-all,10.0,3.0,0.75,0.7501968245451303,True,0.3898800723440801,0.03630316309905224,0.8872052992122681,0.052875159953491124,0.58167518706774,-3.0840960438785165
broad,ew-all,10.0,3.0,0.85,0.8501320594867976,True,0.4478258199359583,0.03626751478594614,0.9323498486224963,0.0528929428091065,0.6688770517448719,-3.485456846114368
broad,ew-all,10.0,3.0,1.0,1.0,True,0.5371405999800238,0.036197414320579435,0.9710175395859832,0.052901925664326166,0.803761140916115,-4.08116972422973
broad,ew-all,10.0,5.0,0.55,0.5502629083503714,True,0.27949473712187284,0.015366178490136662,0.1650936843749562,0.042792323875184834,0.5100198430972813,-3.019499638470642
broad,ew-all,10.0,5.0,0.65,0.6502383259737546,True,0.3319610811907042,0.015318497864591718,0.1847918279532873,0.0427810334289791,0.6086777593913753,-3.5600108248022484
broad,ew-all,10.0,5.0,0.75,0.7501936667558605,True,0.38468268533394523,0.01525668744468267,0.20166054469370753,0.04275470739682374,0.7089263088583458,-4.096566882168386
broad,ew-all,10.0,5.0,0.85,0.8501298156353858,True,0.43753110234906467,0.015179506813656651,0.21583310137192058,0.04271219344505317,0.8106450930055048,-4.628477337954683
broad,ew-all,10.0,5.0,1.0,1.0,True,0.5167869285593429,0.015035944235754162,0.18657166005217052,0.042618185629019534,0.9657241049910281,-5.416477744478934
broad,ew-all,10.0,8.0,0.55,0.5502847545065256,True,0.6832899566937639,0.051837719174094854,-0.8613870665344969,0.04002556547916947,0.634216568349609,-3.7255568971235786
broad,ew-all,10.0,8.0,0.65,0.6502583210299867,True,0.81363804937052,0.05167361876494159,-1.0020309951051354,0.03988475521224877,0.7541212565774211,-4.39281046434223
broad,ew-all,10.0,8.0,0.75,0.7502100751320007,True,0.9454979313986547,0.051491320605056234,-1.137806439272318,0.039725490594871626,0.8750463816697168,-5.055281039176421
broad,ew-all,10.0,8.0,0.85,0.8501409247101457,True,1.0786939078001268,0.05128998822356534,-1.26874237254756,0.039547619095194,0.996817517911823,-5.712202722986557
broad,ew-all,10.0,8.0,1.0,1.0,True,1.2805626921679414,0.050949729299098134,-1.4561118478737534,0.03924463929745681,1.180640686131329,-6.68530081998736
broad,ew-all,25.0,2.0,0.55,0.5502640907882604,True,0.4966085502351725,0.06225809259637238,0.010380450707417332,0.0706917652313076,0.5400232201114006,-1.6428432963512387
broad,ew-all,25.0,2.0,0.65,0.6502395672868356,True,0.5929809991629607,0.062118496903431186,0.018599870524280138,0.0706216816053733,0.645986402663451,-1.9369749165401853
broad,ew-all,25.0,2.0,0.75,0.7501948180434443,True,0.6910667095303678,0.06196758589267637,0.02913359359387191,0.07054132918057487,0.7542411823365223,-2.2292845151206615
broad,ew-all,25.0,2.0,0.85,0.8501306863857618,True,0.7907909615826534,0.06180505882100318,0.04207714077613667,0.0704490092376131,0.8647185036860447,-2.5195943633524625
broad,ew-all,25.0,2.0,1.0,1.0,True,0.943297241739427,0.06154074027926981,0.06619862468097981,0.07028988654245638,1.034493250241919,-2.950997114859975
broad,ew-all,25.0,3.0,0.55,0.5502667052016452,True,0.6414761974974412,0.08080207168218345,0.9230724252018291,0.09924894335853374,0.7889479379571727,-2.272862588878723
broad,ew-all,25.0,3.0,0.65,0.6502419862093765,True,0.7665706360816469,0.08065318900991325,1.0704622620903907,0.09915125300923877,0.9436741868355497,-2.6798106914795277
broad,ew-all,25.0,3.0,0.75,0.7501968245451303,True,0.8940270511893986,0.08048502907542154,1.2123495514388571,0.0990333394707279,1.1016522327823215,-3.0840960438785165
broad,ew-all,25.0,3.0,0.85,0.8501320594867976,True,1.0237428531233148,0.08029807302839387,1.3490620139794491,0.09889605110727928,1.2627941566204268,-3.485456846114368
broad,ew-all,25.0,3.0,1.0,1.0,True,1.2222358620864293,0.07997832842963915,1.5188059710074087,0.09864848013754879,1.5101230793595155,-4.08116972422973
broad,ew-all,25.0,5.0,0.55,0.5502629083503714,True,0.7633737641589964,0.07580290154601443,0.3828927587399472,0.1043389371882869,0.9975683262343369,-3.019499638470642
broad,ew-all,25.0,5.0,0.65,0.6502383259737546,True,0.9090610612265528,0.07557334192269693,0.43566804516051993,0.10412366303257214,1.1897882905930275,-3.5600108248022484
broad,ew-all,25.0,5.0,0.75,0.7501936667558605,True,1.0563396109765186,0.07530997366022785,0.48374294539301477,0.10387240331129977,1.384815905764278,-4.096566882168386
broad,ew-all,25.0,5.0,0.85,0.8501298156353858,True,1.2049319334743291,0.07500969347666142,0.5273037221139282,0.10358228436783079,1.582376699996997,-4.628477337954683
broad,ew-all,25.0,5.0,1.0,1.0,True,1.4297456818541443,0.07449262770610632,0.5845674832333891,0.10307453054689908,1.8828915260078238,-5.416477744478934
broad,ew-all,25.0,8.0,0.55,0.5502847545065256,True,1.279800685148877,0.12640147855485384,-0.6191160140729929,0.11569014970279612,1.2320893034906786,-3.7255568971235786
broad,ew-all,25.0,8.0,0.65,0.6502583210299867,True,1.5250211821767805,0.1260201301295767,-0.7225130948678576,0.11530003421032575,1.4669206366678678,-4.39281046434223
broad,ew-all,25.0,8.0,0.75,0.7502100751320007,True,1.7733834572917426,0.12559667465895819,-0.8230067019346865,0.1148675628585506,1.7043440666353562,-5.055281039176421
broad,ew-all,25.0,8.0,0.85,0.8501409247101457,True,2.024541166471018,0.12512911596512755,-0.9205860998118987,0.11439244008161453,1.9440305809129546,-5.712202722986557
broad,ew-all,25.0,8.0,1.0,1.0,True,2.4056575760521115,0.1243388902456769,-1.061417270010745,0.11359675479492815,2.306999217161354,-6.68530081998736
u56,cand20,10.0,2.0,0.55,0.5256569922041604,False,,,,,,
u56,cand20,10.0,2.0,0.65,0.6211252618318862,True,0.2223821800318021,0.014798801968473274,0.4852712767806133,0.0376030867383057,0.49806564837223816,-0.3441657397481279
u56,cand20,10.0,2.0,0.75,0.7165635390869599,True,0.2603590503993586,0.014856820087951528,0.5434753874254405,0.03761897284074922,0.5840973600146515,-0.39775233197875437
u56,cand20,10.0,2.0,0.85,0.8119728426945684,True,0.29932147258899255,0.014913854145319538,0.5976213698097477,0.03763395958704785,0.6726473981741921,-0.4514148253338188
u56,cand20,10.0,2.0,1.0,0.9547538462808186,True,0.359584298370047,0.015000161716549387,0.6713921301956138,0.03767176135512895,0.8102063592380387,-0.5318961157332023
u56,cand20,10.0,3.0,0.55,0.5251824103177479,False,,,,,,
u56,cand20,10.0,3.0,0.65,0.6205645978072855,True,0.3466956442307295,0.024803683493940465,0.2609157353146624,0.04665169139424363,0.6292622653087665,-0.5286599448899842
u56,cand20,10.0,3.0,0.75,0.715916866682782,True,0.4055747266941301,0.024840357464402052,0.29207139851200603,0.04665632687010679,0.7376361244168517,-0.6106062862248738
u56,cand20,10.0,3.0,0.85,0.8112402398865729,True,0.4658967370045647,0.02487590052890698,0.3209433660040062,0.04665942203361384,0.849082484933722,-0.692609027295422
u56,cand20,10.0,3.0,1.0,0.9538372173376592,True,0.5419640983698876,0.024033748157196166,0.3587031464436896,0.04512998661813161,0.9894519333671664,-0.8122546148561813
u56,cand20,10.0,5.0,0.55,0.5209816882183196,False,,,,,,
u56,cand20,10.0,5.0,0.65,0.6156004623871826,True,0.3450702340185102,0.011003174393556803,-0.3540827358604781,-0.0012746970591215323,0.2646867473816178,-0.842921011368329
u56,cand20,10.0,5.0,0.75,0.7101894468355111,True,0.4007853695192326,0.011022481774471737,-0.398763393817525,-0.001323113309808166,0.3051014275247399,-0.9736177778107216
u56,cand20,10.0,5.0,0.85,0.8047496726014053,True,0.4570288918101101,0.011039409088183572,-0.44105501480727616,-0.0013734690880053968,0.34518010145705436,-1.1042377025019565
u56,cand20,10.0,5.0,1.0,0.946257489629581,True,0.5424246497060192,0.011070996573357528,-0.5012646805716114,-0.0014270904895072878,0.40489620795722825,-1.2989226557236346
u56,cand20,10.0,8.0,0.55,0.5217392788001093,False,,,,,,
u56,cand20,10.0,8.0,0.65,0.6164961296985304,True,0.5770622572529333,0.026477774459608305,-0.33192303250557664,-0.0023009382323693206,0.2840475102956985,-1.1014461927205987
u56,cand20,10.0,8.0,0.75,0.7112233145658747,True,0.6720831857616183,0.026510753064571402,-0.3735508921479447,-0.002275224331461878,0.3285154715668148,-1.2723958799820583
u56,cand20,10.0,8.0,0.85,0.805921873159402,True,0.7685910495757564,0.02654246902766655,-0.41288378802063486,-0.0022499086061842366,0.3729913586889011,-1.4434635711690582
u56,cand20,10.0,8.0,1.0,0.9476374570529859,True,0.9161096069003338,0.026596917210787385,-0.46864048587210716,-0.0022009030476406455,0.4398984241122117,-1.6991816086243485
u56,cand20,25.0,2.0,0.55,0.5256569922041604,False,,,,,,
u56,cand20,25.0,2.0,0.65,0.6211252618318862,True,0.27634078933497924,0.020624297200874553,0.5076628688732099,0.04349634498933885,0.5551826802996873,-0.3441657397481279
u56,cand20,25.0,2.0,0.75,0.7165635390869599,True,0.32308797028427344,0.020688036180916858,0.568707460382939,0.04351034154896172,0.6500104621961933,-0.39775233197875437
u56,cand20,25.0,2.0,0.85,0.8119728426945684,True,0.37091331213260914,0.020749956586468388,0.6255503897882542,0.04352367153904857,0.7473218110748386,-0.4514148253338188
u56,cand20,25.0,2.0,1.0,0.9547538462808186,True,0.4445939227371465,0.020844303629572014,0.7030463720562236,0.043562787226746336,0.8978823229013139,-0.5318961157332023
u56,cand20,25.0,3.0,0.55,0.5251824103177479,False,,,,,,
u56,cand20,25.0,3.0,0.65,0.6205645978072855,True,0.42964264768509536,0.03354939375960375,0.29169967135880825,0.055359263794662716,0.7153985862265511,-0.5286599448899842
u56,cand20,25.0,3.0,0.75,0.715916866682782,True,0.5019564962746054,0.03359031484128916,0.3268594197361835,0.05536248726737836,0.8373398738997201,-0.6106062862248738
u56,cand20,25.0,3.0,0.85,0.8112402398865729,True,0.5758495412707552,0.03362925161333141,0.35944838625064646,0.055364009534647485,0.9623832680826644,-0.692609027295422
u56,cand20,25.0,3.0,1.0,0.9538372173376592,True,0.6722133230009891,0.03275823876982087,0.4023412944490101,0.053780704502119026,1.122813598110353,-0.8122546148561813
u56,cand20,25.0,5.0,0.55,0.5209816882183196,False,,,,,,
u56,cand20,25.0,5.0,0.65,0.6156004623871826,True,0.4799410329726597,0.026062659880331185,-0.3228910908094934,0.01105969829186515,0.3763551645539237,-0.842921011368329
u56,cand20,25.0,5.0,0.75,0.7101894468355111,True,0.5580018122849904,0.02608819756596603,-0.3633861528693716,0.011010014672143242,0.4355577023994389,-0.9736177778107216
u56,cand20,25.0,5.0,0.85,0.8047496726014053,True,0.636944632902632,0.02610839963263667,-0.40175614145925853,0.010957044443565378,0.49481792203582564,-1.1042377025019565
u56,cand20,25.0,5.0,1.0,0.946257489629581,True,0.7569584025079013,0.026138494361773623,-0.45651806319337573,0.010895479679096987,0.5839537125874344,-1.2989226557236346
u56,cand20,25.0,8.0,0.55,0.5217392788001093,False,,,,,,
u56,cand20,25.0,8.0,0.65,0.6164961296985304,True,0.7521366539344848,0.04593023025229648,-0.3005880304487202,0.014271275065972366,0.44138420128863043,-1.1014461927205987
u56,cand20,25.0,8.0,0.75,0.7112233145658747,True,0.8759884526191142,0.0459750311968401,-0.3380187115659933,0.014302418782531579,0.5125802290444903,-1.2723958799820583
u56,cand20,25.0,8.0,0.85,0.805921873159402,True,1.0017587085532158,0.04601657842317475,-0.37342056666960777,0.014333084704988952,0.5844397855270994,-1.4434635711690582
u56,cand20,25.0,8.0,1.0,0.9476374570529859,True,1.1938413583958334,0.046083737919253576,-0.4237084566321214,0.014391383723012963,0.6935342450136134,-1.6991816086243485
u56,ew-all,10.0,2.0,0.55,0.5502913237919937,True,0.39295735309313046,0.05522399537418732,0.556872400337946,0.07050936920667761,0.4828034110622395,-1.7557018208618036
u56,ew-all,10.0,2.0,0.65,0.6502649134858334,True,0.47091631638479237,0.05521700586275613,0.6752997600743521,0.07044568980040378,0.579236339519254,-2.072090751814372
u56,ew-all,10.0,2.0,0.75,0.7502159681487001,True,0.5508721034353792,0.05520654016346227,0.7988829532276864,0.07037772660821529,0.6783443060701722,-2.3872863403191698
u56,ew-all,10.0,2.0,0.85,0.8501452467726444,True,0.6328251793099662,0.05519314820926979,0.9275411390913813,0.07030681065559641,0.780146780385968,-2.701220815160193
u56,ew-all,10.0,2.0,1.0,1.0,True,0.7594720596743043,0.05516661567087189,1.1298616372121484,0.07019470317885235,0.9379115511357172,-3.1693926945676516
u56,ew-all,10.0,3.0,0.55,0.5502987084701468,True,0.6077470927146569,0.08588954722674291,0.5630167992825952,0.12012225717535907,0.9107533916853163,-2.473711269782404
u56,ew-all,10.0,3.0,0.65,0.6502717129866326,True,0.7286157498391523,0.08585548168335833,0.6520380883689253,0.12000901660507113,1.092383265416097,-2.917972076962063
u56,ew-all,10.0,3.0,0.75,0.7502215815329506,True,0.8526403330928147,0.08581315226637809,0.7371160527118364,0.1198859924038791,1.27893398834526,-3.359796518204228
u56,ew-all,10.0,3.0,0.85,0.850149070172648,True,0.979790996870801,0.08576177558219289,0.8183255877765111,0.11975292778082758,1.470387521529648,-3.7988102401121555
u56,ew-all,10.0,3.0,1.0,1.0,True,1.176322835537813,0.08566816522551757,0.9330362399761816,0.1195317616829139,1.7666690709126964,-4.451417278669879
u56,ew-all,10.0,5.0,0.55,0.5503105341278205,True,0.7613650642238166,0.057575054949839055,0.04630384121407788,0.08541297076353627,1.0539487941833707,-3.0127311315107095
u56,ew-all,10.0,5.0,0.65,0.6502822930567216,True,0.9072394129522834,0.0575339115926532,0.04945216601949798,0.08533047862533816,1.2588414740298648,-3.553256222368118
u56,ew-all,10.0,5.0,0.75,0.7502300621809015,True,1.055163116614989,0.0574827828802662,0.051119063583787705,0.08523609414168898,1.4675816133861084,-4.090654325759344
u56,ew-all,10.0,5.0,0.85,0.8501546741942201,True,1.2050228721330394,0.057421251374955906,0.051359416148580306,0.08513008319630888,1.6800627157584596,-4.624517398381779
u56,ew-all,10.0,5.0,1.0,1.0,True,1.4331300868257513,0.05730579594398044,0.04916879015782749,0.0849448957522323,2.005472163569122,-5.417359624668522
u56,ew-all,10.0,8.0,0.55,0.5503243320237243,True,1.1023143772020363,0.08059213485990435,-0.9483230163851344,0.04635735963771026,0.9918774355119675,-3.644770654424395
u56,ew-all,10.0,8.0,0.65,0.6502948634988288,True,1.3141213431617227,0.0805057183306579,-1.108969010235561,0.046197733493908766,1.180574885751784,-4.298027255036734
u56,ew-all,10.0,8.0,0.75,0.750240328795767,True,1.5290833748313832,0.08040411277676851,-1.266001131120595,0.046021141580070424,1.371396994541016,-4.947062704543434
u56,ew-all,10.0,8.0,0.85,0.8501615911322298,True,1.7470398133450096,0.08028696707713001,-1.4193900884546555,0.04582835776320682,1.5641568762431723,-5.591316264332397
u56,ew-all,10.0,8.0,1.0,1.0,True,2.0791837812350167,0.08007963414003072,-1.642673667873995,0.04550816507161315,1.856474921650464,-6.547237283715364
u56,ew-all,25.0,2.0,0.55,0.5502913237919937,True,0.6717368954828717,0.09121384811197097,0.19858489959154596,0.10673431574529213,0.7731139832047083,-1.7557018208618036
u56,ew-all,25.0,2.0,0.65,0.6502649134858334,True,0.8031915950706736,0.09114285513413323,0.22787219624849087,0.10658533929716452,0.9253570700198264,-2.072090751814372
u56,ew-all,25.0,2.0,0.75,0.7502159681487001,True,0.9374207638271945,0.09106298999770279,0.2552129559031169,0.10642624621659891,1.0811117589058061,-2.3872863403191698
u56,ew-all,25.0,2.0,0.85,0.8501452467726444,True,1.0743962438389765,0.09097562723096486,0.2806888892184667,0.10626039952453814,1.2403822392211037,-2.701220815160193
u56,ew-all,25.0,2.0,1.0,1.0,True,1.2848773489019694,0.09082813538547496,0.3491160907582169,0.10599849460448574,1.4858072850751247,-3.1693926945676516
u56,ew-all,25.0,3.0,0.55,0.5502987084701468,True,1.0010641129589894,0.13665696131488103,0.7450933636752421,0.17209948565704314,1.3210660147011,-2.473711269782404
u56,ew-all,25.0,3.0,0.65,0.6502717129866326,True,1.1972739240186838,0.13650872764588662,0.8273138907959554,0.1718683006182764,1.5815499020944048,-2.917972076962063
u56,ew-all,25.0,3.0,0.75,0.7502215815329506,True,1.3976431277948953,0.13634039354867256,0.8939387586322373,0.1716150683308748,1.8480815665601447,-3.359796518204228
u56,ew-all,25.0,3.0,0.85,0.850149070172648,True,1.6020509724366694,0.13615003832727568,0.945365195471165,0.17133922681970248,2.120558040186275,-3.7988102401121555
u56,ew-all,25.0,3.0,1.0,1.0,True,1.9159981838722917,0.13582435036071416,1.0283382974717425,0.17087637706160408,2.5400720374939123,-4.451417278669879
u56,ew-all,25.0,5.0,0.55,0.5503105341278205,True,1.241117426660285,0.12257012759363384,0.23872383590647778,0.15001482311604364,1.5405580566998631,-3.0127311315107095
u56,ew-all,25.0,5.0,0.65,0.6502822930567216,True,1.4789920953280633,0.12236901433591174,0.23674424144789208,0.14975046066938857,1.838953354835028,-3.553256222368118
u56,ew-all,25.0,5.0,0.75,0.7502300621809015,True,1.7201848543573566,0.12214466787143863,0.22158407657397738,0.1494600849154364,2.142528916532617,-4.090654325759344
u56,ew-all,25.0,5.0,0.85,0.8501546741942201,True,1.9644848186036248,0.12189608432671695,0.193612520936709,0.14914442967041153,2.4510856088734143,-4.624517398381779
u56,ew-all,25.0,5.0,1.0,1.0,True,2.3361469861576056,0.12146875813303915,0.1619369569750062,0.14861279568182784,2.9226059367064128,-5.417359624668522
u56,ew-all,25.0,8.0,0.55,0.5503243320237243,True,1.6832669360900692,0.1591981024984317,-0.7313924467176214,0.12272568772526837,1.5630866796559075,-3.644770654424395
u56,ew-all,25.0,8.0,0.65,0.6502948634988288,True,2.0064911329655253,0.15890965502493826,-0.8930949824060397,0.12234415835753065,1.8619245705592675,-4.298027255036734
u56,ew-all,25.0,8.0,0.75,0.750240328795767,True,2.3343686487854884,0.15858716953092167,-1.0630484866671535,0.12192534946640743,2.1645232885458165,-4.947062704543434
u56,ew-all,25.0,8.0,0.85,0.8501615911322298,True,2.6666061138798796,0.1582298936315204,-1.2408754545315621,0.12147136168312067,2.470579168635731,-5.591316264332397
u56,ew-all,25.0,8.0,1.0,1.0,True,3.172375509144243,0.15762289895174897,-1.488317543786799,0.1207231770202778,2.935381124041503,-6.547237283715364
