corner,gross_frac,target_g,dSharpe,dCAGR,dMaxDD
U56,0.9,0.6749540415267745,9.177189410625175e-07,-0.008205665798823647,0.011751671614802062
U56,0.75,0.56240347681873,-1.994411360106696e-05,-0.020488236471309484,0.029514354793530484
U56,0.5,0.37486958174147844,-0.0001088292538811153,-0.040882088293134666,0.059478026963259656
SMALL,0.9,0.6749811366672986,-6.726519724620239e-05,-0.004137091915975777,0.013440844347376357
SMALL,0.75,0.5624598695088991,-0.00017736125859280083,-0.010395891089286957,0.033897228836344606
SMALL,0.5,0.3749446431573631,-0.0003853169285074065,-0.020964149320335634,0.06878738870037016
