panel,book,cadence,rung,arm,draws,base4b,turn_ann,drag_ann
U56,EWELIG,D,10.0,EQDRAG,200,0.0,121.2794548343684,0.03916024946473037
U56,EWELIG,D,25.0,EQDRAG,200,0.0,121.2794548343684,0.09790062366182593
U56,EWELIG,D,50.0,EQDRAG,200,0.0,121.2794548343684,0.19580124732365187
U56,EWELIG,W,10.0,EQDRAG,200,0.0,26.33167114842945,0.03916024946473037
U56,EWELIG,W,25.0,EQDRAG,200,0.0,26.33167114842945,0.09790062366182593
U56,EWELIG,W,50.0,EQDRAG,200,0.0,26.33167114842945,0.19580124732365187
U56,EWELIG,M,10.0,EQDRAG,200,0.0,6.5514537926143275,0.03916024946473037
U56,EWELIG,M,25.0,EQDRAG,200,0.0,6.5514537926143275,0.09790062366182593
U56,EWELIG,M,50.0,EQDRAG,200,0.0,6.5514537926143275,0.19580124732365187
U56,EWELIG,Q,10.0,EQDRAG,200,0.0,2.47841808350934,0.03916024946473037
U56,EWELIG,Q,25.0,EQDRAG,200,0.0,2.47841808350934,0.09790062366182593
U56,EWELIG,Q,50.0,EQDRAG,200,0.0,2.47841808350934,0.19580124732365187
U56,BAND03,D,10.0,EQDRAG,200,0.0,63.68034387392798,0.02044713812550992
U56,BAND03,D,25.0,EQDRAG,200,0.0,63.68034387392798,0.051117845313774786
U56,BAND03,D,50.0,EQDRAG,200,0.0,63.68034387392798,0.10223569062754957
U56,BAND03,W,10.0,EQDRAG,200,0.0,13.517857471881218,0.02044713812550992
U56,BAND03,W,25.0,EQDRAG,200,0.0,13.517857471881218,0.051117845313774786
U56,BAND03,W,50.0,EQDRAG,200,0.0,13.517857471881218,0.10223569062754957
U56,BAND03,M,10.0,EQDRAG,200,0.0,3.3294116639403204,0.02044713812550992
U56,BAND03,M,25.0,EQDRAG,200,0.0,3.3294116639403204,0.051117845313774786
U56,BAND03,M,50.0,EQDRAG,200,0.0,3.3294116639403204,0.10223569062754957
U56,BAND03,Q,10.0,EQDRAG,200,0.0,1.2609394922901491,0.02044713812550992
U56,BAND03,Q,25.0,EQDRAG,200,0.0,1.2609394922901491,0.051117845313774786
U56,BAND03,Q,50.0,EQDRAG,200,0.0,1.2609394922901491,0.10223569062754957
U56,TOP20,D,10.0,EQDRAG,200,0.0,170.71541797534022,0.0551742741084561
U56,TOP20,D,25.0,EQDRAG,200,0.0,170.71541797534022,0.13793568527114025
U56,TOP20,D,50.0,EQDRAG,200,0.0,170.71541797534022,0.2758713705422805
U56,TOP20,W,10.0,EQDRAG,200,0.0,37.19181958905785,0.0551742741084561
U56,TOP20,W,25.0,EQDRAG,200,0.0,37.19181958905785,0.13793568527114025
U56,TOP20,W,50.0,EQDRAG,200,0.0,37.19181958905785,0.2758713705422805
U56,TOP20,M,10.0,EQDRAG,200,0.0,9.396356021106008,0.0551742741084561
U56,TOP20,M,25.0,EQDRAG,200,0.0,9.396356021106008,0.13793568527114025
U56,TOP20,M,50.0,EQDRAG,200,0.0,9.396356021106008,0.2758713705422805
U56,TOP20,Q,10.0,EQDRAG,200,0.0,3.393502848320343,0.0551742741084561
U56,TOP20,Q,25.0,EQDRAG,200,0.0,3.393502848320343,0.13793568527114025
U56,TOP20,Q,50.0,EQDRAG,200,0.0,3.393502848320343,0.2758713705422805
U56,TOP10,D,10.0,EQDRAG,200,0.0,262.1730689064309,0.08393674071665293
U56,TOP10,D,25.0,EQDRAG,200,0.0,262.1730689064309,0.20984185179163234
U56,TOP10,D,50.0,EQDRAG,200,0.0,262.1730689064309,0.4196837035832647
U56,TOP10,W,10.0,EQDRAG,200,0.0,55.62542201145207,0.08393674071665293
U56,TOP10,W,25.0,EQDRAG,200,0.0,55.62542201145207,0.20984185179163234
U56,TOP10,W,50.0,EQDRAG,200,0.0,55.62542201145207,0.4196837035832647
U56,TOP10,M,10.0,EQDRAG,200,0.0,13.372949318299687,0.08393674071665293
U56,TOP10,M,25.0,EQDRAG,200,0.0,13.372949318299687,0.20984185179163234
U56,TOP10,M,50.0,EQDRAG,200,0.0,13.372949318299687,0.4196837035832647
U56,TOP10,Q,10.0,EQDRAG,200,0.0,4.575522630429036,0.08393674071665293
U56,TOP10,Q,25.0,EQDRAG,200,0.0,4.575522630429036,0.20984185179163234
U56,TOP10,Q,50.0,EQDRAG,200,0.0,4.575522630429036,0.4196837035832647
U56,TOP40,D,10.0,EQDRAG,200,0.0,31.3221982773549,0.01115649110874474
U56,TOP40,D,25.0,EQDRAG,200,0.0,31.3221982773549,0.027891227771861846
U56,TOP40,D,50.0,EQDRAG,200,0.0,31.3221982773549,0.05578245554372369
U56,TOP40,W,10.0,EQDRAG,200,0.0,8.780574251924262,0.01115649110874474
U56,TOP40,W,25.0,EQDRAG,200,0.0,8.780574251924262,0.027891227771861846
U56,TOP40,W,50.0,EQDRAG,200,0.0,8.780574251924262,0.05578245554372369
U56,TOP40,M,10.0,EQDRAG,200,0.05,3.058186046402216,0.01115649110874474
U56,TOP40,M,25.0,EQDRAG,200,0.0,3.058186046402216,0.027891227771861846
U56,TOP40,M,50.0,EQDRAG,200,0.0,3.058186046402216,0.05578245554372369
U56,TOP40,Q,10.0,EQDRAG,200,0.0,1.4650058592975792,0.01115649110874474
U56,TOP40,Q,25.0,EQDRAG,200,0.0,1.4650058592975792,0.027891227771861846
