panel,control,K,true_dof,E_PR_RAW,E_PR_XS,E_PR_RESID,E_ENT_RAW,E_ENT_XS,E_SL_BAR
U56,CTRL_CLONE,6,1,1.000034548544239,1.0001261638619932,1.0001269609350092,1.0002067498217109,1.0006733669378076,1.0
U56,CTRL_DISJOINT,6,6,1.8185296505150357,4.870795840007233,4.8542220398101215,2.73785871033713,4.933854842618031,4.0
U56,CTRL_IID,6,6,5.994986079483532,4.996350167571906,5.994962623183024,5.997499761847945,4.998177922283149,6.0
B136,CTRL_CLONE,6,1,1.0000409706655873,1.0001504848338598,1.0001177608101999,1.0002416985778217,1.0007899508096758,1.0
B136,CTRL_DISJOINT,6,6,1.740916879143731,4.936578547386068,4.371683512619826,2.6205325863724047,4.967471492806309,6.0
B136,CTRL_IID,6,6,5.997214109818516,4.9980316184041955,5.997206379592019,5.998608090805203,4.999015078695503,6.0
SMALL663,CTRL_CLONE,6,1,1.0000744907909975,1.0002776639255142,1.0001699125884742,1.0004172303999286,1.0013728358609355,1.0
SMALL663,CTRL_DISJOINT,6,6,2.4293311334635175,4.984984686824821,4.3415094275642625,3.5895659808960736,4.992423278370204,5.0
SMALL663,CTRL_IID,6,6,5.993608920300636,4.996414016060977,5.993530199332797,5.996791979222282,4.998201838556898,6.0
