panel,k,q,book,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pub_keep4b,pub_keep4a,p4b_B_SPY,fail_B_SPY,p4b_B_LARGE,fail_B_LARGE,p4b_B_SMALL,fail_B_SMALL,p4b_B_MATCH,fail_B_MATCH,p4b_B_HALF,fail_B_HALF,p4b_B_OWN,fail_B_OWN
k80~q0.250~s143,80,0.25,CAND20,0.0879669814597321,0.6991547719302343,-0.2913961137065436,0.8658631874533412,0.5568948279896682,0.6043056279425697,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s144,80,0.25,EWall,0.109718733558334,0.94596639831415,-0.1805718942195996,0.9685790887006864,0.9290167862213028,0.9943637281946868,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,H1,False,"H1,CAGR"
k80~q0.250~s144,80,0.25,CAND10,0.0934129430246404,0.6597229830119248,-0.2329806198508238,0.7834589620619304,0.5578911354382476,0.6333830093512806,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s144,80,0.25,CAND20,0.1224919693907227,0.9288492099742603,-0.197461303240134,0.9856143735624006,0.8817710111953195,0.9534177647256804,True,False,True,-,False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS",False,"H1,H2,OOS",False,"H1,H2,DD"
k80~q0.250~s145,80,0.25,EWall,0.0995376611982616,0.8561377870417043,-0.2685221006162628,0.954426556948392,0.7825466162675201,0.8461467279422881,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s145,80,0.25,CAND10,0.1013733228619557,0.6976206074980476,-0.2790855330534119,0.7891937187387392,0.6318668221617093,0.6786082042521623,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s145,80,0.25,CAND20,0.096621843513722,0.7436854196818802,-0.2757162944355051,0.8746945839873363,0.643704183461598,0.7254938510163995,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s146,80,0.25,EWall,0.1181637711336216,0.9746332375879556,-0.2696345023145795,1.207699135225978,0.8012706566828681,0.909256423195063,False,False,False,"H2,DD",False,"H2,OOS,DD,CAGR",True,-,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR"
k80~q0.250~s146,80,0.25,CAND10,0.1195559182289907,0.7951200132723348,-0.2945512907559873,0.9605410185987204,0.6689818477553964,0.7072855708412391,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s146,80,0.25,CAND20,0.1188712400189588,0.8766847456199106,-0.2816794343635502,1.1213280469798046,0.6908163501705482,0.7700149325879831,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s147,80,0.25,EWall,0.11071086467312,0.9777092886225992,-0.1948500971298098,1.0361740293355866,0.9324920335020498,1.0103004903930668,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H1,H2,CAGR",True,-,False,"H1,H2,CAGR"
k80~q0.250~s147,80,0.25,CAND10,0.107776858817137,0.7483885435718901,-0.2463428201516946,0.865319805104952,0.6611828992495463,0.6932980059206101,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s147,80,0.25,CAND20,0.1089402114226667,0.8551421583299746,-0.2116559297452029,0.8754249178392185,0.8429337891285584,0.9018066258053412,False,False,False,"H1,H2,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k80~q0.250~s148,80,0.25,EWall,0.0966821242617301,0.8537092014626037,-0.2447381429080652,1.056052288328417,0.6913214432086121,0.7763516160705101,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s148,80,0.25,CAND10,0.110247035604849,0.767919703090687,-0.2636291794195773,0.915580539661869,0.6507425781470776,0.7531411426598439,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s148,80,0.25,CAND20,0.1098881693701907,0.8589401543862922,-0.2523468174157046,0.9655731547946412,0.7742657963732487,0.8449837088953879,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s149,80,0.25,EWall,0.0997838731949345,0.8669919363347215,-0.2828630085891181,1.1354867029704838,0.6528781923766193,0.7930870209477242,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s149,80,0.25,CAND10,0.1265690291191699,0.8508944118787207,-0.2929934901919531,1.1910629909532282,0.5624426811598155,0.7329695307399727,False,False,False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H2,DD",False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H2,OOS,DD"
k80~q0.250~s149,80,0.25,CAND20,0.1119523749468336,0.8620786590226033,-0.2856150186619611,1.1642864002350453,0.6089616590234462,0.7865243669923165,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR"
k80~q0.250~s150,80,0.25,EWall,0.1171323600556648,1.0313872620608868,-0.1909339670216461,1.167615132567824,0.9140568914833956,1.0182972858055277,True,False,True,-,False,"H1,H2,OOS,CAGR",True,-,False,"H2,CAGR",False,H2,False,"H2,OOS,CAGR"
k80~q0.250~s150,80,0.25,CAND10,0.1114435552967025,0.7522504114686155,-0.2778965469073916,0.9799621984489036,0.562388364728272,0.6182461423576566,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s150,80,0.25,CAND20,0.1284866657011518,0.9718774151606998,-0.2005054282822356,1.13305881018693,0.8358421106365479,0.93772944160837,False,False,False,H2,False,"H1,H2,OOS,DD",True,-,False,"H2,OOS",False,"H2,OOS",False,"H2,OOS"
k80~q0.250~s151,80,0.25,EWall,0.1088315362442582,0.9219006627521752,-0.2829539684593288,1.1503701371772457,0.7352005363523181,0.8526826728033327,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s151,80,0.25,CAND10,0.1122853082209047,0.7443369118499051,-0.3056818177247342,1.035922767756322,0.5005610871572171,0.6115506150837814,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s151,80,0.25,CAND20,0.1135878602127073,0.8499810668621055,-0.2963427618344628,1.037747151858234,0.6905904904638897,0.7984387997029935,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s152,80,0.25,EWall,0.1017507353593267,0.871870380976094,-0.2704982501498165,1.1667875841341735,0.631813547469355,0.7912861876917345,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k80~q0.250~s152,80,0.25,CAND10,0.120730723357888,0.8262537937943175,-0.2667263711684521,1.0959334567875902,0.5903407393297053,0.7091845441824318,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.250~s152,80,0.25,CAND20,0.103152677195754,0.7995519179555666,-0.2837726345364613,1.122540056118658,0.5166587085928146,0.6853941299552754,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s153,80,0.25,EWall,0.1136271418694807,0.903513507355707,-0.2937682815423679,1.08463552653523,0.7662832934389107,0.8653188754357068,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s153,80,0.25,CAND10,0.1252378932065694,0.7808899443788946,-0.305357059522643,0.99547666487071,0.6182973336773002,0.7395671024244221,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H2,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.250~s153,80,0.25,CAND20,0.1251711321462461,0.8793923278594638,-0.2940616070214109,1.0949808222547304,0.7145720227433131,0.8560705789702119,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",False,DD,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.250~s154,80,0.25,EWall,0.0987229260360846,0.8493479636306039,-0.2620514617064221,1.015385607632433,0.7145869402936119,0.7958973950590778,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s154,80,0.25,CAND10,0.1208346068315915,0.7955375543081207,-0.2803344774088986,0.9858366123832912,0.6406325346128304,0.6765584280046607,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s154,80,0.25,CAND20,0.1112026315613703,0.842472441511496,-0.2736712787698713,0.943308406005914,0.7616713427155467,0.7817133920713777,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s155,80,0.25,EWall,0.0885487910231401,0.802472528650649,-0.2931358643138658,1.152987283580407,0.5218338819240703,0.6411665772295589,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s155,80,0.25,CAND10,0.1043281340277886,0.7357702326337199,-0.3113865795942215,1.1252927394225072,0.4209904231044445,0.562046987049474,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s155,80,0.25,CAND20,0.097358109719398,0.7820496100898918,-0.3054637641191837,1.2007677965442038,0.4332895223758063,0.5769458084377984,False,False,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s156,80,0.25,EWall,0.1163516914707343,1.035979195179906,-0.1893297199355306,1.1898261150363605,0.9047038055312624,1.0167178861348882,True,False,True,-,False,"H2,OOS,CAGR",True,-,False,"H2,CAGR",False,H2,False,CAGR
k80~q0.250~s156,80,0.25,CAND10,0.110779326648692,0.7573858561011921,-0.2456628696176924,0.8926427604861988,0.6442936096003609,0.7238224128042046,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s156,80,0.25,CAND20,0.1179586147630815,0.9096290780110328,-0.2293537355145318,1.0919462813876335,0.7528968430834644,0.8761876537043274,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.250~s157,80,0.25,EWall,0.1190652772631262,1.0599140287047726,-0.1878043275193563,1.1962024302923575,0.938846683709027,1.02098523718928,True,False,True,-,False,"H2,OOS,CAGR",True,-,False,H2,True,-,False,H2
k80~q0.250~s157,80,0.25,CAND10,0.1344050154958436,0.8928464928752312,-0.2072339601715529,1.028981165820395,0.7766053029765383,0.8147789515258096,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",True,-,False,"H1,H2,OOS",False,"H2,OOS,DD",False,"H2,OOS,DD"
k80~q0.250~s157,80,0.25,CAND20,0.1269201724193767,0.9707951724547392,-0.2090076162075557,1.1578888974273849,0.8042646052753082,0.8746613180414703,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",True,-,False,"H2,OOS,DD",False,"H2,OOS,DD",False,"H2,OOS,DD"
k80~q0.250~s158,80,0.25,EWall,0.0874437755799315,0.76370826503036,-0.3069314362049629,0.9089541721553792,0.647652868142748,0.7494362443184426,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s158,80,0.25,CAND10,0.0803958684630004,0.5717479978874321,-0.3237131286818194,0.5319572622537971,0.6103044770751064,0.6386488862221958,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s158,80,0.25,CAND20,0.0893344141034975,0.6973467774266822,-0.3073188190720564,0.6439506948647401,0.7473071877910541,0.7731566717514473,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.250~s159,80,0.25,EWall,0.095309812459007,0.8353894362247863,-0.2616674700924403,1.0301279950497269,0.6828538611839468,0.8121530917311423,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k80~q0.250~s159,80,0.25,CAND10,0.1131972493033282,0.7956763093258012,-0.2772150678729564,1.044817499287604,0.5910846256406913,0.796774098851629,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H2,OOS,DD"
k80~q0.250~s159,80,0.25,CAND20,0.1022872904785836,0.8041238364079237,-0.2664541208109481,0.981318439126984,0.659999100662825,0.803083743927069,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s100,80,0.5,EWall,0.0879756187293565,0.745162400005121,-0.330352220544901,0.990096291335652,0.5680284090178895,0.6304884740276401,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k80~q0.500~s100,80,0.5,CAND10,0.1253773251967551,0.8181792640279238,-0.3259373510184417,0.947201133967757,0.7232034247236919,0.7681743695950872,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD",False,DD,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.500~s100,80,0.5,CAND20,0.0911112256602035,0.6991041641457086,-0.3287504528714493,0.9274193971024896,0.527524737303732,0.5963634214608967,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s101,80,0.5,EWall,0.0745638311723404,0.6567095635033968,-0.274812814042861,0.855583411281344,0.5051933321957043,0.6251445402835882,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s101,80,0.5,CAND10,0.0649098754605719,0.4851211381438881,-0.3054121401543158,0.6737341416787166,0.328171356813914,0.4580893223237985,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s101,80,0.5,CAND20,0.0796746128331258,0.6359871006481114,-0.2946017402248135,0.8386436165402954,0.4753258587647924,0.5967775956742708,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s102,80,0.5,EWall,0.0691742363716849,0.5931365905936911,-0.3273221854673832,0.8284999122885002,0.4107246176471836,0.5122658344502073,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s102,80,0.5,CAND10,0.103139417503042,0.6946112605146604,-0.3401999028002092,0.9027328383416512,0.5250535361851905,0.6066504011377084,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s102,80,0.5,CAND20,0.074660000008909,0.58407335224808,-0.3284111541190212,0.8305810464499439,0.3833375620215306,0.5295136436704831,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s103,80,0.5,EWall,0.1044308609485555,0.880065337159659,-0.2975133269551622,1.0564803697090774,0.7518021835912434,0.8331727368226943,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k80~q0.500~s103,80,0.5,CAND10,0.1232136685271989,0.8223842185871055,-0.3006744963125642,0.9890790524484772,0.6986021794561011,0.7987194901887354,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.500~s103,80,0.5,CAND20,0.1130879473053751,0.8602696223466696,-0.2898709768052511,1.034146733168016,0.7287039791038955,0.8284076504085055,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,DD,False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s104,80,0.5,EWall,0.0873504023420297,0.7290481037036999,-0.2345931678607635,0.8348986775832079,0.6451643047400246,0.7355860033210109,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,DD,CAGR"
k80~q0.500~s104,80,0.5,CAND10,0.0814063641733291,0.5716129832214806,-0.2502995884333002,0.6591767890095867,0.5077929627337137,0.5745476192794831,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s104,80,0.5,CAND20,0.0830269280738302,0.6451054779972004,-0.2340532673866593,0.6589415971088958,0.6380592999592035,0.674628403584554,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s105,80,0.5,EWall,0.0976704397897276,0.8382306949760804,-0.213173771184004,0.9327811963522312,0.7590008951145746,0.8060700583644039,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,CAGR,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k80~q0.500~s105,80,0.5,CAND10,0.0916746064529625,0.6450291503128801,-0.2151085302013446,0.6533786930009088,0.6424283871837696,0.6615945662274307,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k80~q0.500~s105,80,0.5,CAND20,0.1030755305244945,0.7975253604177311,-0.2217520243343904,0.8655126646627924,0.7448453808162947,0.7856807545381064,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s106,80,0.5,EWall,0.0675263701744104,0.5648692816351426,-0.3820004133018583,0.9127757810491098,0.3252487731904102,0.4436033246934545,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s106,80,0.5,CAND10,0.0642235240874904,0.4727824101244851,-0.3783555782119637,0.7554229256692893,0.2667622086599778,0.3064761187275804,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s106,80,0.5,CAND20,0.0574802197778059,0.4667375132829692,-0.3846671403510234,0.8041347715829367,0.223596643054196,0.3568185669645631,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s107,80,0.5,EWall,0.0880700977990471,0.7411294940442953,-0.3053276555824387,1.0971483418224612,0.4762426112621284,0.5852246178307853,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s107,80,0.5,CAND10,0.089097967256154,0.614667000518666,-0.3027091616714404,0.9521519117706008,0.3434090867835876,0.4476211461308995,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s107,80,0.5,CAND20,0.0935209143198294,0.7122312471961639,-0.2964000506694642,1.0775945169095371,0.4243772344036438,0.556446844486762,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s108,80,0.5,EWall,0.1027219400753749,0.8735340773850708,-0.2318075839205364,1.0255431136254556,0.7627609512417741,0.8278896402695667,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s108,80,0.5,CAND10,0.149321983005189,0.9174304587223354,-0.2446424869795204,0.9980892741492426,0.867563396253695,0.8725417836596624,False,False,False,"OOS,DD",False,"H1,H2,OOS,DD",True,-,False,"H1,OOS,DD",False,"H2,OOS,DD",False,"H1,H2,OOS,DD"
k80~q0.500~s108,80,0.5,CAND20,0.1297111823384911,0.9478793918309548,-0.2396284927943417,0.9938683245284604,0.9223056485850673,0.9687801173472416,False,False,False,DD,False,"H1,H2,OOS,DD",True,-,False,"H1,DD",False,DD,False,"H1,H2,OOS,DD,CAGR"
k80~q0.500~s109,80,0.5,EWall,0.0829988008120643,0.7306974176250519,-0.2595764405536893,0.9818431530726898,0.5387125932569241,0.6486751486110436,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
