panel,m,n,key,dir,n_elig,n_held,realised_share,overlap
u56,0.35,13,VOLR,NEG,37.499662086055416,12.687767515206128,0.33834351589861894,0.33458135899055846
u56,0.35,13,VOLR,POS,37.499662086055416,12.687767515206128,0.33834351589861894,0.6703728844682114
u56,0.35,13,MOM,NEG,37.499662086055416,12.687767515206128,0.33834351589861894,0.5119937816481378
u56,0.35,13,MOM,POS,37.499662086055416,12.687767515206128,0.33834351589861894,0.8063801815386507
u56,0.35,13,R6,NEG,37.499662086055416,12.687767515206128,0.33834351589861894,0.6351298950574032
u56,0.35,13,R6,POS,37.499662086055416,12.687767515206128,0.33834351589861894,0.8555591544211795
u56,0.35,13,R3,NEG,37.499662086055416,12.687767515206128,0.33834351589861894,0.5351531188176849
u56,0.35,13,R3,POS,37.499662086055416,12.687767515206128,0.33834351589861894,0.8139047814392895
u56,0.35,13,RAND,NEG,37.499662086055416,12.687767515206128,0.33834351589861894,0.47015157000708174
u56,0.35,13,RAND,POS,37.499662086055416,12.687767515206128,0.33834351589861894,0.5229290089252221
u56,0.53,20,VOL,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.6935221299088437
u56,0.53,20,VOL,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.7991699702848111
u56,0.53,20,VOLR,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.5556681424539022
u56,0.53,20,VOLR,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.7432096587349198
u56,0.53,20,MOM,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.6698164124440944
u56,0.53,20,MOM,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.8308456731638607
u56,0.53,20,R6,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.707764108548682
u56,0.53,20,R6,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.8925791117294786
u56,0.53,20,R3,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.676346738645432
u56,0.53,20,R3,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.8400621935171922
u56,0.53,20,RAND,NEG,37.499662086055416,19.08988510925884,0.509068190146641,0.64384299400281
u56,0.53,20,RAND,POS,37.499662086055416,19.08988510925884,0.509068190146641,0.6422997192140616
u56,0.75,28,VOL,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.8295153262399294
u56,0.75,28,VOL,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.8750264790301057
u56,0.75,28,VOLR,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.7416084673053361
u56,0.75,28,VOLR,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.8142844750830014
u56,0.75,28,MOM,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.7895815719390584
u56,0.75,28,MOM,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.8839049769767967
u56,0.75,28,R6,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.8061457988814773
u56,0.75,28,R6,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.9282610842698509
u56,0.75,28,R3,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.8010262353476759
u56,0.75,28,R3,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.8834711801470432
u56,0.75,28,RAND,NEG,37.499662086055416,25.914845685965307,0.6910687788731295,0.8031703218910284
u56,0.75,28,RAND,POS,37.499662086055416,25.914845685965307,0.6910687788731295,0.7520000242559465
u56,1.0,37,VOL,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.9327712345795801
u56,1.0,37,VOL,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.9510506538999611
u56,1.0,37,VOLR,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.8933618425456755
u56,1.0,37,VOLR,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.9222587165676037
u56,1.0,37,MOM,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.9081373975511837
u56,1.0,37,MOM,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.9478285242927528
u56,1.0,37,R6,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.9260498419373591
u56,1.0,37,R6,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.9609163696911383
u56,1.0,37,R3,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.9215830904355251
u56,1.0,37,R3,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.9425403703151323
u56,1.0,37,RAND,NEG,37.499662086055416,32.78463617931967,0.8742648428160351,0.9290569281914933
u56,1.0,37,RAND,POS,37.499662086055416,32.78463617931967,0.8742648428160351,0.893383799657056
broad,0.05,5,VOL,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.11577709479827075
broad,0.05,5,VOL,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.4247435251039666
broad,0.05,5,VOLR,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.026864337384724858
broad,0.05,5,VOLR,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.48731526477077275
broad,0.05,5,MOM,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.020535691936908428
broad,0.05,5,MOM,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.7668021004301698
broad,0.05,5,R6,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.23716981874224496
broad,0.05,5,R6,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.8214961542174879
broad,0.05,5,R3,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.04301814365454825
broad,0.05,5,R3,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.7621659747476373
broad,0.05,5,RAND,NEG,91.45956296463167,4.9599008785762555,0.054230533339573235,0.09527447909403304
broad,0.05,5,RAND,POS,91.45956296463167,4.9599008785762555,0.054230533339573235,0.2591282356601122
broad,0.1,9,VOL,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.2191727780970191
broad,0.1,9,VOL,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.49405295565930574
broad,0.1,9,VOLR,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.06000806026828714
broad,0.1,9,VOLR,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.5099979229198185
broad,0.1,9,MOM,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.061617053453947045
broad,0.1,9,MOM,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.7739213578591816
broad,0.1,9,R6,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.35545984553958665
broad,0.1,9,R6,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.8297610977043283
broad,0.1,9,R3,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.11243609778636877
broad,0.1,9,R3,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.7798700461011793
broad,0.1,9,RAND,NEG,91.45956296463167,8.932191935120523,0.09766274455711854,0.14843385805247908
broad,0.1,9,RAND,POS,91.45956296463167,8.932191935120523,0.09766274455711854,0.3235018367949407
broad,0.2,18,VOL,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.3943175788667702
broad,0.2,18,VOL,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.6027529102254409
broad,0.2,18,VOLR,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.15743762906182876
broad,0.2,18,VOLR,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.5639046678394246
broad,0.2,18,MOM,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.24382811730952414
broad,0.2,18,MOM,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.7876021692360902
broad,0.2,18,R6,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.49767095679396867
broad,0.2,18,R6,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.8429026001813438
broad,0.2,18,R3,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.31087771183544327
broad,0.2,18,R3,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.7880488594424722
broad,0.2,18,RAND,NEG,91.45956296463167,17.77382293309304,0.19433531450359495,0.2727568198794809
broad,0.2,18,RAND,POS,91.45956296463167,17.77382293309304,0.19433531450359495,0.4160940156060328
broad,0.35,32,VOL,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.5803444151675222
broad,0.35,32,VOL,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.7079791361875957
broad,0.35,32,VOLR,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.34861431322356407
broad,0.35,32,VOLR,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.6289347379979644
broad,0.35,32,MOM,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.46994081738605153
broad,0.35,32,MOM,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.8019115000647712
broad,0.35,32,R6,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.611095524283423
broad,0.35,32,R6,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.8603929321012744
broad,0.35,32,R3,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.5143241898587363
broad,0.35,32,R3,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.8068068246672023
broad,0.35,32,RAND,NEG,91.45956296463167,31.307501689569722,0.342309767013392,0.4559934316135419
broad,0.35,32,RAND,POS,91.45956296463167,31.307501689569722,0.342309767013392,0.5258432794351454
broad,0.53,48,VOL,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.7188998980408731
broad,0.53,48,VOL,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.7981550858487737
broad,0.53,48,VOLR,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.5548379311907574
broad,0.53,48,VOLR,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.7073342882707988
broad,0.53,48,MOM,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.6343804395887045
broad,0.53,48,MOM,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.8282390361946077
broad,0.53,48,R6,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.6967412784207617
broad,0.53,48,R6,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.8943521742358902
broad,0.53,48,R3,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.6520835427730268
broad,0.53,48,R3,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.838445277429902
broad,0.53,48,RAND,NEG,91.45956296463167,46.138094165352555,0.5044644066711167,0.6350017279415114
broad,0.53,48,RAND,POS,91.45956296463167,46.138094165352555,0.5044644066711167,0.6344288155175685
broad,0.75,69,VOL,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.8461122390354546
broad,0.75,69,VOL,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.8793869130602024
broad,0.75,69,VOLR,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.7565093559573519
broad,0.75,69,VOLR,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.8015329480682696
broad,0.75,69,MOM,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.7817980747605519
broad,0.75,69,MOM,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.8770123338604434
broad,0.75,69,R6,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.8053210840730035
broad,0.75,69,R6,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.9266378204519385
broad,0.75,69,R3,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.7981550673372315
broad,0.75,69,R3,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.8847637330706485
broad,0.75,69,RAND,NEG,91.45956296463167,64.40482090560937,0.7041890297520376,0.8009757864897803
broad,0.75,69,RAND,POS,91.45956296463167,64.40482090560937,0.7041890297520376,0.7618348901415855
broad,1.0,91,VOL,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9455733205804969
broad,1.0,91,VOL,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9554239279160739
broad,1.0,91,VOLR,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9129860778215096
broad,1.0,91,VOLR,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9162701604040958
broad,1.0,91,MOM,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9108077628990491
broad,1.0,91,MOM,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9477158431076953
broad,1.0,91,R6,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9279466900919021
broad,1.0,91,R6,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9646330352384153
broad,1.0,91,R3,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9233629455462679
broad,1.0,91,R3,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9479778346985671
broad,1.0,91,RAND,NEG,91.45956296463167,81.04956071187205,0.8861791821945916,0.9311949730971536
broad,1.0,91,RAND,POS,91.45956296463167,81.04956071187205,0.8861791821945916,0.9020716320142926
small,0.05,7,VOL,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.09184325011937522
small,0.05,7,VOL,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.3968166280141871
small,0.05,7,VOLR,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.026766402510109606
small,0.05,7,VOLR,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.37067814802368576
small,0.05,7,MOM,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.014617591352907905
small,0.05,7,MOM,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.7441106334126929
small,0.05,7,R6,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.22489976334369927
small,0.05,7,R6,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.8018427986963457
small,0.05,7,R3,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.03169588272563101
small,0.05,7,R3,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.7586428925483082
small,0.05,7,RAND,NEG,141.22572445348246,6.970005083884088,0.04935365076622353,0.07638089514519719
small,0.05,7,RAND,POS,141.22572445348246,6.970005083884088,0.04935365076622353,0.2145764496260301
small,0.1,14,VOL,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.19043541557013632
small,0.1,14,VOL,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.46506838088433977
small,0.1,14,VOLR,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.061335325082357284
small,0.1,14,VOLR,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.4128091744510862
small,0.1,14,MOM,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.05125646989883724
small,0.1,14,MOM,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.773806574230854
small,0.1,14,R6,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.37573674617595854
small,0.1,14,R6,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.8230972690484432
small,0.1,14,R3,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.10291557536184755
small,0.1,14,R3,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.7724630913606136
small,0.1,14,RAND,NEG,141.22572445348246,13.922216573462125,0.09858130752976159,0.12945325162619625
small,0.1,14,RAND,POS,141.22572445348246,13.922216573462125,0.09858130752976159,0.27304920239777786
small,0.2,28,VOL,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.3568366772679598
small,0.2,28,VOL,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.5483151613249758
small,0.2,28,VOLR,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.15780383104243803
small,0.2,28,VOLR,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.4635008599587504
small,0.2,28,MOM,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.2120866433137368
small,0.2,28,MOM,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.7741535650637685
small,0.2,28,R6,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.5089396310221441
small,0.2,28,R6,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.830868957809227
small,0.2,28,R3,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.2926992119439159
small,0.2,28,R3,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.7758737908625954
small,0.2,28,RAND,NEG,141.22572445348246,27.778342653787494,0.19669463733526285,0.24281772870552815
small,0.2,28,RAND,POS,141.22572445348246,27.778342653787494,0.19669463733526285,0.3653265813375876
small,0.35,49,VOL,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.5439433920906206
small,0.35,49,VOL,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.6364347727717176
small,0.35,49,VOLR,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.33981276172447755
small,0.35,49,VOLR,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.5340977930278464
small,0.35,49,MOM,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.4226338672239365
small,0.35,49,MOM,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.7870235773462078
small,0.35,49,R6,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.616679126089777
small,0.35,49,R6,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.8495364471273334
small,0.35,49,R3,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.48716574314207733
small,0.35,49,R3,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.7933369478199962
small,0.35,49,RAND,NEG,141.22572445348246,48.1067615658363,0.3406373856604426,0.41005236517180355
small,0.35,49,RAND,POS,141.22572445348246,48.1067615658363,0.3406373856604426,0.47376125764241944
small,0.53,75,VOL,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.7002749076297982
small,0.53,75,VOL,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.7387552736254653
small,0.53,75,VOLR,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.5455067747131764
small,0.53,75,VOLR,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.6327365206326933
small,0.53,75,MOM,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.5990264841845895
small,0.53,75,MOM,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.8232349759280998
small,0.53,75,R6,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.7141578088122505
small,0.53,75,R6,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.8811350355253219
small,0.53,75,R3,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.6450725886444179
small,0.53,75,R3,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.8294821833758853
small,0.53,75,RAND,NEG,141.22572445348246,72.02948652770716,0.5100309225280877,0.5934085754936245
small,0.53,75,RAND,POS,141.22572445348246,72.02948652770716,0.5100309225280877,0.59599071535573
small,0.75,106,VOL,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.8249788584262148
small,0.75,106,VOL,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.844171066731791
small,0.75,106,VOLR,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.7409558718160161
small,0.75,106,VOLR,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.7569877582741783
small,0.75,106,MOM,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.7582229529184884
small,0.75,106,MOM,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.8720696462826097
small,0.75,106,R6,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.8141919469282747
small,0.75,106,R6,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.9187495552255907
small,0.75,106,R3,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.7856802690603564
small,0.75,106,R3,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.8779276379564266
small,0.75,106,RAND,NEG,141.22572445348246,97.84011184544993,0.6927924230806614,0.7694322707697872
small,0.75,106,RAND,POS,141.22572445348246,97.84011184544993,0.6927924230806614,0.7355313347948972
small,1.0,141,VOL,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.9297573979310043
small,1.0,141,VOL,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.9326972542027094
small,1.0,141,VOLR,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.8969600778849165
small,1.0,141,VOLR,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.8853295730368703
small,1.0,141,MOM,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.8914863711761913
small,1.0,141,MOM,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.9393504909148143
small,1.0,141,R6,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.9175914581901573
small,1.0,141,R6,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.9598297090970673
small,1.0,141,R3,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.9076780787697702
small,1.0,141,R3,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.9379281431945874
small,1.0,141,RAND,NEG,141.22572445348246,121.14743263853585,0.8578283673697132,0.9074005241167511
small,1.0,141,RAND,POS,141.22572445348246,121.14743263853585,0.8578283673697132,0.8780233648991309
