universe,gate,band,mean_in_pct,flips_daily,flips_W,flips_M,flips_Q
U56,MA,0.0,70.83858215950492,7.864612095840386,3.619132448561504,1.7529170749087024,1.101986283067605
U56,MA,0.02,70.80465035395115,2.488287164870402,2.2638282711320925,1.5391466999198362,1.0517502449452214
U56,MA,0.03,70.83349238867187,1.8416317805290818,1.7432974080342034,1.3905762893025742,1.0068584661975595
U56,MA,0.05,68.35477399296764,1.2783468424334195,1.256969804934533,1.143671506190434,0.9021109824530151
U56,MA,0.08,67.57773564578588,0.8433241293310769,0.8411864255811883,0.8283602030818563,0.7385766455865326
U56,MA,0.12,67.71940093397295,0.539770196846887,0.539770196846887,0.5376324930969983,0.5066357887236128
U56,MAVOL,0.0,69.04231720300126,8.12006769395208,3.8874142691725306,1.9602743386479025,1.1393960986906566
U56,MAVOL,0.02,69.021958119669,2.8484902467266413,2.540660906742674,1.7443662599091478,1.0912977643181616
U56,MAVOL,0.03,69.04910356411203,2.23603812238354,2.0244054511445624,1.5915204417921085,1.0453371336955555
U56,MAVOL,0.05,66.58607862847641,1.709094148035985,1.563730293043556,1.3403402511801907,0.9416585018259553
U56,MAVOL,0.08,65.80225392018392,1.3082746949318609,1.1757370624387637,1.0314420593212792,0.7759864612095841
U56,MAVOL,0.12,65.88793172920724,1.05388794869511,0.9063863899527924,0.7663667943350851,0.5568718268459963
B136,MA,0.0,70.85830999106628,8.023231099675657,3.837651868734956,1.8824655654761393,1.1570000017279902
B136,MA,0.02,70.8602107802394,2.762952582222092,2.519098611214311,1.723089577281768,1.126082801832361
B136,MA,0.03,70.86988752512066,2.1089013956976506,2.0239879593645838,1.5968080565813099,1.101261951211926
B136,MA,0.05,70.0579049501734,1.4496247669373277,1.4356902543083117,1.2959096744984941,1.0054621768874406
B136,MA,0.08,70.49111208262558,0.9257741827902549,0.924032368711628,0.9079205884843281,0.8142980817581265
B136,MA,0.12,70.96596377787033,0.6152958232749907,0.6152958232749907,0.6135540091963637,0.5878622515366153
B136,MAVOL,0.0,69.51877202107457,8.159092597808565,4.013139637156627,2.034003390316689,1.1931426438595008
B136,MAVOL,0.02,69.53847110886858,3.021611972898203,2.6989409148325496,1.8711437739650638,1.1622254439638713
B136,MAVOL,0.03,69.55350462323767,2.406751603142869,2.213410240415271,1.7422495321466651,1.1356627792648095
B136,MAVOL,0.05,68.77556345439055,1.786665791151654,1.649497932459777,1.4457056852604169,1.039863004940324
B136,MAVOL,0.08,69.20306821932343,1.2976514885771213,1.1657090721211254,1.0655547626000723,0.8452152816537558
B136,MAVOL,0.12,69.64647049370407,1.0202675965557702,0.8839706449032068,0.793831766334259,0.6292303359040068
