panel,arm,cost,conv,window,ceiling,g_min,g_max,level_width,sharpe_ok,dd_cap_never_breached,sharpe_detail,width,is_empty
U56,BAND03,0.0,c804,FULL,PROTO,0.8989385280609131,1.0,0.10106147193908688,True,True,yyyy,0.10106147193908688,False
U56,BAND03,0.0,c804,FULL,LEVERED,0.89893838596344,1.2891848892440796,0.3902465032806396,True,False,yyyy,0.3902465032806396,False
U56,BAND03,0.0,cwin,IS,PROTO,,1.0,,True,True,yyyy,0.0,True
U56,BAND03,0.0,cwin,IS,LEVERED,1.0048858108520506,1.299692272590637,0.2948064617385864,True,False,yyyy,0.2948064617385864,False
U56,BAND03,0.0,cwin,OOS,PROTO,0.8285306148529054,1.0,0.17146938514709464,True,True,yyyy,0.17146938514709464,False
U56,BAND03,0.0,cwin,OOS,LEVERED,0.8285303459167481,1.2891848892440796,0.46065454332733147,True,False,yyyy,0.46065454332733147,False
U56,BAND03,10.0,c804,FULL,PROTO,0.9190027275085448,1.0,0.08099727249145516,True,True,yyyy,0.08099727249145516,False
U56,BAND03,10.0,c804,FULL,LEVERED,0.9190024166107177,1.2865162567367554,0.3675138401260377,True,False,yyyy,0.3675138401260377,False
U56,BAND03,10.0,cwin,IS,PROTO,,1.0,,True,True,yyyy,0.0,True
U56,BAND03,10.0,cwin,IS,LEVERED,1.0301413888931275,1.2752181410064696,0.24507675211334212,True,False,yyyy,0.24507675211334212,False
U56,BAND03,10.0,cwin,OOS,PROTO,0.8454977645874023,1.0,0.15450223541259767,True,True,yyyy,0.15450223541259767,False
U56,BAND03,10.0,cwin,OOS,LEVERED,0.8454978771209716,1.2865162567367554,0.44101837961578383,True,False,yyyy,0.44101837961578383,False
U56,BAND03,25.0,c804,FULL,PROTO,0.9508812103271485,1.0,0.04911878967285155,True,True,yyyy,0.04911878967285155,False
U56,BAND03,25.0,c804,FULL,LEVERED,0.9508810033798216,1.2825347370376587,0.3316537336578371,True,False,yyyy,0.3316537336578371,False
