gate,value,passed
"G1 fast runner == engine.backtest (U56, N=20, cap INF)",1.3877787807814457e-17,True
G1b gross_rescaler(1.0) == nrun (the bisection kernel is the same book),1.3877787807814457e-17,True
G2 CROSS-RUN vs 936/1071 committed W/H126 N=20 triple,3.1831294189377246e-07,True
G3 CROSS-RUN SPY OOS triple,0.00017024209187355144,True
G6 live RULES v2 MaxDD == committed -12.05%,4.949323437114517e-05,True
G4c |MaxDD| of the REBUILT null is monotone in lambda,0.0,True
G7 null draw is deterministic in its seed recipe,0.0,True
G5a CROSS-RUN 1071's committed U56 N=20 book CAGR,3.1831294189377246e-07,True
"G5b CROSS-RUN 1071's committed U56 N=20 null median (CASH, 20 seeds)",1.2572432434021508e-07,True
G4 REBUILT vs CASH DD-match conventions agree within 0.25 pp of CAGR (1071 assumed 0),0.04425110235750651,True
G8 the n dial is LIVE (U56 |MaxDD| spread >= 2 pp across the ladder),6.7260274033338785,True
