vocab,rule,cert_min,files,instances,cells,margin_cell,room_cell,regret_cell,margin_inst,room_inst,regret_inst,margin_lo,margin_hi,room_lo,room_hi,regret_lo,regret_hi,margin_sd,room_sd,regret_sd,room_dominated,regret_nonneg
STRICT,SHARED-KEYS,0.0,44,46,2634,-0.003972722107218004,0.09679099830753408,0.10076372041475208,-0.008920786428735297,0.12546136234796226,0.13438214877669755,-0.04049708722212517,0.01983328420402158,0.09308178129603942,0.16169942634718903,0.10151967752081635,0.17012412334029292,0.10410907802314981,0.12406894763591261,0.12107999124007716,0.43478260869565216,1.0
STRICT,SHARED-KEYS,0.5,42,44,2614,-0.0038844548330598454,0.09449381407282124,0.0983782689058811,-0.007904280844823008,0.11856110246080996,0.12646538330563298,-0.039239375811107896,0.020521687914224835,0.08797901599038938,0.1551900199017144,0.09630653486112636,0.15940233240831653,0.10623727062450136,0.11460919964197061,0.11166919004591969,0.45454545454545453,1.0
STRICT,SHARED-KEYS,1.0,41,43,2572,-0.0033433993194123524,0.093731892383891,0.09707529170330334,-0.0072272254247746645,0.11803572235470085,0.12526294777947553,-0.0401043514506547,0.023340008237156457,0.08687238323732885,0.15587446344373776,0.09430517569236395,0.15866273099493336,0.10739846582125114,0.11591194458956955,0.11270217745993896,0.46511627906976744,1.0
STRICT,DROP-ARM,0.0,52,54,3949,-0.003997638794443376,0.0835317584159244,0.08752939721036777,-0.003763656091910448,0.12807416006050618,0.1318378161524166,-0.03201407937765207,0.022529987083690365,0.09630573499485705,0.16309166667550318,0.10053577172505154,0.16726176955952407,0.10013759048655868,0.12899415060279887,0.12565790865952242,0.4444444444444444,1.0
STRICT,DROP-ARM,0.5,50,52,3929,-0.003939040596198297,0.08193592629900621,0.08587496689520452,-0.002705184815645247,0.12233597083724433,0.12504115565288962,-0.030927494691695794,0.024106013312499903,0.09239041885564664,0.15718153169654658,0.09641962938398299,0.15741491542459723,0.10179795754138574,0.12174995267135875,0.11814989232576732,0.46153846153846156,1.0
STRICT,DROP-ARM,1.0,49,51,3887,-0.003581617859113259,0.08129607709128076,0.08487769495039403,-0.0020323911079735495,0.12196702032378832,0.12399941143176188,-0.030338054893789098,0.023842186570805713,0.09046053380016113,0.15678201556591537,0.09395471054645053,0.15791360044590608,0.10269407000387815,0.12293206234540806,0.11908410617837262,0.47058823529411764,1.0
BROAD,SHARED-KEYS,0.0,64,119,8763,0.23075514010919332,0.3090946995315296,0.07833955942233632,0.08371456636968015,0.21519832617302356,0.13148375980334337,0.03418156423016488,0.1360335591051738,0.17004208540866986,0.26265324106901505,0.10873565924988936,0.15964530697591037,0.27845919846114986,0.2580108907449872,0.1416418410261931,0.6134453781512605,1.0
BROAD,SHARED-KEYS,0.5,62,114,8707,0.23200664248967087,0.3080693454023253,0.07606270291265438,0.08810788253759569,0.21030519597406191,0.12219731343646623,0.03827721085784468,0.1402812755395969,0.1622819053329903,0.25635149289234693,0.09973212146975974,0.149012720360693,0.2811234866658722,0.2543246981524829,0.13267814167208122,0.631578947368421,1.0
BROAD,SHARED-KEYS,1.0,61,112,8623,0.23521226813941296,0.31028030303936976,0.07506803489995685,0.09141456071398853,0.2126123599094916,0.12119779919550307,0.04140018523599634,0.1437581647850279,0.16654439076014016,0.26186351380471673,0.09860018046083058,0.14932827044449157,0.28241911563800304,0.25588153916247786,0.13365332623198425,0.6428571428571429,1.0
BROAD,DROP-ARM,0.0,75,145,13429,0.17289302218423344,0.24366682135615086,0.07077379917191746,0.08411547074658925,0.21013435916971784,0.12601888842312856,0.03879363911010821,0.12823119232258526,0.16871117711353661,0.2521604319501595,0.10390012397136902,0.1489521386393571,0.2717012513872766,0.2613630432850595,0.13913729759843982,0.6482758620689655,1.0
BROAD,DROP-ARM,0.5,73,140,13373,0.17346556032997637,0.24272524358147027,0.06925968325149391,0.08770720335392437,0.2059690971861596,0.11826189383223519,0.03927644007112782,0.13510863758832037,0.16463366616084835,0.24839106541632447,0.09883023210855763,0.14097872990997445,0.2736782606304948,0.25845415907736685,0.1313800529108103,0.6642857142857143,1.0
BROAD,DROP-ARM,1.0,72,138,13289,0.1751755956280659,0.2437468541730335,0.06857125854496758,0.09038507724804505,0.207778736049872,0.11739365880182696,0.046983473379576896,0.1358280509877077,0.1644874381753367,0.2503845786854837,0.09690216109132212,0.13960961661243712,0.27465422570082854,0.2597886935979482,0.13213457601062722,0.6739130434782609,1.0
