n,selector,panel,q,breadth_IS,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS,edge,regret,best_panel,spy_OOS_S,v2_OOS_S
5,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.1026079506821664,0.1349981247245533,0.8710137847696879,-0.26812568190902764,0.5593716841866432,0.31164210058304476,-0.3273574701555011,MIX q=0.4 d4,0.8820239235972316,1.0987879624707169
5,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.7283431298438606,0.10822300012454922,0.6662465845196175,-0.2902605817189461,0.5593716841866432,0.10687490033297431,-0.5321246704055715,MIX q=0.4 d4,0.8820239235972316,1.0115032990057025
5,IS-SHARPE-MAX,MIX q=0.0 d5,0.0,0.7145522388059702,1.1026079506821664,0.1349981247245533,0.8710137847696879,-0.26812568190902764,0.5593716841866432,0.31164210058304476,-0.3273574701555011,MIX q=0.4 d4,0.8820239235972316,1.0987879624707169
10,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.1678782843299604,0.13327573063016174,1.0082159916018227,-0.20017636495621804,0.6529110316822662,0.3553049599195566,-0.1096183133761186,MIX q=0.4 d4,0.8820239235972316,1.0987879624707169
10,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.8640811868235075,0.11329987513786755,0.8058757214941464,-0.21012011594014413,0.6529110316822662,0.15296468981188027,-0.3119585834837949,MIX q=0.4 d4,0.8820239235972316,1.0115032990057025
10,IS-SHARPE-MAX,MIX q=0.0 d3,0.0,0.662313432835821,1.2230865843823562,0.12496961374808313,0.8644499734535644,-0.2649982479769786,0.6529110316822662,0.21153894177129828,-0.2533843315243769,MIX q=0.4 d4,0.8820239235972316,1.1620062300649334
15,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.049525907990038,0.1221684642730625,1.0228027301126987,-0.19136370800160796,0.6713703162673699,0.35143241384532886,-0.07755402659926736,MIX q=0.3 d2,0.8820239235972316,1.0987879624707169
15,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.8520042914212772,0.11631135306469198,0.9077785933424737,-0.21012758503637263,0.6713703162673699,0.2364082770751038,-0.1925781633694924,MIX q=0.3 d2,0.8820239235972316,1.0115032990057025
15,IS-SHARPE-MAX,MIX q=0.2 d1,0.2,0.6346268656716417,1.2868372294525856,0.12185977275489601,0.9631050087111387,-0.21825718073199885,0.6713703162673699,0.2917346924437688,-0.1372517480008274,MIX q=0.3 d2,0.8820239235972316,0.9894495395121924
20,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.1649557391321284,0.11155043007388854,1.0207991494739892,-0.18550418275118974,0.6880691009020968,0.33273004857189237,-0.15316522888666095,MIX q=0.1 d4,0.8820239235972316,1.0987879624707169
20,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.9098868495206804,0.10979333567863314,0.9509158781473555,-0.1907805068462315,0.6880691009020968,0.2628467772452586,-0.2230485002132947,MIX q=0.1 d4,0.8820239235972316,1.0115032990057025
20,IS-SHARPE-MAX,MIX q=0.5 d5,0.5,0.46828358208955223,1.1689650589275022,0.07939775229156654,0.8025350911443341,-0.16706459018849706,0.6880691009020968,0.11446599024223725,-0.3714292872163161,MIX q=0.1 d4,0.8820239235972316,0.8464242003561885
30,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.134878507178158,0.08862808715383497,0.9867361408357028,-0.1674084714794567,0.681240448639037,0.30549569219666584,-0.16348817814627215,MIX q=0.0 d3,0.8820239235972316,1.0987879624707169
30,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.9619741858601359,0.08802304287956675,0.9531176607199598,-0.15770978188771234,0.681240448639037,0.27187721208092286,-0.19710665826201512,MIX q=0.0 d3,0.8820239235972316,1.0115032990057025
30,IS-SHARPE-MAX,MIX q=0.5 d5,0.5,0.46828358208955223,1.2241795397925894,0.05562044252314258,0.778632171211676,-0.12977852787836397,0.681240448639037,0.09739172257263906,-0.3715921477702989,MIX q=0.0 d3,0.8820239235972316,0.8464242003561885
40,BREADTH-MAX (IS breadth),MIX q=0.0 d5,0.0,0.7145522388059702,1.1213772857233122,0.06945052889319703,0.9971916549268081,-0.1352345878002027,0.6790650995577852,0.3181265553690229,-0.1372658878721098,MIX q=0.0 d3,0.8820239235972316,1.0987879624707169
40,Q-MIN (cap mix),MIX q=0.0 d0,0.0,0.6567164179104478,0.9011887197158178,0.06833787117266654,0.9600579442185424,-0.12740094880506014,0.6790650995577852,0.28099284466075725,-0.17439959858037546,MIX q=0.0 d3,0.8820239235972316,1.0115032990057025
40,IS-SHARPE-MAX,MIX q=0.5 d5,0.5,0.46828358208955223,1.2234633687258716,0.041771363715866094,0.7753196604285975,-0.09853372180643372,0.6790650995577852,0.0962545608708123,-0.3591378823703204,MIX q=0.0 d3,0.8820239235972316,0.8464242003561885
