n,q_hat,IS_Sharpe,OOS_Sharpe,OOS_anchor_meanq,OOS_best_q,OOS_best,regret,edge_vs_anchor,spy_OOS,v2_OOS
10,0.0,1.0071958181945848,0.8985867582308842,0.6529110316822662,0.0,0.8985867582308842,0.0,0.24567572654861802,0.8820239235972317,0.8331985184576366
20,0.0,0.990426215926079,0.9978723243566398,0.6880691009020969,0.1,0.9996383737038927,-0.001766049347252996,0.3098032234545428,0.8820239235972317,0.8331985184576366
