window,arm,char,strata,corr_pooled,corr_within,r2_within
full,EWall,breadth,3,-0.83396448687891,-0.6405533181702997,0.4103085534189812
full,EWall,breadth,5,-0.83396448687891,-0.5576824261107611,0.31100968839278453
full,EWall,breadth,7,-0.83396448687891,-0.48061606303003157,0.2309918000424873
full,EWall,breadth,21,-0.83396448687891,-0.4354306889618436,0.1895998848897858
full,EWall,disp,3,0.8390066302170789,0.584900585762581,0.3421086952254103
full,EWall,disp,5,0.8390066302170789,0.44431674092237633,0.1974173662638821
full,EWall,disp,7,0.8390066302170789,0.36988848197797775,0.13681748909997277
full,EWall,disp,21,0.8390066302170789,0.3215057144525186,0.10336592442562441
full,EWall,corr,3,-0.6800440606998778,-0.2207378749593737,0.0487252094415801
full,EWall,corr,5,-0.6800440606998778,-0.08792619095937979,0.00773101505662532
full,EWall,corr,7,-0.6800440606998778,0.00307600932232775,9.461833351047225e-06
full,EWall,corr,21,-0.6800440606998778,0.046582857829826296,0.002169962643593809
full,EWall,evol,3,0.9297504591452229,0.8509129847806065,0.7240529076682407
full,EWall,evol,5,0.9297504591452229,0.7985331170546452,0.6376551390330077
full,EWall,evol,7,0.9297504591452229,0.7793733630378609,0.6074228390129452
full,EWall,evol,21,0.9297504591452229,0.7357298359400183,0.5412983914923262
full,top10,breadth,3,-0.4826106086132125,-0.3325448102790076,0.11058605084350118
full,top10,breadth,5,-0.4826106086132125,-0.2686077888742185,0.07215014424389674
full,top10,breadth,7,-0.4826106086132125,-0.21298377810865224,0.045362089737435614
full,top10,breadth,21,-0.4826106086132125,-0.24436318079030594,0.05971336412595575
full,top10,disp,3,0.6306507952722292,0.6337232178409321,0.40160511683066547
full,top10,disp,5,0.6306507952722292,0.6044177763572481,0.3653208483766404
full,top10,disp,7,0.6306507952722292,0.6187637616857794,0.38286859277553603
full,top10,disp,21,0.6306507952722292,0.6419822482142465,0.41214120702221846
full,top10,corr,3,-0.36734215158912215,-0.09677919353098362,0.009366212300507581
full,top10,corr,5,-0.36734215158912215,-0.015948562422521736,0.0002543566433450724
full,top10,corr,7,-0.36734215158912215,0.0151789035558446,0.00023039911315763184
full,top10,corr,21,-0.36734215158912215,-0.04425875058684564,0.0019588370035086094
full,top10,evol,3,0.6442659856448447,0.6438897654362639,0.4145940300335669
full,top10,evol,5,0.6442659856448447,0.6454700312164344,0.41663156119854483
full,top10,evol,7,0.6442659856448447,0.6724936272265553,0.45224767866032906
full,top10,evol,21,0.6442659856448447,0.748199845837584,0.5598030093113845
full,top20,breadth,3,0.7797820918171657,0.4011263128798523,0.16090231888458514
full,top20,breadth,5,0.7797820918171657,0.38926313281664465,0.15152578657022875
full,top20,breadth,7,0.7797820918171657,0.3135035074593948,0.09828444918934282
full,top20,breadth,21,0.7797820918171657,0.2632822457338231,0.0693175409186452
full,top20,disp,3,-0.6219817737440506,0.061232083572296016,0.0037493680586046436
full,top20,disp,5,-0.6219817737440506,0.15450155313921865,0.023870729922430806
full,top20,disp,7,-0.6219817737440506,0.31223837738408755,0.09749280431144787
full,top20,disp,21,-0.6219817737440506,0.39461745640798673,0.1557229369019093
full,top20,corr,3,0.7822970130174755,0.43481097852689365,0.18906058704751477
full,top20,corr,5,0.7822970130174755,0.4327592188787171,0.18728054152451737
full,top20,corr,7,0.7822970130174755,0.381400951768138,0.14546668600964152
full,top20,corr,21,0.7822970130174755,0.284682491634008,0.08104412104294703
full,top20,evol,3,-0.6109906494662961,0.06613284154197022,0.004373552730415341
full,top20,evol,5,-0.6109906494662961,0.20343434417412445,0.041385532389556126
full,top20,evol,7,-0.6109906494662961,0.418466189519118,0.1751139517706504
full,top20,evol,21,-0.6109906494662961,0.5987919051097588,0.3585517456249743
IS,EWall,breadth,3,-0.7859084956405694,-0.5698011322506313,0.32467333031410145
IS,EWall,breadth,5,-0.7859084956405694,-0.48881326108588913,0.2389384042134216
IS,EWall,breadth,7,-0.7859084956405694,-0.3979489785002655,0.1583633894894048
IS,EWall,breadth,21,-0.7859084956405694,-0.3854051489705464,0.14853712885300907
IS,EWall,disp,3,0.7808292936984419,0.5186430619826532,0.26899062574274224
IS,EWall,disp,5,0.7808292936984419,0.3851119104835315,0.14831118359627557
IS,EWall,disp,7,0.7808292936984419,0.32781150714271134,0.1074603842151759
IS,EWall,disp,21,0.7808292936984419,0.3275539173469139,0.10729156876930891
IS,EWall,corr,3,-0.6681322227478848,-0.20779287081029632,0.043177877159584495
IS,EWall,corr,5,-0.6681322227478848,-0.02523839490848611,0.0006369765775566976
IS,EWall,corr,7,-0.6681322227478848,0.06857837132898499,0.0047029930141361505
IS,EWall,corr,21,-0.6681322227478848,0.0946821856984702,0.008964716288639594
IS,EWall,evol,3,0.9068069901915429,0.8333684235875755,0.6945029294328406
IS,EWall,evol,5,0.9068069901915429,0.7773178518785189,0.604223042849035
IS,EWall,evol,7,0.9068069901915429,0.7645875166624747,0.58459407063609
IS,EWall,evol,21,0.9068069901915429,0.7546304238547182,0.5694670766071517
IS,top10,breadth,3,-0.134062871417227,-0.117985920186449,0.013920677362243115
IS,top10,breadth,5,-0.134062871417227,0.05772676721116324,0.003332379652651831
IS,top10,breadth,7,-0.134062871417227,0.04878258226241836,0.0023797403321896148
IS,top10,breadth,21,-0.134062871417227,0.0034733312387001357,1.2064029893730219e-05
IS,top10,disp,3,0.4040682986853329,0.5811793052590281,0.33776938486136654
IS,top10,disp,5,0.4040682986853329,0.5104818484961935,0.26059171764409067
IS,top10,disp,7,0.4040682986853329,0.5658476364209493,0.3201835476431748
IS,top10,disp,21,0.4040682986853329,0.5908668113563208,0.349123588762386
IS,top10,corr,3,-0.12575396429649166,-0.09597645878612616,0.009211480641124974
IS,top10,corr,5,-0.12575396429649166,0.04977002289165182,0.002477055178635546
IS,top10,corr,7,-0.12575396429649166,0.052955416727186864,0.0028042761607500223
IS,top10,corr,21,-0.12575396429649166,-0.017877178001474738,0.0003195934932964123
IS,top10,evol,3,0.35445106630481754,0.5218852931125896,0.2723642591672135
IS,top10,evol,5,0.35445106630481754,0.46540423634668854,0.2166011032094443
IS,top10,evol,7,0.35445106630481754,0.5516275211048691,0.30429292204030284
IS,top10,evol,21,0.35445106630481754,0.6409828414074207,0.4108590029787306
IS,top20,breadth,3,0.846027428665017,0.5481783492263763,0.30049950256055497
IS,top20,breadth,5,0.846027428665017,0.6127586394027655,0.3754731501627284
IS,top20,breadth,7,0.846027428665017,0.5420339956257604,0.2938008524140268
IS,top20,breadth,21,0.846027428665017,0.4991981480835523,0.2491987910500482
IS,top20,disp,3,-0.6167458937215051,0.09631355427562942,0.009276300737204615
IS,top20,disp,5,-0.6167458937215051,0.14489034749123486,0.020993212796130787
IS,top20,disp,7,-0.6167458937215051,0.30716575750152186,0.09435080258148373
IS,top20,disp,21,-0.6167458937215051,0.37337822790704367,0.13941130107500424
IS,top20,corr,3,0.7940368925634427,0.3770172328594221,0.1421419938729757
IS,top20,corr,5,0.7940368925634427,0.390319392176971,0.1523492279094001
IS,top20,corr,7,0.7940368925634427,0.33554934547621035,0.11259336324951316
IS,top20,corr,21,0.7940368925634427,0.23583616885061137,0.05561869853813408
IS,top20,evol,3,-0.6758238938457982,-0.004714654005664995,2.2227962393132982e-05
IS,top20,evol,5,-0.6758238938457982,0.08927077055139322,0.007969270474839495
IS,top20,evol,7,-0.6758238938457982,0.2997139702393309,0.08982846395662251
IS,top20,evol,21,-0.6758238938457982,0.46690070392946,0.21799626732982524
OOS,EWall,breadth,3,-0.8143390257061068,-0.5863434621224954,0.34379865557379424
OOS,EWall,breadth,5,-0.8143390257061068,-0.4644110654880329,0.21567763774773
OOS,EWall,breadth,7,-0.8143390257061068,-0.3975348472569439,0.1580339547836017
OOS,EWall,breadth,21,-0.8143390257061068,-0.3175849685854292,0.10086021227140804
OOS,EWall,disp,3,0.8236286222521125,0.5438985176805534,0.2958255975351033
OOS,EWall,disp,5,0.8236286222521125,0.4170101734082967,0.1738974847260177
OOS,EWall,disp,7,0.8236286222521125,0.35097356130789015,0.12318244073714332
OOS,EWall,disp,21,0.8236286222521125,0.3003009801144387,0.0901806786576925
OOS,EWall,corr,3,-0.6653114331016329,-0.19916177596102352,0.03966541300394893
OOS,EWall,corr,5,-0.6653114331016329,-0.06904559118239881,0.004767293661726948
OOS,EWall,corr,7,-0.6653114331016329,0.0030355622132779056,9.214637950680657e-06
OOS,EWall,corr,21,-0.6653114331016329,0.05333159089003022,0.0028442585868615547
OOS,EWall,evol,3,0.9178798571216948,0.8195952068828354,0.6717363031453177
OOS,EWall,evol,5,0.9178798571216948,0.7649438685865425,0.5851391220881457
OOS,EWall,evol,7,0.9178798571216948,0.7418523969480911,0.5503449788576281
OOS,EWall,evol,21,0.9178798571216948,0.688602297008375,0.47417312344521034
OOS,top10,breadth,3,-0.5095394523324058,-0.29857012298513175,0.0891441183393567
OOS,top10,breadth,5,-0.5095394523324058,-0.2690311619449269,0.07237776609743747
OOS,top10,breadth,7,-0.5095394523324058,-0.19087646535725697,0.03643382502728012
OOS,top10,breadth,21,-0.5095394523324058,-0.17238428946794396,0.029716343255367893
OOS,top10,disp,3,0.6474090703728768,0.5839649534301495,0.3410150668346767
OOS,top10,disp,5,0.6474090703728768,0.5818361933633469,0.33853335590755
OOS,top10,disp,7,0.6474090703728768,0.5713718594512599,0.3264658017727903
OOS,top10,disp,21,0.6474090703728768,0.5838555832190705,0.34088734205608096
OOS,top10,corr,3,-0.38371957693087627,-0.04618808295631273,0.0021333390071792266
OOS,top10,corr,5,-0.38371957693087627,0.0038650221961810177,1.4938396576971937e-05
OOS,top10,corr,7,-0.38371957693087627,0.03616574652396842,0.001307961221635934
OOS,top10,corr,21,-0.38371957693087627,0.024016470259274232,0.0005767908437146037
OOS,top10,evol,3,0.6816602121926637,0.6509446919200782,0.42372899193892555
OOS,top10,evol,5,0.6816602121926637,0.6885616931732875,0.47411720530566454
OOS,top10,evol,7,0.6816602121926637,0.696694345843588,0.485383011530425
OOS,top10,evol,21,0.6816602121926637,0.753322941379059,0.5674954540079972
OOS,top20,breadth,3,0.6059161292750748,0.29677822980240093,0.08807731768464669
OOS,top20,breadth,5,0.6059161292750748,0.2532438141139216,0.06413242938696648
OOS,top20,breadth,7,0.6059161292750748,0.22333527541605305,0.04987864524516427
OOS,top20,breadth,21,0.6059161292750748,0.22375529701094926,0.05006643294045812
OOS,top20,disp,3,-0.4264153318119708,0.11836487314077723,0.014010243193632288
OOS,top20,disp,5,-0.4264153318119708,0.2229188861167667,0.04969282978754
OOS,top20,disp,7,-0.4264153318119708,0.3078807493855222,0.09479055584219072
OOS,top20,disp,21,-0.4264153318119708,0.3621038127966784,0.13111917124189193
OOS,top20,corr,3,0.6578168934257909,0.4053238162010046,0.16428739597974576
OOS,top20,corr,5,0.6578168934257909,0.3820438530845168,0.14595750567966387
OOS,top20,corr,7,0.6578168934257909,0.3448796500149102,0.11894197299440697
OOS,top20,corr,21,0.6578168934257909,0.2911658313641464,0.08477754135397456
OOS,top20,evol,3,-0.37719800655329083,0.20992195233078934,0.04406722607037019
OOS,top20,evol,5,-0.37719800655329083,0.37394738627789775,0.13983664770407128
OOS,top20,evol,7,-0.37719800655329083,0.5244104327497405,0.2750063019767701
OOS,top20,evol,21,-0.37719800655329083,0.6584936329249398,0.43361386460268536
