panel,n,n_logok,rho_tax_cstar,rho_slope_cstar,rho_edge_cstar,rho_tax_slope,rho_tax_drag,sd_logE,sd_logS,edge_share,var_logcstar,edge_share_of_var,iqr_ratio_edge,iqr_ratio_slope
U56,162,162,-0.7436178157698172,-0.7667413250235335,-0.16999665519270749,0.9592088998824856,0.9679106828585994,0.6324212039974696,0.9844035790192922,0.292150868079934,0.45268211070726805,0.8835263638775542,2.469200054504444,4.324384026375515
B136,164,164,-0.7122704954369178,-0.6957463305809857,0.1864323316964346,0.969413722320496,0.9639830541352095,0.8604099631401002,1.055941143817168,0.3990182287576148,0.9658536544886182,0.7664777176442029,2.954864689510112,4.685359865516856
SMALL439,168,168,-0.27412545548591255,-0.2910468159201462,0.5805573974620498,0.9472362092581343,0.9514871286796597,0.9668003322321298,0.7638798645495529,0.6156589674833394,0.7567627827247765,1.2351332593797684,3.5365353866471994,2.909082235716123
POOLED,494,494,-0.5130754883941299,-0.5239803077958304,0.3619985651158919,0.9588060375849067,0.9623530673464356,0.913633883853759,0.9398311329505763,0.48586862102509054,0.8554122954032596,0.975818185232182,3.0872193549760514,3.707763269000347
