panel,stat,repair,max_over_min,comparable,ratio_L2,ratio_L3,ratio_L4,ratio_L6,ratio_L8
U56,CAGR,R_ASIS,13.704369824151627,False,12.94362514558254,3.2043376643336035,2.4068400891575044,0.9444888974589403,2.7760814950063386
U56,CAGR,R_FROZEN,1.0,True,3.2043376643336035,3.2043376643336035,3.2043376643336035,3.2043376643336035,3.2043376643336035
U56,CAGR,R_COUNT,6.307274883283633,False,12.94362514558254,4.806506496500406,4.077132317165065,2.0521739396339664,3.176591363067447
U56,VOL,R_ASIS,1.5357437547139008,False,2.458999838415676,3.2788029129456415,2.410904160952977,2.909742525833498,2.1349934863036193
U56,VOL,R_FROZEN,1.0,True,3.2788029129456415,3.2788029129456415,3.2788029129456415,3.2788029129456415,3.2788029129456415
U56,VOL,R_COUNT,2.241968398193723,False,2.458999838415676,2.153551207364488,3.041823278648033,4.226877773907356,4.828193750803119
U56,SHARPE,R_ASIS,36.61053996909589,False,72.25969322190151,49.12043648776099,4.382925195805351,1.9737401656161913,6.790891198187124
U56,SHARPE,R_FROZEN,1.0,True,49.12043648776099,49.12043648776099,49.12043648776099,49.12043648776099,49.12043648776099
U56,SHARPE,R_COUNT,17.246449987327715,False,72.25969322190151,73.6806547316415,8.721104134688051,4.272221517227042,5.813049631065163
U56,MAXDD,R_ASIS,2.302548857870752,False,1.4861731483996343,1.1495202632163464,0.7979036624678877,0.7258777875609566,0.6454469547169353
U56,MAXDD,R_FROZEN,1.0,True,1.1495202632163464,1.1495202632163464,1.1495202632163464,1.1495202632163464,1.1495202632163464
U56,MAXDD,R_COUNT,1.1655311714014993,True,1.4861731483996343,1.6883490889640442,1.5874797739019848,1.63068698324978,1.73218113055968
U56,ULCER,R_ASIS,2.7007218417826495,False,2.3451897649871998,2.995138714662263,3.0215060470924553,1.1187772099840048,1.9513789373950876
U56,ULCER,R_FROZEN,1.0,True,2.995138714662263,2.995138714662263,2.995138714662263,2.995138714662263,2.995138714662263
U56,ULCER,R_COUNT,1.462922291820767,False,2.3451897649871998,2.201152871274268,3.2201156030924136,2.436612549376453,2.999279640773039
U56,CALMAR,R_ASIS,3.929781559303532,False,3.7464310355556503,1.1585474543435863,1.317419680249362,1.4158670162196187,0.9533433293985998
U56,CALMAR,R_FROZEN,1.0,True,1.1585474543435863,1.1585474543435863,1.1585474543435863,1.1585474543435863,1.1585474543435863
U56,CALMAR,R_COUNT,2.1558207918082593,False,3.7464310355556503,1.7378211815153795,2.1385446283711325,2.6856442472911164,2.5558934948725165
B136,CAGR,R_ASIS,9.20347925946577,False,2.723104580753227,3.360334886706321,11.526564584709343,1.2524138165307737,3.282003831993874
B136,CAGR,R_FROZEN,1.0,True,3.360334886706321,3.360334886706321,3.360334886706321,3.360334886706321,3.360334886706321
B136,CAGR,R_COUNT,1.9289493431193696,False,2.723104580753227,4.9501247686575836,5.252730792289284,2.775165339605438,3.845683652888669
B136,VOL,R_ASIS,1.3860247072456153,False,2.6133093338715763,3.454624144069891,2.7734948254749803,2.511937132940162,2.492469380964435
B136,VOL,R_FROZEN,1.0,True,3.454624144069891,3.454624144069891,3.454624144069891,3.454624144069891,3.454624144069891
B136,VOL,R_COUNT,2.1411327655576318,False,2.6133093338715763,2.6255790665782555,3.807395408931448,4.820939557684232,5.59544224129002
B136,SHARPE,R_ASIS,14.916922935052394,False,45.77535960850632,4.3770420158334336,3.5072808955446666,3.0686864715873483,9.784461322348616
