panel,dial,rung_i,rung,n_rungs,turn_per_yr,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_ADD,IS_ULC,IS_UPI,IS_TUW,IS_VOL,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_ADD,OOS_ULC,OOS_UPI,OOS_TUW,OOS_VOL,ULC,UPI,TUW,VOL,ADD,M_S,M_CAGR,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,A_H1,A_H2,A_DD,pass_4b,pass_4b_oos,pass_4a,M_L_DD,S_L_DD,B_L_DD,M_L_VOLTGT,S_L_VOLTGT,B_L_VOLTGT,M_L_TUW,S_L_TUW,B_L_TUW,M_L_ULCER,S_L_ULCER,B_L_ULCER,S_C_ISSHARPE,S_C_ISCAGR,S_C_ISDD,S_C_ISMAR
U56,D_GROSS,0,0.2,33,0.8135279630198514,0.041077445543971525,1.1374532593693099,-0.053794932121697614,1.2016506213450546,1.0944801023136401,0.03681086463697025,1.1100892768306232,-0.03803412322586064,0.03803412322586064,0.010631817404579295,3.4623304028072583,0.8555057299451918,0.0330590836083386,0.04460293491371914,1.1617158168240194,-0.05379493212169739,0.05379493212169739,0.01371069963697621,3.2531479862216557,0.8347005742411813,0.03819356436617256,0.012415627045152365,3.308527663933821,0.8456692913385827,0.0359629968777523,0.053794932121697614,0.23530309538233599,-0.6484546371374219,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.712671727111816,-0.6484546371374219,M_CAGR,0.8072982109769201,-0.6484546371374219,M_CAGR,-0.012382075471698105,-0.6484546371374219,M_CAGR,0.08576085282657633,-0.6484546371374219,M_CAGR,1.1100892768306232,0.03681086463697025,-0.03803412322586064,0.9678378654445056
U56,D_GROSS,1,0.225,33,0.9122888961155953,0.04624217620649684,1.137581240243658,-0.06037101515648202,1.2017705633519167,1.0946230373553785,0.04143201125411289,1.110195905968817,-0.04274786781004081,0.04274786781004081,0.011966499819722858,3.462333337090415,0.8555057299451918,0.03719309887839379,0.050218648111590936,1.1618612402145851,-0.060371015156481134,0.060371015156481134,0.015436827377614011,3.2531715800888206,0.8351107465135357,0.04297118310519283,0.013977230617562281,3.308393305637664,0.8458942632170978,0.04046104235642211,0.06037101515648202,0.23542175187890596,-0.604322485383154,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.677061806983892,-0.604322485383154,M_CAGR,0.783200987114749,-0.604322485383154,M_CAGR,-0.012382075471698105,-0.604322485383154,M_CAGR,0.08576177299577215,-0.604322485383154,M_CAGR,1.110195905968817,0.04143201125411289,-0.04274786781004081,0.9692181944190712
U56,D_GROSS,2,0.25,33,1.0104622936198349,0.051412991507632455,1.1377074502024962,-0.06691438726390664,1.2018886838875606,1.0947643472987458,0.046057057467211004,1.110300703961076,-0.04745240875007617,0.04745240875007617,0.013302428235006521,3.462304524673756,0.8560039860488291,0.0413275021244069,0.055842654163187566,1.1620049623369262,-0.06691438726390708,0.06691438726390708,0.017165661244498687,3.2531606774591464,0.8351107465135357,0.04774962763311819,0.01554095541602225,3.3082259186347858,0.846119235095613,0.04495972998976463,0.06691438726390664,0.23553837068329353,-0.5601530923174226,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.6415214156620008,-0.5601530923174226,M_CAGR,0.7591015017361343,-0.5601530923174226,M_CAGR,-0.01297169811320757,-0.5601530923174226,M_CAGR,0.08575273763795128,-0.5601530923174226,M_CAGR,1.110300703961076,0.046057057467211004,-0.04745240875007617,0.9705947217513394
U56,D_GROSS,3,0.275,33,1.1080818026481756,0.05658969339102349,1.1378316128969097,-0.07342512582046434,1.2020046398224735,1.0949038072092374,0.050685832847383816,1.1104033097380035,-0.05214764030966823,0.05214764030966823,0.014639598384862848,3.4622420311606565,0.8560039860488291,0.04546230089342839,0.06147473166111528,1.162146765710459,-0.0734251258204639,0.0734251258204639,0.01889718662844008,3.2531155494118056,0.8351107465135357,0.052528916843129686,0.017106791045952786,3.308025055021162,0.846119235095613,0.049459073921563255,0.07342512582046434,0.23565254999885688,-0.5159480855434728,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.606051351929589,-0.5159480855434728,M_CAGR,0.7349997108492298,-0.5159480855434728,M_CAGR,-0.01297169811320757,-0.5159480855434728,M_CAGR,0.08573314014083662,-0.5159480855434728,M_CAGR,1.1104033097380035,0.050685832847383816,-0.05214764030966823,0.9719679077786882
U56,D_GROSS,4,0.3,33,1.2051726837514682,0.06177209068138412,1.1379536990502963,-0.07990335554891148,1.2021187900513193,1.0950410818139944,0.05531820206122129,1.1105042433202028,-0.056833521445480595,0.056833521445480595,0.015977996521064672,3.4621488362631863,0.8560039860488291,0.04959749996813805,0.06711464253108934,1.1622862333844282,-0.07990335554891137,0.07990335554891137,0.020631399069447456,3.25303399469781,0.8351107465135357,0.057309071884759526,0.018674729597373995,3.3077903676886646,0.846119235095613,0.05395908845314855,0.07990335554891148,0.23576486850253148,-0.4717087575012733,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.5706519258479898,-0.4717087575012733,M_CAGR,0.7108955865757383,-0.4717087575012733,M_CAGR,-0.01297169811320757,-0.4717087575012733,M_CAGR,0.08570391491979058,-0.4717087575012733,M_CAGR,1.1105042433202028,0.05531820206122129,-0.056833521445480595,0.9733375770897299
U56,D_GROSS,5,0.325,33,1.3017553106447073,0.06695999555159893,1.1380737672891046,-0.08634920629833465,1.2022309993121805,1.0951763941893289,0.059953999333747676,1.1106033165996283,-0.06150998765024973,0.06150998765024973,0.017317615070600017,3.4620240194350504,0.8560039860488291,0.0537331056425677,0.07276218005457813,1.1624236014591436,-0.0863492062983342,0.0863492062983342,0.022368300757603366,3.252914955099798,0.8351107465135357,0.06209011345554019,0.02024476957780999,3.307520754644343,0.846119235095613,0.058459788262753346,0.08634920629833465,0.23587511686840473,-0.427436691349073,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.5353236247364589,-0.427436691349073,M_CAGR,0.6867890922276743,-0.427436691349073,M_CAGR,-0.01297169811320757,-0.427436691349073,M_CAGR,0.08566477329839768,-0.427436691349073,M_CAGR,1.1106033165996283,0.059953999333747676,-0.06150998765024973,0.9747034851421281
U56,D_GROSS,6,0.35,33,1.3978688222866373,0.07215319829305278,1.138191557704988,-0.09276264906597609,1.2023407472267709,1.0953096903268418,0.06459302988917393,1.110699902011382,-0.06617702323668773,0.06617702323668773,0.018658457285119175,3.4618633739183418,0.8565022421524664,0.0578691267496106,0.07841712152689095,1.1625588690865074,-0.09276264906597576,0.09276264906597576,0.02410786201810697,3.2527613385207403,0.8355209187858901,0.06687206102868218,0.021816894364689487,3.3072167416198477,0.8465691788526434,0.06296118837207886,0.09276264906597609,0.23598259674466177,-0.3831337472041529,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.500066567104402,-0.3831337472041529,M_CAGR,0.6626801763179981,-0.3831337472041529,M_CAGR,-0.013561320754717035,-0.3831337472041529,M_CAGR,0.08561439606892154,-0.3831337472041529,M_CAGR,1.110699902011382,0.06459302988917393,-0.06617702323668773,0.9760643004166489
U56,D_GROSS,7,0.375,33,1.493542445549624,0.07735149780944917,1.1383070465049694,-0.09914377047634149,1.2024480522435366,1.0954409126728377,0.06923512557310318,1.110794019219367,-0.07083460112260576,0.07083460112260576,0.02000053433851948,3.4616637936398376,0.8570004982561036,0.062005569279799534,0.08407923780423876,1.1626919821941817,-0.09914377047634126,0.09914377047634126,0.025850067613435286,3.2525732257868256,0.8359310910582445,0.07165493433594691,0.023391099136461133,3.306877430521282,0.8470191226096738,0.06746330276821641,0.09914377047634149,0.23608733001321897,-0.33880153094833726,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.4648809575438507,-0.33880153094833726,M_CAGR,0.6385688039278238,-0.33880153094833726,M_CAGR,-0.014150943396226369,-0.33880153094833726,M_CAGR,0.08555180919008977,-0.33880153094833726,M_CAGR,1.110794019219367,0.06923512557310318,-0.07083460112260576,0.9774195728619396
U56,D_GROSS,8,0.4,33,1.5888027165667664,0.0825546940363826,1.1384202601443685,-0.10549271071234223,1.2025531549706836,1.0955699100930012,0.0738801353292513,1.1108859332218428,-0.07548258742988656,0.07548258742988656,0.021343814779154122,3.4614306811455218,0.8570004982561036,0.06614243990292916,0.08974828728098072,1.1628227967921534,-0.10549271071234234,0.10549271071234234,0.02759490808033156,3.2523495646267206,0.8363412633305989,0.07643875213071302,0.024967366112115075,3.3065039245899492,0.8472440944881889,0.07196614514513441,0.10549271071234223,0.2361896115631241,-0.2944414851757285,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.4297678074352432,-0.2944414851757285,M_CAGR,0.6144549361788391,-0.2944414851757285,M_CAGR,-0.014150943396226369,-0.2944414851757285,M_CAGR,0.08547870685981314,-0.2944414851757285,M_CAGR,1.1108859332218428,0.0738801353292513,-0.07548258742988656,0.9787705727215071
U56,D_GROSS,9,0.425,33,1.6836644015473459,0.08776259774054651,1.138531352579888,-0.11180951860898602,1.2026559585043763,1.0956970505888288,0.07852788504085573,1.1109755690228666,-0.0801209823597493,0.0801209823597493,0.02268849790054396,3.461131952634599,0.8579970104633782,0.07027974449871835,0.09542406740107423,1.16295163270498,-0.11180951860898647,0.11180951860898647,0.02934237058108794,3.2520912765847885,0.8367514356029533,0.08122353628511182,0.026545764518792037,3.3060866519183656,0.8479190101237345,0.07646973069844747,0.11180951860898602,0.2362893579391795,-0.2500552727090034,True,True,True,True,False,True,True,False,False,False,True,False,False,False,0.39472711525847193,-0.2500552727090034,M_CAGR,0.5903385387980934,-0.2500552727090034,M_CAGR,-0.015330188679245299,-0.2500552727090034,M_CAGR,0.08538502783873532,-0.2500552727090034,M_CAGR,1.1109755690228666,0.07852788504085573,-0.0801209823597493,0.9801163531452918
