window,kind,n,OOS_Sharpe
W252,ALL,72,0.7833660105960322
W252,ABS63,13,0.8234981661610365
W252,FRAC,13,0.7971574922127055
W504,ALL,72,0.791389962630609
W504,ABS63,13,0.7844704170852853
W504,FRAC,12,0.7809988162716293
W1008,ALL,72,0.785845106023703
W1008,ABS63,19,0.8112387522825181
W1008,FRAC,20,0.7891414921402291
WFULL,ALL,72,0.7994570051463429
WFULL,ABS63,17,0.8255240948497329
WFULL,FRAC,18,0.8395886951366349
