form,w,param,IS_CAGR,IS_Sharpe,IS_MaxDD
GATE,63,0.5,0.10824295265911266,0.8897891393827049,-0.15602986533938856
SIZE,63,0.1,0.09566253861706442,0.8070501485208355,-0.16492938933196322
SIZE,63,0.25,0.10394246909025218,0.8596182230834584,-0.1622898835154749
SIZE,63,0.4,0.1121931592280998,0.9063479620988654,-0.15975319420102085
SIZE,63,0.5,0.11767655529910193,0.9341601013770063,-0.15811979227151063
SIZE,63,0.6,0.12314572270832236,0.9593100767179153,-0.1565329865101842
SIZE,63,0.75,0.1313217052086888,0.99218820807483,-0.15424091545155183
SIZE,63,0.9,0.1394628610022317,1.019579891763716,-0.15205564885852674
GATE,126,0.5,0.10974020039903531,0.8901722279258945,-0.14719207536467482
SIZE,126,0.1,0.10812961184994085,0.8809190545192206,-0.15988360257006518
SIZE,126,0.25,0.11435540835673241,0.9175516115210993,-0.15804169884825503
SIZE,126,0.4,0.12054171935773939,0.9497171593957335,-0.15632015683450684
SIZE,126,0.5,0.12464344923682602,0.9686546736261977,-0.15523986451279392
SIZE,126,0.6,0.12872681690161691,0.9856143956896295,-0.15421385891013384
SIZE,126,0.75,0.1348167234977402,1.0074670925310119,-0.15277730408949375
SIZE,126,0.9,0.14086347086300144,1.0252580477164512,-0.15146458170836408
GATE,252,0.5,0.13701797848088582,1.0936376608035185,-0.13252000560926025
SIZE,252,0.1,0.13445670608853466,1.065391306330433,-0.1510759737748245
SIZE,252,0.25,0.13635440516960684,1.06859908406009,-0.15071649036313362
SIZE,252,0.4,0.13818771364843596,1.0680282484696675,-0.1504725400203356
SIZE,252,0.5,0.13937397339497704,1.0656979078271864,-0.1503742688393851
SIZE,252,0.6,0.14053135658798777,1.0619344522123062,-0.15032760235349185
SIZE,252,0.75,0.1422130660218739,1.0538671936380666,-0.15035455900549044
SIZE,252,0.9,0.14382923677126191,1.0432760509869472,-0.15049810990189683
GATE,504,0.5,0.13775062758139334,1.0808821390067658,-0.1509334291475124
SIZE,504,0.1,0.13379312823361866,1.0465310209897614,-0.17789585151005405
SIZE,504,0.25,0.13576350984656327,1.051032378589322,-0.17322292791681138
SIZE,504,0.4,0.13768453453798113,1.052676226888364,-0.1686017993905281
SIZE,504,0.5,0.13893767336806673,1.0522762451993624,-0.1655504025451603
SIZE,504,0.6,0.14016869111076513,1.0507570131856723,-0.1625228958502426
SIZE,504,0.75,0.14197358198490662,1.046542879939199,-0.15802718937518678
SIZE,504,0.9,0.1437282949391434,1.040245861038201,-0.15358718692627993
GATE,756,0.5,0.1271432401528252,0.9806915135508254,-0.18153170083537873
SIZE,756,0.1,0.1331178037633558,1.0208116915147138,-0.18109128367263072
SIZE,756,0.25,0.13517266261737526,1.0283788402973624,-0.175927079107295
SIZE,756,0.4,0.137189326061135,1.0337281259595246,-0.17079824014183553
SIZE,756,0.5,0.13851245136952528,1.0361012356816846,-0.16739920750429405
SIZE,756,0.6,0.13981845538783655,1.0375568692081365,-0.164016712723551
SIZE,756,0.75,0.14174523285525664,1.0381044569935174,-0.15897469954106314
SIZE,756,0.9,0.14363316416073557,1.0368209284025778,-0.1539717519257372
GATE,1008,0.5,0.13806399012525694,1.0251870322165824,-0.150658708448558
SIZE,1008,0.1,0.14209296866539622,1.0480638005908338,-0.150658708448558
SIZE,1008,0.25,0.14260294378024763,1.0480935855609654,-0.150658708448558
SIZE,1008,0.4,0.1430940989138818,1.0472010822603426,-0.150658708448558
SIZE,1008,0.5,0.14341106986222618,1.0461065872607396,-0.150658708448558
SIZE,1008,0.6,0.1437196610661795,1.044623322794452,-0.150658708448558
SIZE,1008,0.75,0.14416682270219017,1.0416928221216055,-0.150658708448558
SIZE,1008,0.9,0.14459509632221934,1.0379512700093276,-0.150658708448558
