axis,rho,mean_within,sign,levels,verdict
q|k,-0.26518483345879706,-0.2936286966184599,4,4,False
k|q,-0.08382440492903995,-0.13290769259440585,3,3,False
n|q,0.23323844900685697,0.3125095854371196,3,3,True
