panel,control,null_type,observed,null_median,null_mean,seed_med_min,seed_med_max,seed_spread,share_ge,lo_0.8,hi_0.8,inside_0.8,lo_0.9,hi_0.9,inside_0.9,lo_0.95,hi_0.95,inside_0.95,ratio_obs_over_null
U56,C_BOOK,N_IID,19.12756183046503,22.57227715331392,23.278286463288147,22.49990828524957,22.783485220511885,0.28357693526231387,0.756,17.109191418115916,30.29735910549258,True,16.11104980341354,33.33792491719217,True,15.001810535358484,36.457668611351856,True,0.8473917673679123
U56,C_BOOK,N_BLOCK,19.12756183046503,19.88027410594916,20.851421779775674,19.88027410594916,20.62514261012306,0.7448685041739012,0.639,16.06264398470005,26.24630836445004,True,15.515118435219213,28.440168440316707,True,14.05133151436261,30.951053660526327,True,0.9621377315286171
U56,C_BOOK,N_STAT,19.12756183046503,19.519074672467067,20.63066420127274,19.47230385289398,19.55796938015704,0.08566552726306043,0.616,16.362291300402656,25.571287885000316,True,15.769996334125977,27.642894924037048,True,13.956513218605119,29.2044893894611,True,0.9799420388224503
U56,C_GATEOFF,N_IID,20.10683222103151,22.425716188052668,23.422643938625797,22.425716188052668,22.760820634004176,0.335104445951508,0.705,17.24784281126013,31.56185726928141,True,15.698484326493961,33.65878973157884,True,14.94791039637239,36.57748045615255,True,0.8965971054134473
U56,C_GATEOFF,N_BLOCK,20.10683222103151,20.120840511046964,20.961722148989626,20.120840511046964,20.20101076013743,0.08017024909046455,0.509,16.1351659490097,26.686794602606746,True,15.01303651011566,30.117872175657787,True,14.335349241028345,31.54679268039701,True,0.9993037920057185
U56,C_GATEOFF,N_STAT,20.10683222103151,20.10683222103155,20.60129828067986,20.10683222103155,20.106832221031603,5.3290705182007514e-14,0.547,16.225832718486426,25.774667176543154,True,14.587113630823414,27.62791958460895,True,13.668163120476969,29.35587719612208,True,0.999999999999998
U56,C_NOREBAL,N_IID,71.9447238308778,57.11474092335621,58.34320372154212,57.11474092335621,58.08592941725327,0.9711884938970599,0.129,44.61738803623662,73.9386264570421,True,40.74965113793679,78.96847604023239,True,38.635723543496546,80.85995743145743,True,1.2596524586782656
U56,C_NOREBAL,N_BLOCK,71.9447238308778,62.24618562700041,63.42797612098613,62.24618562700041,63.10045514194428,0.8542695149438728,0.252,49.29611797375319,79.62526816961712,True,45.56565997456377,84.00323123631848,True,41.055882924790374,86.82795908111437,True,1.1558093577330864
U56,C_NOREBAL,N_STAT,71.9447238308778,66.41880813714039,65.03152199593795,65.7069782109454,66.93246453662138,1.2254863256759876,0.357,46.229332035264434,82.12794566256196,True,42.99143930272202,86.04246650894531,True,40.0337676684147,88.95967594876736,True,1.0831980556219498
U56,C_SHUFFLE,N_IID,23.161189826322556,22.386346796948427,23.25487830513041,22.386346796948427,22.780747176056984,0.3944003791085571,0.449,17.14503570049385,30.634821450980976,True,15.993712341748626,33.64265126604115,True,14.865833825675114,36.654531864436215,True,1.0346123034902572
U56,C_SHUFFLE,N_BLOCK,23.161189826322556,22.648101674471057,23.513801235688668,22.45971655746454,22.713013037114862,0.25329647965032365,0.467,17.215648564684695,31.023127078403874,True,16.21903706158129,33.76059544940841,True,15.20020975083153,36.761345987963786,True,1.0226547972640838
U56,C_SHUFFLE,N_STAT,23.161189826322556,22.810075882358937,23.37255707250438,22.65684473981034,22.997990876706062,0.3411461368957234,0.459,16.853307760000895,30.223072208756864,True,16.243628305324044,33.02543309338778,True,15.605611948778998,35.85920107450817,True,1.015392931868112
U56,C_SPY,N_IID,26.19715110967317,24.789504129595343,25.76246070002104,24.789504129595343,25.010543200514245,0.22103907091890207,0.406,18.600020612285043,34.21896684558166,True,17.3068582115796,36.82788638905535,True,16.561655506725145,40.43711943352413,True,1.0567839910277708
U56,C_SPY,N_BLOCK,26.19715110967317,26.19715110967319,25.456325806341564,26.19715110967319,26.19715110967319,0.0,0.575,17.71677088419929,32.26328052233958,True,16.736356020701685,35.256882158180005,True,15.472138039960104,37.38809009096425,True,0.9999999999999993
U56,C_SPY,N_STAT,26.19715110967317,26.19715110967317,24.987364542962766,26.19715110967317,26.19715110967319,1.7763568394002505e-14,0.581,17.23829217040629,31.470675867794984,True,16.73635602070169,33.91183519730093,True,15.129374131776826,36.32524518410245,True,1.0
B136,C_BOOK,N_IID,20.74030226784948,25.764996968256888,26.770910723506503,25.764996968256888,25.855070253738994,0.0900732854821058,0.843,19.79619245695604,35.22781805698523,True,18.351949281063547,38.15665854071677,True,17.154147535470425,41.24207211724194,True,0.80497980626204
B136,C_BOOK,N_BLOCK,20.74030226784948,22.450921671634365,23.28814981819292,22.316857510294497,22.450921671634365,0.1340641613398681,0.713,17.794077922992994,29.59053954040666,True,17.056243256522578,32.069142840381325,True,15.782188822570156,33.579172612508636,True,0.9238062726865165
B136,C_BOOK,N_STAT,20.74030226784948,21.336993682763136,22.448928980796435,21.336993682763136,21.414259841869026,0.07726615910588919,0.682,17.774336708155186,28.100609229007986,True,17.31744881487352,30.91550496685995,True,15.823064101746382,32.872579992575325,True,0.9720348881484795
B136,C_GATEOFF,N_IID,22.30648993613683,26.587629887621627,27.449472573991887,26.295685847148704,26.656307366363713,0.36062151921500885,0.771,19.769489325064242,36.693771614466,True,18.267828392122002,39.58609013577244,True,17.0264605555932,42.26912059401615,True,0.838980008011998
B136,C_GATEOFF,N_BLOCK,22.30648993613683,23.78096524668782,24.466186726018982,23.294342530443483,23.7844394644532,0.490096934009717,0.68,18.65274208704985,31.257767501528757,True,17.468938646750228,33.56120233548482,True,16.367809795341415,35.62221946101911,True,0.9379976676616879
B136,C_GATEOFF,N_STAT,22.30648993613683,22.417042881602054,23.473572579127744,22.417042881602054,22.65311670417892,0.23607382257686638,0.65,18.3680722327772,28.603844595315856,True,17.222807964715063,31.287801525788197,True,16.308707763112583,33.521530948001086,True,0.9950683528577289
B136,C_NOREBAL,N_IID,60.003504311453824,45.33161932550584,47.16646863248003,45.32030985194129,45.60465423768268,0.28434438574139165,0.14,35.050566208571105,61.92707466828507,True,32.187503563302755,66.4448030914893,True,30.739135368402497,69.6299667525705,True,1.3236567588860177
B136,C_NOREBAL,N_BLOCK,60.003504311453824,49.35934275589864,50.86343519027376,49.35934275589864,50.67055675072737,1.3112139948287336,0.2,38.0612756794276,65.43334222766983,True,34.94404041811163,71.52342576053759,True,30.93466244083966,77.99880693773494,True,1.2156463388946395
B136,C_NOREBAL,N_STAT,60.003504311453824,52.01265803466905,53.224759996568594,50.604713407376416,52.01265803466905,1.4079446272926361,0.325,37.28355217499543,70.94060081289057,True,34.14838505261386,76.44267786019583,True,31.770026327875332,80.51552999400465,True,1.1536327228548573
B136,C_SHUFFLE,N_IID,25.71741913062771,25.97698632435433,27.047132163805955,25.27955593340314,25.97698632435433,0.6974303909511868,0.518,19.903437946880665,35.21474696205559,True,18.556790357156753,39.011823245502654,True,17.401393188547935,41.956243734568105,True,0.9900078018871934
B136,C_SHUFFLE,N_BLOCK,25.71741913062771,25.257243187085088,26.36635144694109,25.09703806802129,25.257243187085088,0.16020511906379653,0.476,19.72763517931186,34.59860406966885,True,18.089489770358394,37.39829751894738,True,17.219638196822157,41.624337689795155,True,1.018219563399458
B136,C_SHUFFLE,N_STAT,25.71741913062771,24.947892786018908,25.615435038439852,24.94096522122466,25.17294959144654,0.23198437022188045,0.445,18.97254215548494,33.08996576175968,True,17.70661561376384,36.05824953547793,True,16.982113476480844,38.79323388433437,True,1.030845344382755
B136,C_SPY,N_IID,26.196107494224975,25.017201588383195,25.898401078877786,24.57321695165127,25.017201588383195,0.44398463673192623,0.411,18.236879700671086,34.4909260850713,True,17.072705291315753,37.45070760837357,True,16.378569381233692,40.995790140805326,True,1.0471238120569493
B136,C_SPY,N_BLOCK,26.196107494224975,26.196107494224975,25.791098171452894,26.196107494224947,26.196107494224975,2.842170943040401e-14,0.507,17.520807477605754,33.04624784058615,True,16.73658445985994,36.14863027512708,True,15.478360858935217,38.66151906586373,True,1.0
B136,C_SPY,N_STAT,26.196107494224975,26.196107494224947,25.109334272134774,26.196107494224947,26.196107494224947,0.0,0.46,17.436007289994503,31.262241727350098,True,16.941787844580258,34.21173856282742,True,14.942594384795214,36.18422587509622,True,1.000000000000001
SMALL,C_BOOK,N_IID,35.81405418032813,40.24632361293324,41.73488176570854,39.863012551840754,40.595430506961236,0.7324179551204821,0.681,28.981656292093575,56.01741544365785,True,26.516951638359703,61.01569081103056,True,25.20985840693061,65.01593985889846,True,0.8898714457690046
SMALL,C_BOOK,N_BLOCK,35.81405418032813,37.82955832429007,38.494312185619926,37.63794546785937,37.83912161988577,0.20117615202640593,0.603,25.872093524559464,51.68356772752726,True,23.48239879126165,55.12594441893326,True,21.93631701598981,58.84795650284013,True,0.9467214465819496
SMALL,C_BOOK,N_STAT,35.81405418032813,37.691979277962865,38.0967002123517,37.3551877839881,38.34582079111716,0.9906330071290625,0.613,26.031645533175112,49.98212423764027,True,24.728788480940565,53.74358384831852,True,22.527015136897372,57.00224203143769,True,0.9501770633007672
SMALL,C_GATEOFF,N_IID,33.14305676645737,41.64327182444992,42.729855155205925,40.64519572291431,41.64327182444992,0.9980761015356094,0.824,30.793544151265447,56.302135005983416,True,28.55503160266232,61.67514982850125,True,26.766396142542327,65.3990204638338,True,0.7958802302127991
SMALL,C_GATEOFF,N_BLOCK,33.14305676645737,38.46081033454799,39.603895011413385,38.46081033454799,38.686343694811626,0.2255333602636327,0.807,29.85303026686736,50.66675870187641,True,26.756177466949268,55.863782590707864,True,24.54272716379192,60.318345013660384,True,0.8617357897081572
SMALL,C_GATEOFF,N_STAT,33.14305676645737,37.120376783285245,38.43688213941775,37.120376783285245,37.89622478029938,0.7758479970141323,0.778,29.473650722523438,49.257120534988445,True,26.22373725827761,53.769220343577246,True,25.027066701616803,57.48285476774313,True,0.8928534578178419
SMALL,C_NOREBAL,N_IID,38.93723162501094,50.63061514047038,52.217243618815104,50.63061514047038,52.115369656661244,1.4847545161908613,0.843,36.12619343129581,70.451015712534,True,33.3486886896737,75.81135836652362,True,31.29798450927851,80.70917763011803,True,0.7690452015442211
SMALL,C_NOREBAL,N_BLOCK,38.93723162501094,49.34058464781984,50.76363754170717,48.6265259832241,49.96515687495821,1.3386308917341125,0.801,34.02803450539575,68.62081321251861,True,31.585831111327032,74.01985589165199,True,29.399868984029222,78.6654528300357,True,0.7891522142052976
SMALL,C_NOREBAL,N_STAT,38.93723162501094,48.6642119816589,49.95365829951875,47.873219022843045,48.77933505039982,0.9061160275567772,0.8,35.32055239515038,66.55779520715653,True,32.59787256498617,71.93636113391379,True,30.88526489940983,76.23172015579874,True,0.800120458946012
SMALL,C_SHUFFLE,N_IID,46.78093364985628,40.10378255371128,41.60504991291214,39.68447545510456,40.88902225667633,1.204546801571766,0.286,28.722689102974233,56.64904438853043,True,26.676506750277046,62.78414799106315,True,24.996539719478104,66.79223998177604,True,1.166496790850146
SMALL,C_SHUFFLE,N_BLOCK,46.78093364985628,40.704724737621234,42.27963143795845,40.27885376553138,41.45870880617734,1.1798550406459611,0.321,29.065022137756845,57.3845600464041,True,27.330431129328765,62.02653656120111,True,25.684006529591436,67.91872416105831,True,1.1492752733595843
SMALL,C_SHUFFLE,N_STAT,46.78093364985628,39.95976030606502,41.40217729013605,39.30927538421639,40.08132373482344,0.7720483506070508,0.255,29.709317645261653,55.8521932814277,True,27.358271799640654,60.38755017966105,True,25.887783318892055,63.501057381982505,True,1.1707010575525387
SMALL,C_SPY,N_IID,26.1971511096732,24.18432197602172,25.210929813345317,23.62783496993537,24.18432197602172,0.5564870060863498,0.375,17.743526121729378,33.681205953340296,True,16.48169865514674,38.270770162986125,True,15.329784055493928,41.64278176427844,True,1.0832286774732474
