panel,book,device,param,d_turn,d_MaxDD,d_Sharpe,rate
U56,CAP2,ROTA,2.0,-0.204471335948456,-0.007693148542647105,-0.004806290302926675,0.2657836837739003
U56,CAP2,ROTA,4.0,-0.6575517507856454,-0.025283226308584428,-0.04127884958468275,0.2600743049008688
U56,CAP2,ROTA,8.0,-1.1957309321519087,-0.042646177760038095,-0.054444149843261735,0.28038408011148347
U56,CAP2,DAMP,0.5,-0.9452013508507031,-0.014467488006167373,-0.009838733527582244,0.6533278966243286
U56,CAP2,DAMP,0.25,-1.5813906469587151,-0.03300248661002747,-0.028571757720758262,0.4791731803864214
U56,CAP2,DAMP,0.125,-2.1194304886717346,-0.04601085634149049,-0.05612040307449173,0.4606370446447285
U56,CAND,ROTA,2.0,-0.012894012790639842,0.0019575906131538423,0.019495145780027423,
U56,CAND,ROTA,4.0,-0.6239898487712723,-0.00964466336329775,-0.0036717936471173385,0.6469793970682608
U56,CAND,ROTA,8.0,-1.3631213094415404,-0.022903515782961098,-0.007674698698879823,0.5951581068857666
U56,CAND,DAMP,0.5,-1.3543944737444567,-0.008066822714127841,0.016192607862670627,1.6789689345378025
U56,CAND,DAMP,0.25,-2.2134663379566373,-0.017741898022034963,0.01609418044810096,1.2475927520311363
U56,CAND,DAMP,0.125,-2.88288690223341,-0.025218810565444838,0.0044010081097476395,1.143149433932297
B136,CAP2,ROTA,2.0,-0.33535818955906826,-0.014720400706274839,-0.014019010207733107,0.2278186553821974
B136,CAP2,ROTA,4.0,-1.0815055862801755,-0.03831654724618078,-0.019721897723312898,0.2822554911671941
B136,CAP2,ROTA,8.0,-1.9397688186442439,-0.049586111755169804,0.0006264728712725987,0.39119195879318075
B136,CAP2,DAMP,0.5,-1.3820381105379878,-0.017207217274093467,-0.0017222463477755134,0.8031735105819416
B136,CAP2,DAMP,0.25,-2.322768014210275,-0.0377562276767055,0.01141159152259319,0.6152012944988559
B136,CAP2,DAMP,0.125,-3.0801581046325976,-0.05160182045953232,0.028052502815584468,0.5969088061627882
B136,CAND,ROTA,2.0,-0.29707814779466357,-0.015612958212684686,0.00731498738706815,0.19027665593398155
B136,CAND,ROTA,4.0,-1.0905758112538582,-0.03274586950213795,0.004862556477321034,0.3330422516899896
B136,CAND,ROTA,8.0,-2.004214084921446,-0.04131048238463472,0.024192583915002785,0.4851587222488852
B136,CAND,DAMP,0.5,-1.5208527212148977,-0.01920453924589871,0.013759194328852198,0.7919235664764457
B136,CAND,DAMP,0.25,-2.509623533705813,-0.031958065867832564,0.025236776535308536,0.7852864263077566
B136,CAND,DAMP,0.125,-3.284277969234193,-0.04359105602624258,0.04078876131357623,0.7534293198258377
