panel,cost_bps,truth,read,n_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,oracle,base_OOS,ewall_OOS,spy_OOS,spy_OOS_CAGR,spy_OOS_MaxDD
U56,10,FIXEDTOT,FIXEDTOT,20,0.14360571775847464,1.1679914276771575,-0.1830834120957816,1.2662592445383687,1.2850846619485738,1.1118873571604058,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,10,FIXEDTOT,NORM,20,0.14360571775847464,1.1679914276771575,-0.1830834120957816,1.2662592445383687,1.2850846619485738,1.1118873571604058,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,10,NORM,FIXEDTOT,20,0.14453582507655938,1.1306969648831255,-0.1830834120957816,1.1530281549466137,1.2850846619485738,1.1118873571604058,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,10,NORM,NORM,20,0.14453582507655938,1.1306969648831255,-0.1830834120957816,1.1530281549466137,1.2850846619485738,1.1118873571604058,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,25,FIXEDTOT,FIXEDTOT,60,0.07189348244519689,1.1791643405966075,-0.10067189239080343,1.1791643405966075,1.2482558034007076,0.9871704475654651,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,25,FIXEDTOT,NORM,60,0.07189348244519689,1.1791643405966075,-0.10067189239080343,1.1791643405966075,1.2482558034007076,0.9871704475654651,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,25,NORM,FIXEDTOT,60,0.09953119500223617,0.9885997681100179,-0.16113542154882032,1.0281637632359033,1.2482558034007076,0.9871704475654651,0.8820109845896832,0.15450717694493354,-0.33717289200673795
U56,25,NORM,NORM,60,0.09953119500223617,0.9885997681100179,-0.16113542154882032,1.0281637632359033,1.2482558034007076,0.9871704475654651,0.8820109845896832,0.15450717694493354,-0.33717289200673795
ETF36,10,FIXEDTOT,FIXEDTOT,20,0.08073734236631847,0.9418937575827903,-0.15168299477746328,0.9418937575827903,0.9271771250780811,0.6658041749571489,0.8820109845896832,0.15450717694493354,-0.33717289200673795
ETF36,10,FIXEDTOT,NORM,40,0.04613222113807125,0.9195992354561974,-0.08935168017282558,0.9418937575827903,0.9271771250780811,0.6658041749571489,0.8820109845896832,0.15450717694493354,-0.33717289200673795
