panel,gross,cap,perm,cost_bps,dCAGR,dSharpe,dMaxDD,dOOS_Sharpe,dTurn,cap4b,perm4b,dominates
U56,0.75,0.015,PERM_126,0.0,0.0011974955906624007,0.11113668448882263,0.016636332903389284,0.07385525653930092,-2.1837941499795055,False,False,True
U56,0.75,0.015,PERM_126,10.0,0.0035886039685915083,0.1345581217372278,0.017296992510570153,0.09320812066755257,-2.1837941499795055,False,False,True
U56,0.75,0.015,PERM_126,25.0,0.0071401252416973815,0.16976266327091016,0.018286752265968764,0.1222740939181246,-2.1837941499795055,False,False,True
U56,0.75,0.015,PERM_126,50.0,0.012966519359924877,0.22846186421039638,0.01993307422769508,0.17070797566441698,-2.1837941499795055,False,False,True
U56,0.75,0.015,PERM_252,0.0,0.0002875390839482961,0.10091290984673207,0.0027044959130427815,0.20793371484789192,-2.2227315647049566,False,False,True
U56,0.75,0.015,PERM_252,10.0,0.00272655306149594,0.12492126280764948,0.008080535372999353,0.2289503500527772,-2.2227315647049566,False,False,True
U56,0.75,0.015,PERM_252,25.0,0.0063491937691491085,0.16100705970851936,0.016074273036031816,0.26049431562625514,-2.2227315647049566,False,False,True
U56,0.75,0.015,PERM_252,50.0,0.01229216941402611,0.22115870756024503,0.029211600535773874,0.3129814108680362,-2.2227315647049566,False,False,True
U56,0.75,0.015,PERM_REV,0.0,-0.0007551848443960729,0.08145422184915718,-0.008667192048195105,0.08935482511443227,-2.1031166795417326,False,False,False
U56,0.75,0.015,PERM_REV,10.0,0.0015579510201206848,0.10445323757847258,-0.00371854151259432,0.10891801279237923,-2.1031166795417326,False,False,False
U56,0.75,0.015,PERM_REV,25.0,0.004993950438588524,0.1389982379994672,0.003644857930753198,0.13828407844593404,-2.1031166795417326,False,False,True
U56,0.75,0.015,PERM_REV,50.0,0.01063159602905328,0.196544896795793,0.015759836461231802,0.18717514727452444,-2.1031166795417326,False,False,True
U56,0.75,0.020,PERM_126,0.0,0.006950981957244418,0.14280765184235356,0.025098121280903496,0.1105255252232007,-1.8262792275360482,True,True,True
U56,0.75,0.020,PERM_126,10.0,0.008952928471982702,0.15956968600618904,0.02583223555757208,0.12276064207951887,-1.8262792275360482,True,True,True
