panel,cadence,cap,gross,turnover_yr,mean_risk_gross,cand_vol,mean_names,max_gross,max_name_w,L21_mean_k,L21_clip,L21_blend_gross,L21_blend_vol,L21_blend_turn,L63_mean_k,L63_clip,L63_blend_gross,L63_blend_vol,L63_blend_turn,L126_mean_k,L126_clip,L126_blend_gross,L126_blend_vol,L126_blend_turn,L252_mean_k,L252_clip,L252_blend_gross,L252_blend_vol,L252_blend_turn
U56,W,0.020,0.75,3.506382942083226,0.6718126176022006,0.08986717275844268,38.43685393258427,1.0000000000000007,0.027381432403730484,0.4611627469259639,0.0,0.4627250916108413,0.09564897530883557,3.5696818745493144,0.45756586102961444,0.0,0.4580083223955952,0.09506140649223976,1.4764045069305514,0.44977935548815884,0.0,0.45020022976707585,0.09459616961431416,1.0196478477182929,0.4336636310273325,0.0,0.43397582499775034,0.09368558539528835,0.7404953921008399
U56,W,0.020,1.0,3.9918738682526245,0.767618291991073,0.10215142319044018,38.43685393258427,1.0000000000000007,0.029180303105007466,0.5251141423349373,0.0017977528089887641,0.5268858432917274,0.10999259823032141,4.192322775536973,0.5208614771402261,0.0,0.5213086274338502,0.10977232919402043,1.7891553037644026,0.5113614724533723,0.0,0.5117965658040772,0.10916435940995829,1.2066064808709174,0.49135976729795533,0.0,0.49163727707968086,0.10767833278941003,0.8243626413401076
U56,W,INF,0.75,4.394572810632718,0.7502384958403071,0.10393097293529475,38.43685393258427,1.0000000000000004,0.16905762295184193,0.5045948151674727,0.0,0.5062269260249327,0.10661148726749411,3.5547126715586503,0.5018882370825581,0.0,0.5024159691427399,0.10517695189992488,1.3463331585974598,0.4971949239177326,0.0,0.4976715644903052,0.10458443280082225,0.9257258377414148,0.48709134454022635,0.0,0.48745608376618066,0.10377577904390894,0.6969366587330313
U56,W,INF,1.0,5.679032812388822,1.0,0.13896491307333408,38.43685393258427,1.0000000000000007,0.22277389017616123,0.6720026973839313,0.03977528089887641,0.6739357127629526,0.14270071500903495,4.516044444499984,0.6706024828942326,0.018426966292134833,0.671069889207896,0.140996234481318,1.6752617254658762,0.6647548330239349,0.0,0.665145071686408,0.14024055598215113,1.0947537196423291,0.6512359538601429,0.0,0.6514951966612159,0.13910687434861355,0.750222126735124
U56,M,0.020,0.75,2.3899779597778283,0.6727563204843857,0.09515412622232873,38.39820224719101,1.0000000000000013,0.034329968695651136,0.46711490738629385,0.0,0.46760323891494887,0.09878142243282412,2.1192632454316485,0.46794530695218944,0.0,0.4693852816837665,0.098740557583781,1.0198028445161853,0.46424326018649387,0.0,0.46591703622728314,0.09851544812211514,0.6884228842484492,0.4518664956815701,0.0,0.4533452040934837,0.0973591556255768,0.48065442492889826
U56,M,0.020,1.0,2.774283531924741,0.7679553483924886,0.10806489381785987,38.39820224719101,1.0000000000000013,0.03914546918283334,0.5326347450832293,0.0008988764044943821,0.5319751245472154,0.11633215672921403,2.6805442342505637,0.5348265610135362,0.0,0.5361463556343602,0.11606167550405214,1.3177666530746432,0.530409847614492,0.0,0.5320640771110142,0.11521210912380526,0.880242758787697,0.5141138602643531,0.0,0.515396819647176,0.11297542204242819,0.5683240958172623
U56,M,INF,0.75,2.8182187117518933,0.7512618932195598,0.10655335775454301,38.39820224719101,1.0000000000000013,0.18304792772865283,0.5088639287710213,0.0,0.5118908102745062,0.10775263327269621,1.9260447179188267,0.5077375016333875,0.0,0.5100213231306482,0.10666288144712471,0.828240164900204,0.5047000266357339,0.0,0.5068000505217585,0.1060292192031349,0.5696099057105178,0.4964375692391452,0.0,0.4982238930889201,0.10516366350921345,0.41650553729615597
U56,M,INF,1.0,3.67698685208778,1.0,0.142798805420557,38.39820224719101,1.0000000000000013,0.2410658431560247,0.6772919785973484,0.03752808988764045,0.680231979794124,0.14424805405128086,2.5134625459828714,0.6784044785838458,0.01595505617977528,0.6802038049922031,0.14313227429027772,1.074277992588213,0.6753135202611431,0.0,0.6768185623332424,0.1424531280289562,0.7118258563073946,0.6646130761918082,0.0,0.6658216016379658,0.1413082418819771,0.487567208914454
B136,W,0.020,0.75,4.6751254264368125,0.7359964698172055,0.10486348496681873,93.17378597122303,1.0000000000000009,0.02502299341834478,0.574483148146962,0.0,0.5757592896265453,0.10881535248342868,3.061074816443433,0.5709987883978113,0.0,0.571272402613068,0.10778566051756977,1.240040747818059,0.5630026733392044,0.0,0.5632757755879202,0.10732274841860331,0.852990853195077,0.5472261473758309,0.0,0.5474165186788967,0.1061243590161192,0.6591103134965596
B136,W,0.020,1.0,5.829629100658773,0.9661680009925903,0.137228363462114,93.17378597122303,1.0000000000000009,0.02502299341834478,0.7566404345313882,0.04091726618705036,0.7581106246493652,0.14414244688817604,3.9677954386981487,0.7539475248149292,0.015512589928057555,0.7541066100907099,0.14305814861680222,1.6309346885946583,0.7425991941986093,0.0008992805755395684,0.7427506860084967,0.1424413284135585,1.0422169200908782,0.7194542225313455,0.0,0.7195089653478985,0.14072848370377283,0.7276250532266269
