panel,gross,cadence,q,depth,g_eff,gate_CAGR,static_CAGR,gate_Sharpe,static_Sharpe,dSharpe,gate_OOS_Sharpe,static_OOS_Sharpe,dOOS_Sharpe,gate_MaxDD,static_MaxDD,dMaxDD,gate_4b,static_4b
U56,0.75,D,0.07,0.25,0.7495776075692724,0.10276002152222241,0.10399051674588189,1.0384106007286835,1.0490285536092672,-0.010617952880583648,1.0929603516270086,1.1118743680402878,-0.018914016413279278,-0.15874704847794507,-0.15866126158851768,-8.57868894273972e-05,False,False
U56,0.75,D,0.07,0.5,0.7491552151385447,0.10146834315522923,0.1039318521992243,1.0273749935062069,1.0490282589471236,-0.021653265440916725,1.0732490647512998,1.1118743276937317,-0.03862526294243196,-0.16073141035783411,-0.1585754706078869,-0.002155939749947211,False,False
U56,0.75,D,0.07,1.0,0.7483104302770894,0.09887736132086422,0.10381452262557511,1.0040950341151873,1.049027668900303,-0.04493263478511578,1.0315694261811883,1.1118742466030584,-0.08030482042187015,-0.18442136518636743,-0.15840387637310893,-0.026017488813258494,False,False
U56,0.75,D,0.12,0.25,0.743917548997522,0.10402464965120584,0.1032043993150562,1.0695827377236595,1.049024591528794,0.020558146194865623,1.1511912596218818,1.1118738135853425,0.039317446036539305,-0.14687557016139352,-0.1575113225600956,0.01063575239870207,False,False
U56,0.75,D,0.12,0.5,0.7378350979950439,0.1039337222809471,0.10235958648920751,1.0844560798265406,1.0490202966607374,0.0354357831658032,1.1811202818984154,1.1118731692528252,0.06924711264559025,-0.13500409184484197,-0.15627474835438482,0.02127065650954285,False,False
U56,0.75,D,0.12,1.0,0.7256701959900879,0.10355392091334537,0.10066986915308607,1.0939590101290615,1.049011559287565,0.04494745084149643,1.2016789147537759,1.1118717231600868,0.0898071915936891,-0.12141827914073977,-0.15379905535476657,0.032380776214026796,False,False
U56,0.75,D,0.17,0.25,0.7402427348501914,0.10406928497657053,0.10269399512881305,1.079044379012337,1.049022000701107,0.03002237831122989,1.1838277822854713,1.1118734306879825,0.07195435159748875,-0.15128650011055966,-0.1567643270734711,0.005477826962911436,False,False
U56,0.75,D,0.17,0.5,0.730485469700383,0.10399585637156883,0.10133872970812696,1.1015275770653978,1.0490150407212775,0.05251253634412034,1.2462779596733506,1.1118723178669572,0.13440564180639347,-0.14394704662010505,-0.15477942283386548,0.01083237621376043,False,False
U56,0.75,D,0.17,1.0,0.7109709394007659,0.1035698132712295,0.09862798209021872,1.117202389866493,1.0490007969676332,0.06820159289885974,1.3185688335592953,1.1118697408279414,0.2066990927313539,-0.13546810196208114,-0.15080306698671242,0.015334965024631275,False,False
U56,0.75,W,0.07,0.25,0.7495776075692724,0.10304207103121654,0.10399051674588189,1.0408286489882859,1.0490285536092672,-0.008199904620981302,1.0972770936692713,1.1118743680402878,-0.014597274371016544,-0.15874704847794507,-0.15866126158851768,-8.57868894273972e-05,False,False
