uni,book,cost,m,CAGR,Sharpe,MaxDD,gross
u56,V1,10,0.1,0.00676053418400957,0.6658895128598648,-0.014209888929998304,0.0750102866129555
u56,V1,10,0.15,0.010117679576256755,0.6658298901112859,-0.02128342273894379,0.11251021451098363
u56,V1,10,0.2,0.013459048329192758,0.6657673468696936,-0.028335928023673795,0.15000672305517945
u56,V1,10,0.25,0.016784359297240314,0.6657015520375758,-0.03536733945713044,0.1874998554132782
u56,V1,10,0.3,0.020093324685290348,0.6656322264494005,-0.042377592300850364,0.22498965473820906
u56,V1,10,0.35,0.023385639174783535,0.6655587960328062,-0.04936662240342049,0.2624761641698306
u56,V1,10,0.4,0.0266609817120822,0.6654805864239186,-0.05633436619893106,0.2999594268366651
u56,V1,10,0.45,0.029919113729625302,0.6653990489541304,-0.06328076070542965,0.33743948585763106
u56,V1,10,0.5,0.03315973686464124,0.6653138799283927,-0.07020582215042204,0.37491638434377533
u56,V1,10,0.55,0.03638255057840745,0.6652248107750911,-0.07710974306861584,0.4123901654000046
u56,V1,10,0.6,0.03958725324082901,0.6651316843391946,-0.0839921981136399,0.4498608721268169
u56,V1,10,0.65,0.04277344325842991,0.6650330219351491,-0.09085337709156305,0.48732854762203437
u56,V1,10,0.7,0.04594085790890157,0.6649295926337432,-0.09769312340206593,0.5247932349825354
u56,V1,10,0.75,0.04908911060476817,0.6648204188325302,-0.1045114580351908,0.5622549773059897
u56,V1,10,0.8,0.052217766344786254,0.6647043487246277,-0.11130815127901716,0.5997138176925954
u56,V1,10,0.85,0.05532658787055733,0.6645825152743351,-0.11808314156602173,0.6371697992468164
u56,V1,10,0.9,0.058415309089439926,0.6644555383409442,-0.1248363679234985,0.6746229650791249
u56,V1,10,0.95,0.06148340589469714,0.6643214639153517,-0.13156804642095632,0.7120733583077455
u56,V1,10,1.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.7495210220604044
u56,V1,25,0.1,0.003189066602480972,0.31691815022913944,-0.01638974122593717,0.0750102866129555
u56,V1,25,0.15,0.004749345665490345,0.3169951347344477,-0.024520474295062433,0.11251021451098363
u56,V1,25,0.2,0.006286508834601134,0.3170662113578798,-0.032608624731287006,0.15000672305517945
u56,V1,25,0.25,0.007800325272295794,0.31713054604912977,-0.040654453243361144,0.1874998554132782
u56,V1,25,0.3,0.009290549842680074,0.3171874100719001,-0.048658155747183574,0.22498965473820906
u56,V1,25,0.35,0.010756896370607283,0.3172353520418288,-0.05661953475504877,0.2624761641698306
u56,V1,25,0.4,0.012199042407039729,0.31727273098520686,-0.06453870844092502,0.2999594268366651
u56,V1,25,0.45,0.013616871244026107,0.3173031216994025,-0.07241580336466436,0.33743948585763106
u56,V1,25,0.5,0.015010120538315519,0.31732578730326166,-0.08025069671506158,0.37491638434377533
u56,V1,25,0.55,0.01637852489243241,0.3173401463634554,-0.08804347140604085,0.4123901654000046
u56,V1,25,0.6,0.01772181853450827,0.31734583220171336,-0.09579425378008466,0.4498608721268169
u56,V1,25,0.65,0.01903949360022361,0.3173390696658333,-0.10350319918080297,0.48732854762203437
u56,V1,25,0.7,0.02033138494036324,0.3173218121844782,-0.11117044292110656,0.5247932349825354
u56,V1,25,0.75,0.02159702723680912,0.31729164019575123,-0.11879603014973028,0.5622549773059897
u56,V1,25,0.8,0.02283584108352832,0.31724550778109545,-0.12637973628598598,0.5997138176925954
u56,V1,25,0.85,0.024047731403317618,0.31718637422195806,-0.13392160007993714,0.6371697992468164
u56,V1,25,0.9,0.025232534223345704,0.317115832907165,-0.1414217130948887,0.6746229650791249
u56,V1,25,0.95,0.026389463013781755,0.3170289380935664,-0.14888066336791184,0.7120733583077455
u56,V1,25,1.0,0.02751817304906079,0.3169259386690001,-0.15629933763153747,0.7495210220604044
