panel,band,gross,worth_years,years,drag_total,saved_total,prot_total,dragup_total,crisis_share
U56,0.0,0.75,5,18,0.9345330353584732,0.6416836601776529,4.023774989044929,-4.907730955132305,0.4534670071560221
U56,0.02,0.75,5,18,0.881704468879471,0.6478702358577492,3.9985336695365206,-4.83110932739789,0.4563977959612472
U56,0.03,0.75,6,18,0.8558771143106335,0.64390268837024,3.9793473429030635,-4.786808617240458,0.46684721870658397
U56,0.05,0.75,5,18,0.9133716370383123,0.5995864638244305,3.9465852388102043,-4.805382704359919,0.4971369689012005
U56,0.08,0.75,5,18,0.8747308596865904,0.5461537253302284,3.911172236242067,-4.73347251796473,0.4977112975555877
U56,0.1,0.75,7,18,0.8301290462392478,0.5500063825187946,3.8540873576511956,-4.635318460188625,0.5423772413950492
U56,0.0,1.0,5,18,1.2714540989139216,0.837284479368413,5.364858335476127,-6.54782032133069,0.44925503936622996
U56,0.02,1.0,5,18,1.200416640710527,0.8449045574034375,5.331279003042299,-6.4457461388729085,0.4523348052974318
U56,0.03,1.0,6,18,1.1655402381795161,0.8394707369113531,5.305749277908192,-6.386596410213008,0.46291647630291055
U56,0.05,1.0,5,18,1.2447727065905199,0.7813270407537793,5.26196505573704,-6.411028253559607,0.49314960405711966
U56,0.08,1.0,5,18,1.1919440110542743,0.7115078618122296,5.214428553294725,-6.314450395608027,0.4934516829645533
U56,0.1,1.0,7,18,1.130648409321907,0.7162932791688037,5.138535843723712,-6.1837927163856365,0.538092301322416
B136,0.0,0.75,5,18,1.1457035664400508,0.667781914524338,4.129903453973158,-5.2307995099928775,0.4659615324517518
B136,0.02,0.75,5,18,1.0971365888511557,0.6599004863887694,4.097714642395603,-5.152816432785587,0.4683319999090255
B136,0.03,0.75,5,18,1.101443789040424,0.6517093855801144,4.075003869077285,-5.132614239974642,0.4793994502293338
B136,0.05,0.75,5,18,1.1034685637580066,0.6162423751272573,4.018752805092022,-5.07626045068448,0.4988061062169945
B136,0.08,0.75,4,18,1.007235590649351,0.5775925945562423,3.954394441401847,-4.920065388497088,0.5096810848642471
B136,0.1,0.75,4,18,0.983626770210096,0.5544996601228496,3.8778607681189547,-4.820657918344604,0.5377385300046642
B136,0.0,1.0,5,18,1.5491060017899612,0.8699715094456962,5.507025905813577,-6.979548629756556,0.46107583013429504
B136,0.02,1.0,5,18,1.483024347104869,0.8594792290684435,5.464341567541354,-6.875691927044803,0.4633945635295778
B136,0.03,1.0,5,18,1.4894918429851092,0.8485684475889447,5.434144069295133,-6.84871333769931,0.4744786176713113
B136,0.05,1.0,5,18,1.492867941972035,0.8019421512883146,5.3591116332659,-6.773251467455044,0.49379030822093084
B136,0.08,1.0,4,18,1.3621402865485897,0.751246778627049,5.27314231892887,-6.564423446506128,0.5046407452200478
B136,0.1,1.0,4,18,1.329891528381537,0.7209009512580232,5.170979445804745,-6.431421222383755,0.5325493238770681
SMALL,0.0,0.75,7,16,1.0231986603312397,1.1060487267776649,6.799456478928668,-7.853293037901907,0.35247666616333234
SMALL,0.02,0.75,6,16,0.973870724698296,1.1116632187342597,6.800211493163582,-7.80621704264116,0.345049866408045
SMALL,0.03,0.75,7,16,0.9575143440961175,1.1120819265551245,6.796011884376115,-7.786541544677975,0.3440430134802734
SMALL,0.05,0.75,8,16,0.9105253830304864,1.104509392192798,6.764518301538368,-7.708294781954747,0.3424613994526667
SMALL,0.08,0.75,8,16,0.8800698818499023,1.080678581073101,6.68385451476681,-7.597342134440425,0.3396573129235761
SMALL,0.1,0.75,8,16,0.8635556152728789,1.0654760981961982,6.623914346611051,-7.521459948453655,0.33739388211856136
SMALL,0.0,1.0,7,16,1.3433682377408869,1.4258662642432496,9.072146548208774,-10.478312909271686,0.3458694631815341
SMALL,0.02,1.0,6,16,1.2769079009363744,1.4333849433430847,9.073229088700554,-10.415615600300345,0.3382970202213801
SMALL,0.03,1.0,7,16,1.2546902254665313,1.4340694894762973,9.067678802334303,-10.38941725087547,0.3372475827161374
SMALL,0.05,1.0,8,16,1.1919502719123956,1.4240899716402722,9.025656553877178,-10.285046953962514,0.33558845783276975
SMALL,0.08,1.0,8,16,1.151327356834037,1.3931808806574848,8.917983272301496,-10.137061027340598,0.3325671161149121
SMALL,0.1,1.0,8,16,1.1288908232625456,1.3734015340927421,8.838002970323616,-10.035691154456742,0.33016227076820764
