book,tiling,L,L_months,is_full,null,n_blocks,inside_share
K1,DISJOINT,3024,144.0,False,ANALYTIC,1,1.0
K1,DISJOINT,3024,144.0,False,BOOTSTRAP,1,1.0
K1,DISJOINT,3024,144.0,False,PERM,1,1.0
K1,DISJOINT,3780,180.0,False,ANALYTIC,1,1.0
K1,DISJOINT,3780,180.0,False,BOOTSTRAP,1,1.0
K1,DISJOINT,3780,180.0,False,PERM,1,1.0
K1,DISJOINT,4443,211.6,True,ANALYTIC,1,1.0
K1,DISJOINT,4443,211.6,True,BOOTSTRAP,1,1.0
K1,DISJOINT,4443,211.6,True,PERM,1,1.0
K1,OVERLAP21,126,6.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,126,6.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,126,6.0,False,PERM,24,1.0
K1,OVERLAP21,189,9.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,189,9.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,189,9.0,False,PERM,24,1.0
K1,OVERLAP21,252,12.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,252,12.0,False,BOOTSTRAP,24,0.9583333333333334
K1,OVERLAP21,252,12.0,False,PERM,24,1.0
K1,OVERLAP21,315,15.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,315,15.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,315,15.0,False,PERM,24,1.0
K1,OVERLAP21,378,18.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,378,18.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,378,18.0,False,PERM,24,1.0
K1,OVERLAP21,504,24.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,504,24.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,504,24.0,False,PERM,24,1.0
K1,OVERLAP21,630,30.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,630,30.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,630,30.0,False,PERM,24,1.0
K1,OVERLAP21,756,36.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,756,36.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,756,36.0,False,PERM,24,1.0
K1,OVERLAP21,1008,48.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,1008,48.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,1008,48.0,False,PERM,24,1.0
K1,OVERLAP21,1260,60.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,1260,60.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,1260,60.0,False,PERM,24,1.0
K1,OVERLAP21,1512,72.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,1512,72.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,1512,72.0,False,PERM,24,1.0
K1,OVERLAP21,2016,96.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,2016,96.0,False,BOOTSTRAP,24,0.9583333333333334
K1,OVERLAP21,2016,96.0,False,PERM,24,1.0
K1,OVERLAP21,2520,120.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,2520,120.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,2520,120.0,False,PERM,24,1.0
K1,OVERLAP21,3024,144.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,3024,144.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,3024,144.0,False,PERM,24,1.0
K1,OVERLAP21,3780,180.0,False,ANALYTIC,24,1.0
K1,OVERLAP21,3780,180.0,False,BOOTSTRAP,24,1.0
K1,OVERLAP21,3780,180.0,False,PERM,24,1.0
K1,OVERLAP21,4443,211.6,True,ANALYTIC,1,1.0
K1,OVERLAP21,4443,211.6,True,BOOTSTRAP,1,1.0
K1,OVERLAP21,4443,211.6,True,PERM,1,1.0
K2,DISJOINT,126,6.0,False,ANALYTIC,24,1.0
K2,DISJOINT,126,6.0,False,BOOTSTRAP,24,1.0
K2,DISJOINT,126,6.0,False,PERM,24,1.0
K2,DISJOINT,189,9.0,False,ANALYTIC,23,1.0
K2,DISJOINT,189,9.0,False,BOOTSTRAP,23,1.0
K2,DISJOINT,189,9.0,False,PERM,23,1.0
K2,DISJOINT,252,12.0,False,ANALYTIC,17,1.0
K2,DISJOINT,252,12.0,False,BOOTSTRAP,17,1.0
K2,DISJOINT,252,12.0,False,PERM,17,1.0
K2,DISJOINT,315,15.0,False,ANALYTIC,14,1.0
K2,DISJOINT,315,15.0,False,BOOTSTRAP,14,1.0
K2,DISJOINT,315,15.0,False,PERM,14,1.0
K2,DISJOINT,378,18.0,False,ANALYTIC,11,1.0
K2,DISJOINT,378,18.0,False,BOOTSTRAP,11,1.0
K2,DISJOINT,378,18.0,False,PERM,11,1.0
K2,DISJOINT,504,24.0,False,ANALYTIC,8,1.0
K2,DISJOINT,504,24.0,False,BOOTSTRAP,8,1.0
K2,DISJOINT,504,24.0,False,PERM,8,1.0
K2,DISJOINT,630,30.0,False,ANALYTIC,7,1.0
K2,DISJOINT,630,30.0,False,BOOTSTRAP,7,1.0
K2,DISJOINT,630,30.0,False,PERM,7,1.0
K2,DISJOINT,756,36.0,False,ANALYTIC,5,1.0
K2,DISJOINT,756,36.0,False,BOOTSTRAP,5,1.0
K2,DISJOINT,756,36.0,False,PERM,5,1.0
K2,DISJOINT,1008,48.0,False,ANALYTIC,4,1.0
K2,DISJOINT,1008,48.0,False,BOOTSTRAP,4,1.0
K2,DISJOINT,1008,48.0,False,PERM,4,1.0
K2,DISJOINT,1260,60.0,False,ANALYTIC,3,1.0
K2,DISJOINT,1260,60.0,False,BOOTSTRAP,3,1.0
K2,DISJOINT,1260,60.0,False,PERM,3,1.0
K2,DISJOINT,1512,72.0,False,ANALYTIC,2,1.0
K2,DISJOINT,1512,72.0,False,BOOTSTRAP,2,1.0
K2,DISJOINT,1512,72.0,False,PERM,2,1.0
K2,DISJOINT,2016,96.0,False,ANALYTIC,2,1.0
K2,DISJOINT,2016,96.0,False,BOOTSTRAP,2,0.5
K2,DISJOINT,2016,96.0,False,PERM,2,1.0
K2,DISJOINT,2520,120.0,False,ANALYTIC,1,1.0
K2,DISJOINT,2520,120.0,False,BOOTSTRAP,1,1.0
K2,DISJOINT,2520,120.0,False,PERM,1,1.0
K2,DISJOINT,3024,144.0,False,ANALYTIC,1,1.0
K2,DISJOINT,3024,144.0,False,BOOTSTRAP,1,1.0
K2,DISJOINT,3024,144.0,False,PERM,1,1.0
K2,DISJOINT,3780,180.0,False,ANALYTIC,1,1.0
K2,DISJOINT,3780,180.0,False,BOOTSTRAP,1,1.0
K2,DISJOINT,3780,180.0,False,PERM,1,1.0
K2,DISJOINT,4443,211.6,True,ANALYTIC,1,1.0
K2,DISJOINT,4443,211.6,True,BOOTSTRAP,1,1.0
K2,DISJOINT,4443,211.6,True,PERM,1,1.0
K2,OVERLAP21,126,6.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,126,6.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,126,6.0,False,PERM,24,1.0
K2,OVERLAP21,189,9.0,False,ANALYTIC,24,0.9583333333333334
K2,OVERLAP21,189,9.0,False,BOOTSTRAP,24,0.9583333333333334
K2,OVERLAP21,189,9.0,False,PERM,24,1.0
K2,OVERLAP21,252,12.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,252,12.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,252,12.0,False,PERM,24,1.0
K2,OVERLAP21,315,15.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,315,15.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,315,15.0,False,PERM,24,1.0
K2,OVERLAP21,378,18.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,378,18.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,378,18.0,False,PERM,24,1.0
K2,OVERLAP21,504,24.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,504,24.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,504,24.0,False,PERM,24,1.0
K2,OVERLAP21,630,30.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,630,30.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,630,30.0,False,PERM,24,1.0
K2,OVERLAP21,756,36.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,756,36.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,756,36.0,False,PERM,24,1.0
K2,OVERLAP21,1008,48.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,1008,48.0,False,BOOTSTRAP,24,0.9166666666666666
K2,OVERLAP21,1008,48.0,False,PERM,24,1.0
K2,OVERLAP21,1260,60.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,1260,60.0,False,BOOTSTRAP,24,1.0
K2,OVERLAP21,1260,60.0,False,PERM,24,1.0
K2,OVERLAP21,1512,72.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,1512,72.0,False,BOOTSTRAP,24,0.9583333333333334
K2,OVERLAP21,1512,72.0,False,PERM,24,1.0
K2,OVERLAP21,2016,96.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,2016,96.0,False,BOOTSTRAP,24,0.9583333333333334
K2,OVERLAP21,2016,96.0,False,PERM,24,1.0
K2,OVERLAP21,2520,120.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,2520,120.0,False,BOOTSTRAP,24,0.875
K2,OVERLAP21,2520,120.0,False,PERM,24,1.0
K2,OVERLAP21,3024,144.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,3024,144.0,False,BOOTSTRAP,24,0.875
K2,OVERLAP21,3024,144.0,False,PERM,24,1.0
K2,OVERLAP21,3780,180.0,False,ANALYTIC,24,1.0
K2,OVERLAP21,3780,180.0,False,BOOTSTRAP,24,0.9583333333333334
K2,OVERLAP21,3780,180.0,False,PERM,24,1.0
K2,OVERLAP21,4443,211.6,True,ANALYTIC,1,1.0
K2,OVERLAP21,4443,211.6,True,BOOTSTRAP,1,1.0
K2,OVERLAP21,4443,211.6,True,PERM,1,1.0
K3,DISJOINT,126,6.0,False,ANALYTIC,24,0.9166666666666666
K3,DISJOINT,126,6.0,False,BOOTSTRAP,24,0.875
K3,DISJOINT,126,6.0,False,PERM,24,1.0
K3,DISJOINT,189,9.0,False,ANALYTIC,23,1.0
K3,DISJOINT,189,9.0,False,BOOTSTRAP,23,1.0
K3,DISJOINT,189,9.0,False,PERM,23,1.0
K3,DISJOINT,252,12.0,False,ANALYTIC,17,1.0
K3,DISJOINT,252,12.0,False,BOOTSTRAP,17,1.0
K3,DISJOINT,252,12.0,False,PERM,17,1.0
K3,DISJOINT,315,15.0,False,ANALYTIC,14,1.0
K3,DISJOINT,315,15.0,False,BOOTSTRAP,14,1.0
K3,DISJOINT,315,15.0,False,PERM,14,1.0
K3,DISJOINT,378,18.0,False,ANALYTIC,11,1.0
K3,DISJOINT,378,18.0,False,BOOTSTRAP,11,1.0
K3,DISJOINT,378,18.0,False,PERM,11,1.0
K3,DISJOINT,504,24.0,False,ANALYTIC,8,1.0
K3,DISJOINT,504,24.0,False,BOOTSTRAP,8,1.0
K3,DISJOINT,504,24.0,False,PERM,8,1.0
K3,DISJOINT,630,30.0,False,ANALYTIC,7,1.0
K3,DISJOINT,630,30.0,False,BOOTSTRAP,7,1.0
K3,DISJOINT,630,30.0,False,PERM,7,1.0
K3,DISJOINT,756,36.0,False,ANALYTIC,5,1.0
K3,DISJOINT,756,36.0,False,BOOTSTRAP,5,1.0
K3,DISJOINT,756,36.0,False,PERM,5,1.0
K3,DISJOINT,1008,48.0,False,ANALYTIC,4,1.0
K3,DISJOINT,1008,48.0,False,BOOTSTRAP,4,1.0
K3,DISJOINT,1008,48.0,False,PERM,4,1.0
K3,DISJOINT,1260,60.0,False,ANALYTIC,3,1.0
K3,DISJOINT,1260,60.0,False,BOOTSTRAP,3,1.0
K3,DISJOINT,1260,60.0,False,PERM,3,1.0
K3,DISJOINT,1512,72.0,False,ANALYTIC,2,1.0
K3,DISJOINT,1512,72.0,False,BOOTSTRAP,2,1.0
K3,DISJOINT,1512,72.0,False,PERM,2,1.0
K3,DISJOINT,2016,96.0,False,ANALYTIC,2,1.0
K3,DISJOINT,2016,96.0,False,BOOTSTRAP,2,1.0
K3,DISJOINT,2016,96.0,False,PERM,2,1.0
K3,DISJOINT,2520,120.0,False,ANALYTIC,1,1.0
K3,DISJOINT,2520,120.0,False,BOOTSTRAP,1,1.0
K3,DISJOINT,2520,120.0,False,PERM,1,1.0
K3,DISJOINT,3024,144.0,False,ANALYTIC,1,1.0
K3,DISJOINT,3024,144.0,False,BOOTSTRAP,1,1.0
K3,DISJOINT,3024,144.0,False,PERM,1,1.0
K3,DISJOINT,3780,180.0,False,ANALYTIC,1,1.0
K3,DISJOINT,3780,180.0,False,BOOTSTRAP,1,1.0
K3,DISJOINT,3780,180.0,False,PERM,1,1.0
K3,DISJOINT,4443,211.6,True,ANALYTIC,1,1.0
K3,DISJOINT,4443,211.6,True,BOOTSTRAP,1,1.0
K3,DISJOINT,4443,211.6,True,PERM,1,1.0
K3,OVERLAP21,126,6.0,False,ANALYTIC,24,0.9583333333333334
K3,OVERLAP21,126,6.0,False,BOOTSTRAP,24,0.9166666666666666
K3,OVERLAP21,126,6.0,False,PERM,24,1.0
K3,OVERLAP21,189,9.0,False,ANALYTIC,24,0.9583333333333334
K3,OVERLAP21,189,9.0,False,BOOTSTRAP,24,0.9583333333333334
K3,OVERLAP21,189,9.0,False,PERM,24,1.0
K3,OVERLAP21,252,12.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,252,12.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,252,12.0,False,PERM,24,1.0
K3,OVERLAP21,315,15.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,315,15.0,False,BOOTSTRAP,24,0.9583333333333334
K3,OVERLAP21,315,15.0,False,PERM,24,1.0
K3,OVERLAP21,378,18.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,378,18.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,378,18.0,False,PERM,24,1.0
K3,OVERLAP21,504,24.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,504,24.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,504,24.0,False,PERM,24,1.0
K3,OVERLAP21,630,30.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,630,30.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,630,30.0,False,PERM,24,1.0
K3,OVERLAP21,756,36.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,756,36.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,756,36.0,False,PERM,24,1.0
K3,OVERLAP21,1008,48.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,1008,48.0,False,BOOTSTRAP,24,0.9583333333333334
K3,OVERLAP21,1008,48.0,False,PERM,24,1.0
K3,OVERLAP21,1260,60.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,1260,60.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,1260,60.0,False,PERM,24,1.0
K3,OVERLAP21,1512,72.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,1512,72.0,False,BOOTSTRAP,24,1.0
K3,OVERLAP21,1512,72.0,False,PERM,24,1.0
K3,OVERLAP21,2016,96.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,2016,96.0,False,BOOTSTRAP,24,0.9583333333333334
K3,OVERLAP21,2016,96.0,False,PERM,24,1.0
K3,OVERLAP21,2520,120.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,2520,120.0,False,BOOTSTRAP,24,0.8333333333333334
K3,OVERLAP21,2520,120.0,False,PERM,24,1.0
K3,OVERLAP21,3024,144.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,3024,144.0,False,BOOTSTRAP,24,0.9583333333333334
K3,OVERLAP21,3024,144.0,False,PERM,24,1.0
K3,OVERLAP21,3780,180.0,False,ANALYTIC,24,1.0
K3,OVERLAP21,3780,180.0,False,BOOTSTRAP,24,0.9166666666666666
K3,OVERLAP21,3780,180.0,False,PERM,24,1.0
K3,OVERLAP21,4443,211.6,True,ANALYTIC,1,1.0
K3,OVERLAP21,4443,211.6,True,BOOTSTRAP,1,1.0
K3,OVERLAP21,4443,211.6,True,PERM,1,1.0
K4,DISJOINT,126,6.0,False,ANALYTIC,24,0.9166666666666666
K4,DISJOINT,126,6.0,False,BOOTSTRAP,24,0.9166666666666666
K4,DISJOINT,126,6.0,False,PERM,24,1.0
K4,DISJOINT,189,9.0,False,ANALYTIC,23,1.0
K4,DISJOINT,189,9.0,False,BOOTSTRAP,23,1.0
K4,DISJOINT,189,9.0,False,PERM,23,1.0
K4,DISJOINT,252,12.0,False,ANALYTIC,17,1.0
K4,DISJOINT,252,12.0,False,BOOTSTRAP,17,1.0
K4,DISJOINT,252,12.0,False,PERM,17,1.0
K4,DISJOINT,315,15.0,False,ANALYTIC,14,1.0
K4,DISJOINT,315,15.0,False,BOOTSTRAP,14,0.9285714285714286
K4,DISJOINT,315,15.0,False,PERM,14,1.0
K4,DISJOINT,378,18.0,False,ANALYTIC,11,1.0
K4,DISJOINT,378,18.0,False,BOOTSTRAP,11,0.9090909090909091
K4,DISJOINT,378,18.0,False,PERM,11,1.0
K4,DISJOINT,504,24.0,False,ANALYTIC,8,1.0
K4,DISJOINT,504,24.0,False,BOOTSTRAP,8,1.0
K4,DISJOINT,504,24.0,False,PERM,8,1.0
K4,DISJOINT,630,30.0,False,ANALYTIC,7,1.0
K4,DISJOINT,630,30.0,False,BOOTSTRAP,7,1.0
K4,DISJOINT,630,30.0,False,PERM,7,1.0
K4,DISJOINT,756,36.0,False,ANALYTIC,5,1.0
K4,DISJOINT,756,36.0,False,BOOTSTRAP,5,1.0
K4,DISJOINT,756,36.0,False,PERM,5,1.0
K4,DISJOINT,1008,48.0,False,ANALYTIC,4,1.0
K4,DISJOINT,1008,48.0,False,BOOTSTRAP,4,1.0
K4,DISJOINT,1008,48.0,False,PERM,4,1.0
K4,DISJOINT,1260,60.0,False,ANALYTIC,3,1.0
K4,DISJOINT,1260,60.0,False,BOOTSTRAP,3,1.0
K4,DISJOINT,1260,60.0,False,PERM,3,1.0
K4,DISJOINT,1512,72.0,False,ANALYTIC,2,1.0
K4,DISJOINT,1512,72.0,False,BOOTSTRAP,2,1.0
K4,DISJOINT,1512,72.0,False,PERM,2,1.0
K4,DISJOINT,2016,96.0,False,ANALYTIC,2,0.5
K4,DISJOINT,2016,96.0,False,BOOTSTRAP,2,0.5
K4,DISJOINT,2016,96.0,False,PERM,2,1.0
K4,DISJOINT,2520,120.0,False,ANALYTIC,1,1.0
K4,DISJOINT,2520,120.0,False,BOOTSTRAP,1,1.0
K4,DISJOINT,2520,120.0,False,PERM,1,1.0
K4,DISJOINT,3024,144.0,False,ANALYTIC,1,1.0
K4,DISJOINT,3024,144.0,False,BOOTSTRAP,1,1.0
K4,DISJOINT,3024,144.0,False,PERM,1,1.0
K4,DISJOINT,3780,180.0,False,ANALYTIC,1,1.0
K4,DISJOINT,3780,180.0,False,BOOTSTRAP,1,0.0
K4,DISJOINT,3780,180.0,False,PERM,1,1.0
K4,DISJOINT,4443,211.6,True,ANALYTIC,1,0.0
K4,DISJOINT,4443,211.6,True,BOOTSTRAP,1,0.0
K4,DISJOINT,4443,211.6,True,PERM,1,1.0
K4,OVERLAP21,126,6.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,126,6.0,False,BOOTSTRAP,24,1.0
K4,OVERLAP21,126,6.0,False,PERM,24,1.0
K4,OVERLAP21,189,9.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,189,9.0,False,BOOTSTRAP,24,1.0
K4,OVERLAP21,189,9.0,False,PERM,24,1.0
K4,OVERLAP21,252,12.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,252,12.0,False,BOOTSTRAP,24,0.9583333333333334
K4,OVERLAP21,252,12.0,False,PERM,24,0.9583333333333334
K4,OVERLAP21,315,15.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,315,15.0,False,BOOTSTRAP,24,1.0
K4,OVERLAP21,315,15.0,False,PERM,24,1.0
K4,OVERLAP21,378,18.0,False,ANALYTIC,24,0.9583333333333334
K4,OVERLAP21,378,18.0,False,BOOTSTRAP,24,0.9166666666666666
K4,OVERLAP21,378,18.0,False,PERM,24,1.0
K4,OVERLAP21,504,24.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,504,24.0,False,BOOTSTRAP,24,1.0
K4,OVERLAP21,504,24.0,False,PERM,24,1.0
K4,OVERLAP21,630,30.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,630,30.0,False,BOOTSTRAP,24,0.9166666666666666
K4,OVERLAP21,630,30.0,False,PERM,24,1.0
K4,OVERLAP21,756,36.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,756,36.0,False,BOOTSTRAP,24,0.9166666666666666
K4,OVERLAP21,756,36.0,False,PERM,24,1.0
K4,OVERLAP21,1008,48.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,1008,48.0,False,BOOTSTRAP,24,0.9583333333333334
K4,OVERLAP21,1008,48.0,False,PERM,24,1.0
K4,OVERLAP21,1260,60.0,False,ANALYTIC,24,1.0
K4,OVERLAP21,1260,60.0,False,BOOTSTRAP,24,0.9583333333333334
K4,OVERLAP21,1260,60.0,False,PERM,24,1.0
K4,OVERLAP21,1512,72.0,False,ANALYTIC,24,0.9166666666666666
K4,OVERLAP21,1512,72.0,False,BOOTSTRAP,24,0.8333333333333334
K4,OVERLAP21,1512,72.0,False,PERM,24,1.0
K4,OVERLAP21,2016,96.0,False,ANALYTIC,24,0.8333333333333334
K4,OVERLAP21,2016,96.0,False,BOOTSTRAP,24,0.4583333333333333
K4,OVERLAP21,2016,96.0,False,PERM,24,1.0
K4,OVERLAP21,2520,120.0,False,ANALYTIC,24,0.625
K4,OVERLAP21,2520,120.0,False,BOOTSTRAP,24,0.4583333333333333
K4,OVERLAP21,2520,120.0,False,PERM,24,1.0
K4,OVERLAP21,3024,144.0,False,ANALYTIC,24,0.375
K4,OVERLAP21,3024,144.0,False,BOOTSTRAP,24,0.125
K4,OVERLAP21,3024,144.0,False,PERM,24,1.0
K4,OVERLAP21,3780,180.0,False,ANALYTIC,24,0.125
K4,OVERLAP21,3780,180.0,False,BOOTSTRAP,24,0.041666666666666664
K4,OVERLAP21,3780,180.0,False,PERM,24,1.0
K4,OVERLAP21,4443,211.6,True,ANALYTIC,1,0.0
K4,OVERLAP21,4443,211.6,True,BOOTSTRAP,1,0.0
K4,OVERLAP21,4443,211.6,True,PERM,1,1.0
K5,DISJOINT,126,6.0,False,ANALYTIC,24,1.0
K5,DISJOINT,126,6.0,False,BOOTSTRAP,24,0.9583333333333334
K5,DISJOINT,126,6.0,False,PERM,24,1.0
K5,DISJOINT,189,9.0,False,ANALYTIC,23,1.0
K5,DISJOINT,189,9.0,False,BOOTSTRAP,23,1.0
K5,DISJOINT,189,9.0,False,PERM,23,1.0
K5,DISJOINT,252,12.0,False,ANALYTIC,17,1.0
K5,DISJOINT,252,12.0,False,BOOTSTRAP,17,1.0
K5,DISJOINT,252,12.0,False,PERM,17,1.0
K5,DISJOINT,315,15.0,False,ANALYTIC,14,1.0
K5,DISJOINT,315,15.0,False,BOOTSTRAP,14,0.9285714285714286
K5,DISJOINT,315,15.0,False,PERM,14,1.0
K5,DISJOINT,378,18.0,False,ANALYTIC,11,1.0
K5,DISJOINT,378,18.0,False,BOOTSTRAP,11,1.0
K5,DISJOINT,378,18.0,False,PERM,11,1.0
K5,DISJOINT,504,24.0,False,ANALYTIC,8,1.0
K5,DISJOINT,504,24.0,False,BOOTSTRAP,8,1.0
K5,DISJOINT,504,24.0,False,PERM,8,1.0
K5,DISJOINT,630,30.0,False,ANALYTIC,7,1.0
K5,DISJOINT,630,30.0,False,BOOTSTRAP,7,1.0
K5,DISJOINT,630,30.0,False,PERM,7,1.0
K5,DISJOINT,756,36.0,False,ANALYTIC,5,1.0
K5,DISJOINT,756,36.0,False,BOOTSTRAP,5,1.0
K5,DISJOINT,756,36.0,False,PERM,5,1.0
K5,DISJOINT,1008,48.0,False,ANALYTIC,4,1.0
K5,DISJOINT,1008,48.0,False,BOOTSTRAP,4,1.0
K5,DISJOINT,1008,48.0,False,PERM,4,1.0
K5,DISJOINT,1260,60.0,False,ANALYTIC,3,1.0
K5,DISJOINT,1260,60.0,False,BOOTSTRAP,3,1.0
K5,DISJOINT,1260,60.0,False,PERM,3,1.0
K5,DISJOINT,1512,72.0,False,ANALYTIC,2,1.0
K5,DISJOINT,1512,72.0,False,BOOTSTRAP,2,1.0
K5,DISJOINT,1512,72.0,False,PERM,2,1.0
K5,DISJOINT,2016,96.0,False,ANALYTIC,2,1.0
K5,DISJOINT,2016,96.0,False,BOOTSTRAP,2,0.5
K5,DISJOINT,2016,96.0,False,PERM,2,1.0
K5,DISJOINT,2520,120.0,False,ANALYTIC,1,1.0
K5,DISJOINT,2520,120.0,False,BOOTSTRAP,1,1.0
K5,DISJOINT,2520,120.0,False,PERM,1,1.0
K5,DISJOINT,3024,144.0,False,ANALYTIC,1,1.0
K5,DISJOINT,3024,144.0,False,BOOTSTRAP,1,1.0
