family,uni,book,arm,S1_pick,S1_IS,S2_pick,n_IS4b,S1_OOS_CAGR,S1_OOS_Sharpe,S1_OOS_MaxDD,S2_OOS_CAGR,S2_OOS_Sharpe,S2_OOS_MaxDD,CTL_OOS_CAGR,CTL_OOS_Sharpe,CTL_OOS_MaxDD,V1_OOS_CAGR,V1_OOS_Sharpe,V1_OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,S1_moved
DDCTL,u56,V1,high,"(0.15, 0.0)",0.5534299312214817,NOTHING,0,0.07730300522922962,0.747063834691694,-0.13827796154480798,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,V1,recover,"(0.15, 0.0)",0.5534299312214817,NOTHING,0,0.07730300522922962,0.747063834691694,-0.13827796154480798,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,V1,spy200,"(0.08, 0.25)",0.5657563772975882,NOTHING,0,0.05884206419676552,0.6265936033754769,-0.1282994002330201,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,V1,t8,"(0.1, 0.0)",0.5977074336019863,NOTHING,0,0.02396250480433082,0.37239403335351995,-0.1512590912287678,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,V1,t26,"(0.15, 0.0)",0.5534299312214817,NOTHING,0,0.07730300522922962,0.747063834691694,-0.13827796154480798,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,free/always,"(0.15,)",0.5534299312214817,NOTHING,0,0.07460889022583972,0.724915656931577,-0.1410452191733459,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,free/spy_below,"(0.15,)",0.5534299312214817,NOTHING,0,0.07416027048359974,0.7210059808952325,-0.1410452191733459,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,nhigh/always,"(0.15,)",0.5534299312214817,NOTHING,0,0.07687586515349976,0.7470994395330803,-0.1410452191733459,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,nhigh/spy_below,"(0.1,)",0.5806282389390157,NOTHING,0,0.07671448309338014,0.7499504820351982,-0.1341775136828811,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,bookhigh/always,"(0.2,)",0.5534299312214817,NOTHING,0,0.07730300522922962,0.747063834691694,-0.13827796154480798,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,bookhigh/spy_below,"(0.1,)",0.5560380882956232,NOTHING,0,0.07492342746763114,0.7525538680270836,-0.1311775129467282,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,spy200/always,"(0.1,)",0.571952056862556,NOTHING,0,0.07588351443096686,0.7475379485985415,-0.13233019804851298,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,V1,spy200/spy_below,"(0.1,)",0.571952056862556,NOTHING,0,0.07793707577475928,0.7613207422010546,-0.13417751368288078,,,,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,CAND20,high,"(0.12, 0.0)",0.9928968404730495,NOTHING,0,0.03202068907085809,0.49574497200680445,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,CAND20,recover,"(0.12, 0.0)",0.9928968404730495,NOTHING,0,0.03202068907085809,0.49574497200680445,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,CAND20,spy200,"(0.12, 0.0)",0.9928968404730495,NOTHING,0,0.13449601224927288,1.1196592436889246,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,CAND20,t8,"(0.12, 0.0)",0.9928968404730495,NOTHING,0,0.0708260566110992,0.842125153175779,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,CAND20,t26,"(0.12, 0.0)",0.9928968404730495,NOTHING,0,0.032008179198596665,0.4792248049141277,-0.19539092053744223,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,CAND20,free/always,"(0.2,)",0.9959719066038877,NOTHING,0,0.13988037739296044,1.1604230676554839,-0.1695977787597528,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,CAND20,free/spy_below,"(0.25,)",0.9952622947590074,NOTHING,0,0.1408309483139203,1.153201874159585,-0.18400431101989279,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,CAND20,nhigh/always,"('control',)",0.9928968404730495,NOTHING,0,0.14360571273280298,1.167991233806965,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,False
STOP,u56,CAND20,nhigh/spy_below,"('control',)",0.9928968404730495,NOTHING,0,0.14360571273280298,1.167991233806965,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,False
STOP,u56,CAND20,bookhigh/always,"('control',)",0.9928968404730495,NOTHING,0,0.14360571273280298,1.167991233806965,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,False
STOP,u56,CAND20,bookhigh/spy_below,"('control',)",0.9928968404730495,NOTHING,0,0.14360571273280298,1.167991233806965,-0.18308348697878107,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,False
STOP,u56,CAND20,spy200/always,"(0.15,)",1.0234311190572605,NOTHING,0,0.13183071115699585,1.1431199057439774,-0.14552249716856602,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
STOP,u56,CAND20,spy200/spy_below,"(0.15,)",1.0155792029550026,NOTHING,0,0.1350376535582778,1.1560977517550637,-0.14997330966750577,,,,0.14360571273280298,1.167991233806965,-0.18308348697878107,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,EWall,high,"(0.12, 0.0)",0.9696219470490614,NOTHING,0,0.020048947234474923,0.37232415992447593,-0.1587470484779454,,,,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
DDCTL,u56,EWall,recover,"(0.12, 0.0)",0.9696219470490614,NOTHING,0,0.020048947234474923,0.37232415992447593,-0.1587470484779454,,,,0.11329149227062874,1.111874408264675,-0.1587470484779454,0.07730300522922962,0.747063834691694,-0.13827796154480798,0.15450717694493266,0.8820107671822842,-0.33717235283398284,True
