panel,ladder,rung,subtape,frac,n,stat,is_path,value
U56,N,5,F1_1,1,4445,CAGR,False,17.827666701103606
U56,N,5,F1_1,1,4445,VOL,False,18.350808780109144
U56,N,5,F1_1,1,4445,SHARPE,False,0.9859644343185225
U56,N,5,F1_1,1,4445,MAXDD,True,-25.853596305636206
U56,N,5,F1_1,1,4445,ULCER,True,7.052083510551904
U56,N,5,F1_1,1,4445,CALMAR,True,0.6895623529642988
U56,N,8,F1_1,1,4445,CAGR,False,16.835370055023535
U56,N,8,F1_1,1,4445,VOL,False,15.972174517371773
U56,N,8,F1_1,1,4445,SHARPE,False,1.0543570177313728
U56,N,8,F1_1,1,4445,MAXDD,True,-21.430270860985456
U56,N,8,F1_1,1,4445,ULCER,True,5.3801411159209955
U56,N,8,F1_1,1,4445,CALMAR,True,0.785588300037444
U56,N,10,F1_1,1,4445,CAGR,False,17.12412458373627
U56,N,10,F1_1,1,4445,VOL,False,15.259765003195557
U56,N,10,F1_1,1,4445,SHARPE,False,1.1125375130716837
U56,N,10,F1_1,1,4445,MAXDD,True,-20.771056362661845
U56,N,10,F1_1,1,4445,ULCER,True,5.333822897918212
U56,N,10,F1_1,1,4445,CALMAR,True,0.824422421505662
U56,N,12,F1_1,1,4445,CAGR,False,17.70502529275295
U56,N,12,F1_1,1,4445,VOL,False,14.897126535582423
U56,N,12,F1_1,1,4445,SHARPE,False,1.1691854832139659
U56,N,12,F1_1,1,4445,MAXDD,True,-20.169232886405798
U56,N,12,F1_1,1,4445,ULCER,True,4.7196835982464656
U56,N,12,F1_1,1,4445,CALMAR,True,0.8778234349550429
U56,N,15,F1_1,1,4445,CAGR,False,16.995945257623468
U56,N,15,F1_1,1,4445,VOL,False,14.405344151037362
U56,N,15,F1_1,1,4445,SHARPE,False,1.1621168149681405
U56,N,15,F1_1,1,4445,MAXDD,True,-20.974140506046712
U56,N,15,F1_1,1,4445,ULCER,True,4.724065445447083
U56,N,15,F1_1,1,4445,CALMAR,True,0.8103285687784748
U56,N,20,F1_1,1,4445,CAGR,False,15.57866816870581
U56,N,20,F1_1,1,4445,VOL,False,13.509103771536674
U56,N,20,F1_1,1,4445,SHARPE,False,1.139700973748421
U56,N,20,F1_1,1,4445,MAXDD,True,-19.12756890230233
U56,N,20,F1_1,1,4445,ULCER,True,4.730590770679465
U56,N,20,F1_1,1,4445,CALMAR,True,0.8144614847959405
U56,N,25,F1_1,1,4445,CAGR,False,14.89102187692648
U56,N,25,F1_1,1,4445,VOL,False,13.061150255457393
U56,N,25,F1_1,1,4445,SHARPE,False,1.1285133069631514
U56,N,25,F1_1,1,4445,MAXDD,True,-21.158700153786846
U56,N,25,F1_1,1,4445,ULCER,True,4.735228400995511
U56,N,25,F1_1,1,4445,CALMAR,True,0.7037777258855564
U56,N,30,F1_1,1,4445,CAGR,False,14.008113065953998
U56,N,30,F1_1,1,4445,VOL,False,12.640207379349953
U56,N,30,F1_1,1,4445,SHARPE,False,1.100757855994325
U56,N,30,F1_1,1,4445,MAXDD,True,-22.068513612656904
U56,N,30,F1_1,1,4445,ULCER,True,4.3674873507232785
U56,N,30,F1_1,1,4445,CALMAR,True,0.6347556211452301
U56,N,40,F1_1,1,4445,CAGR,False,13.457634739318403
U56,N,40,F1_1,1,4445,VOL,False,11.830733841429604
U56,N,40,F1_1,1,4445,SHARPE,False,1.126761290242574
U56,N,40,F1_1,1,4445,MAXDD,True,-22.9841888535963
U56,N,40,F1_1,1,4445,ULCER,True,4.215262270501377
U56,N,40,F1_1,1,4445,CALMAR,True,0.5855170624049545
U56,N,5,F2_1,2,2222,CAGR,False,19.86888377115388
U56,N,5,F2_1,2,2222,VOL,False,16.246631752544864
U56,N,5,F2_1,2,2222,SHARPE,False,1.1972157872354316
U56,N,5,F2_1,2,2222,MAXDD,True,-24.238280544701684
U56,N,5,F2_1,2,2222,ULCER,True,5.880347394223539
U56,N,5,F2_1,2,2222,CALMAR,True,0.8197315702535292
U56,N,8,F2_1,2,2222,CAGR,False,16.777666782647316
