panel,gross,denom,cost,cadence,n,n4a,n4b,nBOTH
U56,0.5,DEN_FULL,0.0,D,12,0,0,0
U56,0.5,DEN_FULL,0.0,W,36,0,0,0
U56,0.5,DEN_FULL,2.0,D,12,0,0,0
U56,0.5,DEN_FULL,2.0,W,36,0,0,0
U56,0.5,DEN_FULL,5.0,D,12,0,0,0
U56,0.5,DEN_FULL,5.0,W,36,0,0,0
U56,0.5,DEN_FULL,7.5,D,12,0,0,0
U56,0.5,DEN_FULL,7.5,W,36,0,0,0
U56,0.5,DEN_FULL,10.0,D,12,0,0,0
U56,0.5,DEN_FULL,10.0,W,36,0,0,0
U56,0.5,DEN_FULL,15.0,D,12,0,0,0
U56,0.5,DEN_FULL,15.0,W,36,0,0,0
U56,0.5,DEN_FULL,25.0,D,12,0,0,0
U56,0.5,DEN_FULL,25.0,W,36,0,0,0
U56,0.5,DEN_FULL,50.0,D,12,0,0,0
U56,0.5,DEN_FULL,50.0,W,36,0,0,0
U56,0.5,DEN_CANON,0.0,D,6,0,0,0
U56,0.5,DEN_CANON,0.0,W,6,0,0,0
U56,0.5,DEN_CANON,2.0,D,6,0,0,0
U56,0.5,DEN_CANON,2.0,W,6,0,0,0
U56,0.5,DEN_CANON,5.0,D,6,0,0,0
U56,0.5,DEN_CANON,5.0,W,6,0,0,0
U56,0.5,DEN_CANON,7.5,D,6,0,0,0
U56,0.5,DEN_CANON,7.5,W,6,0,0,0
U56,0.5,DEN_CANON,10.0,D,6,0,0,0
U56,0.5,DEN_CANON,10.0,W,6,0,0,0
U56,0.5,DEN_CANON,15.0,D,6,0,0,0
U56,0.5,DEN_CANON,15.0,W,6,0,0,0
U56,0.5,DEN_CANON,25.0,D,6,0,0,0
U56,0.5,DEN_CANON,25.0,W,6,0,0,0
U56,0.5,DEN_CANON,50.0,D,6,0,0,0
U56,0.5,DEN_CANON,50.0,W,6,0,0,0
U56,0.5,DEN_PHASE,0.0,D,6,0,0,0
U56,0.5,DEN_PHASE,0.0,W,30,0,0,0
U56,0.5,DEN_PHASE,2.0,D,6,0,0,0
U56,0.5,DEN_PHASE,2.0,W,30,0,0,0
U56,0.5,DEN_PHASE,5.0,D,6,0,0,0
U56,0.5,DEN_PHASE,5.0,W,30,0,0,0
U56,0.5,DEN_PHASE,7.5,D,6,0,0,0
U56,0.5,DEN_PHASE,7.5,W,30,0,0,0
U56,0.5,DEN_PHASE,10.0,D,6,0,0,0
U56,0.5,DEN_PHASE,10.0,W,30,0,0,0
U56,0.5,DEN_PHASE,15.0,D,6,0,0,0
U56,0.5,DEN_PHASE,15.0,W,30,0,0,0
U56,0.5,DEN_PHASE,25.0,D,6,0,0,0
U56,0.5,DEN_PHASE,25.0,W,30,0,0,0
U56,0.5,DEN_PHASE,50.0,D,6,0,0,0
U56,0.5,DEN_PHASE,50.0,W,30,0,0,0
U56,0.75,DEN_FULL,0.0,D,12,0,10,0
U56,0.75,DEN_FULL,0.0,W,36,0,30,0
U56,0.75,DEN_FULL,0.0,M,132,0,30,0
U56,0.75,DEN_FULL,0.0,Q,384,0,17,0
U56,0.75,DEN_FULL,2.0,D,12,0,10,0
U56,0.75,DEN_FULL,2.0,W,36,0,30,0
U56,0.75,DEN_FULL,2.0,M,132,0,30,0
U56,0.75,DEN_FULL,2.0,Q,384,0,17,0
U56,0.75,DEN_FULL,5.0,D,12,0,10,0
U56,0.75,DEN_FULL,5.0,W,36,0,30,0
U56,0.75,DEN_FULL,5.0,M,132,0,29,0
U56,0.75,DEN_FULL,5.0,Q,384,0,17,0
U56,0.75,DEN_FULL,7.5,D,12,0,8,0
U56,0.75,DEN_FULL,7.5,W,36,0,30,0
U56,0.75,DEN_FULL,7.5,M,132,0,29,0
U56,0.75,DEN_FULL,7.5,Q,384,0,17,0
U56,0.75,DEN_FULL,10.0,D,12,0,4,0
U56,0.75,DEN_FULL,10.0,W,36,0,30,0
U56,0.75,DEN_FULL,10.0,M,132,0,27,0
U56,0.75,DEN_FULL,10.0,Q,384,0,17,0
U56,0.75,DEN_FULL,15.0,D,12,0,0,0
U56,0.75,DEN_FULL,15.0,W,36,0,30,0
U56,0.75,DEN_FULL,15.0,M,132,0,26,0
U56,0.75,DEN_FULL,15.0,Q,384,0,16,0
U56,0.75,DEN_FULL,25.0,D,12,0,0,0
U56,0.75,DEN_FULL,25.0,W,36,0,8,0
U56,0.75,DEN_FULL,25.0,M,132,0,25,0
U56,0.75,DEN_FULL,25.0,Q,384,0,16,0
U56,0.75,DEN_FULL,50.0,D,12,0,0,0
