book,panel,IS_CAGR_spread,IS_DD_spread,IS_ratio,OOS_CAGR_spread,OOS_DD_spread,OOS_ratio
U56-MADG-g0.80,U56,0.9216590554017579,3.069958347895751,3.3309045572796268,1.492179491944647,6.669257322482023,4.469473919515188
U56-MADG-g0.90,U56,1.0496104993256594,3.426175585113544,3.2642352447072036,1.7281730144248044,7.51473070774774,4.348367116615868
U56-MADG-g1.00,U56,1.1805010629878598,3.7763542296639123,3.198941829078851,1.977598797005209,8.36881850509408,4.231808048107362
U56-TOP20-g0.50,U56,1.4714284104797812,2.0777735840607487,1.4120792892555742,1.8836446294960822,5.07142307643743,2.692345996173467
U56-TOP20-g0.60,U56,1.7926527448067109,2.5094684551098307,1.3998631148055443,2.322837740268735,5.987386879186406,2.5776173580224806
U56-TOP40-g0.60,U56,1.106805034410252,2.634993995735778,2.380721006694556,1.619633282601086,7.1001970075459955,4.383830021165826
U56-TOP40-g0.70,U56,1.3164688073098008,3.0454319568588577,2.3133339278142007,1.9390964587741042,8.2006084491144,4.229087424716778
U56-TOP40-g0.80,U56,1.5339065987124432,3.4476902276523553,2.247653299455349,2.2748903136701877,9.278343707311418,4.078589482559372
U56-EWELIG-g0.60,U56,1.2652500615609084,3.1087508380362667,2.4570248462988227,1.6814003443429648,5.174443470204082,3.0774606937683733
U56-EWELIG-g0.70,U56,1.4867039296881703,3.599485397748225,2.4211178337997676,2.010158443694875,5.994670024483153,2.9821878187195736
U56-EWELIG-g0.80,U56,1.710984690946038,4.077513178228807,2.3831383178386405,2.3550090103444887,6.803616818388157,2.8889982112607417
U56-BAND3-g0.80,U56,0.8194886699066641,3.013902963742222,3.677784787537686,0.9384532759682891,6.40253885513642,6.822437535348074
U56-BAND3-g0.90,U56,0.9345653736508623,3.3883516272551386,3.6255908070064757,1.0883163778639506,7.194528002133817,6.610695334985759
U56-BAND3-g1.00,U56,1.0526736873412759,3.762037883219417,3.5737930267081595,1.2467477700881737,7.985013653808057,6.404674502239802
B136-MADG-g0.80,B136,1.0070163235907916,3.2068652632471615,3.1845216290161096,1.3689270930141726,7.692385387144974,5.619280549271249
B136-MADG-g0.90,B136,1.1500176600642185,3.5964901397274147,3.1273347050397313,1.5905414170324548,8.670553632993107,5.451322134804984
B136-MADG-g1.00,B136,1.297065926602082,3.9833592752327345,3.071053825049528,1.8257102026248972,9.651777917039162,5.28658814699201
B136-MADG-g1.10,B136,1.4482391554147434,4.367363521229706,3.015636958095495,2.0753001761110834,10.635896974735282,5.124992084116693
B136-TOP20-g0.50,B136,1.4763994893129535,2.2577662264161695,1.5292380163764667,2.6307458207970544,4.886600893767046,1.8574964008824388
B136-TOP40-g0.50,B136,1.220903217421121,1.0574929235412913,0.8661562263510153,1.839651687177546,5.715660763415453,3.106925513809958
B136-TOP40-g0.60,B136,1.479624315699855,1.280169165030765,0.8651987882648787,2.267538661212587,6.716662195964574,2.96209379396988
B136-EWELIG-g0.60,B136,1.1908732661363377,1.6759098245139992,1.4072948584624048,1.2492858049639501,4.16035194128178,3.330184273887457
B136-EWELIG-g0.70,B136,1.4236704287134074,1.9431247786833694,1.3648698037785338,1.4896822109065297,4.739388168123018,3.181475977509938
B136-EWELIG-g0.80,B136,1.6669432741585943,2.2071824355766054,1.3240897094657897,1.7413955029552675,5.286615794621195,3.035850147568112
B136-BAND3-g0.80,B136,0.9492125359510393,2.372241632780703,2.499168039751915,1.3327908928538976,7.768301881112372,5.82859766131666
B136-BAND3-g0.90,B136,1.0845352653789497,2.682345639451878,2.4732673294073417,1.5489743015227884,8.67707494454284,5.6018198210341215
B136-BAND3-g1.00,B136,1.2238014658943808,2.995140502835369,2.4474071867910823,1.7784786655060234,9.572796494140857,5.3825759508996684
B136-BAND3-g1.10,B136,1.367105675081472,3.3105165684183095,2.4215513319561204,2.022172437782265,10.455723245859314,5.17053988596848
U56-MADG-g1.20,U56,1.4557794250145122,4.458700719356056,3.062758439048284,2.5205132714345435,10.164376095390672,4.032661208566319
U56-MADG-g1.30,U56,1.6105745135561076,4.804467525070631,2.983076836639175,2.8160872110777113,11.140050126483157,3.9558611972886593
U56-MADG-g1.40,U56,1.7711263490763685,5.162570511154518,2.9148516218770992,3.129330118777119,12.134024799731101,3.8775151036071707
U56-TOP20-g0.70,U56,2.1231546782962702,2.94551234367254,1.3873281931753425,2.7849137643071185,6.903255379501163,2.47880400031657
U56-TOP20-g0.80,U56,2.463034797683772,3.348532610954525,1.3595149423400237,3.270930020596218,7.898663465344347,2.414806619404409
U56-TOP40-g1.10,U56,2.2352902538759665,4.605324720152925,2.060280409744259,3.390370113036578,12.379140554373414,3.65126524292242
U56-TOP40-g1.20,U56,2.4862594078235674,4.974768283691679,2.0009047599930505,3.8019512115322165,13.369785491280151,3.5165589318259616
U56-EWELIG-g0.90,U56,1.9380098579713447,4.546515443672261,2.345971267881696,2.716972239114135,7.601561630782548,2.7978061466174666
U56-EWELIG-g1.00,U56,2.167646926626567,5.006507022360751,2.309650598934118,3.097141644971991,8.388777263992743,2.7085546047309075
U56-BAND3-g1.10,U56,1.1738597539733053,4.13492980083444,3.5225075115135707,1.4142710978102482,8.77409607485199,6.20397043285205
U56-BAND3-g1.20,U56,1.2982361247842356,4.506953831406813,3.4715979207217487,1.59139537138131,9.561885800252234,6.008491649660037
B136-MADG-g1.20,B136,1.603636506303463,4.74843988453949,2.9610450160461252,2.340283747045712,11.622723735593087,4.966373735776778
B136-MADG-g1.30,B136,1.7633509298393903,5.126468518108474,2.9072310175804903,2.6217125197767643,12.612093155836003,4.810631623680047
B136-MADG-g1.40,B136,1.9274596410978617,5.501376986494899,2.8542112473812264,2.920729720646051,13.603850749366362,4.657689019700617
B136-TOP20-g0.60,B136,1.8067539702006474,2.6984545689806225,1.4935373678359474,3.2183956898873554,5.734709094770151,1.7818533354333654
U56-MADG-g0.30,U56,0.32483684614907915,1.1974541973020725,3.6863250320824696,0.48660756005307615,2.48068651650164,5.097920213633882
U56-MADG-g1.50,U56,1.9375845366345938,5.518720726036742,2.8482477134248048,3.4615365621080585,13.14604434529248,3.7977482281124906
U56-TOP20-g0.30,U56,0.8563393547095233,1.2357027432715162,1.4430059023629433,1.0771074267114988,3.143854077901654,2.9187934275971985
U56-TOP20-g0.90,U56,2.8124871251987926,3.7268114712873057,1.3250945890192782,3.7819979755466804,8.896256937850232,2.352263802194208
U56-TOP20-g1.20,U56,3.9201101569319228,4.863386106365496,1.2406248578922152,5.476469371900848,11.901756666373494,2.173253579658471
U56-TOP20-g1.50,U56,5.165294539164499,6.02453016974863,1.166347847943462,7.4421363733044394,14.925527623051124,2.0055434184987835
U56-TOP40-g0.30,U56,0.5295485239841247,1.3543535914166576,2.557562772958007,0.7519864253302089,3.6590521806882714,4.865848714066248
U56-TOP40-g1.50,U56,3.2940599987388204,6.033962876586841,1.8317707870825162,5.175655182132676,16.415038581086208,3.171586592119578
U56-EWELIG-g0.30,U56,0.6185622624975462,1.5702758903276322,2.538589864805827,0.7828179135897395,2.6432314115637503,3.3765596899064056
U56-EWELIG-g1.20,U56,2.634468535758927,5.923679425130636,2.2485291984799383,3.917098785369433,9.932087921038747,2.5355724900621883
U56-EWELIG-g1.50,U56,3.3519137008976934,7.232778762779358,2.1578057814681535,5.3183397629027915,12.275984469670895,2.3082362197503845
U56-BAND3-g0.30,U56,0.28722709260795565,1.133074858877059,3.9448745889149976,0.3030313013167474,2.485567670952582,8.202346292782838
U56-BAND3-g1.50,U56,1.6911548314691984,5.61683059767528,3.3212988504403427,2.185833188395115,11.918160670946808,5.452456634944487
B136-MADG-g0.30,B136,0.3501723942501478,1.220120228143729,3.4843415648354297,0.4383993202368375,2.853972832224472,6.509984620146454
B136-MADG-g1.50,B136,2.0960636911639305,5.873087189043826,2.8019602714374288,3.2385909153668244,14.597843256551581,4.507467487568782
B136-TOP20-g0.30,B136,0.85139418068787,1.365552630403677,1.603901766512429,1.5184028779653636,3.0876965203353706,2.0335159825782445
B136-TOP20-g0.90,B136,2.872726065967136,3.998910954897916,1.3920265500677445,5.113563650826935,8.1826703693472,1.6001894037290312
B136-TOP20-g1.20,B136,4.0560789176537355,5.266814714366131,1.2984990729452457,7.219862394338385,10.397658203171918,1.4401463123903127
B136-TOP20-g1.50,B136,5.362827926651658,6.443539791367279,1.2015190268076297,9.55611827311811,12.410367145430463,1.2986828742316339
B136-TOP40-g0.30,B136,0.7179923091411577,0.632962695649697,0.8815730859385238,1.0472708858028534,3.616565375921242,3.453323705402857
B136-TOP40-g0.90,B136,2.2848489439300614,1.9649245103981592,0.8599800505929223,3.6951853750151855,9.671323413516486,2.6172769244294654
B136-TOP40-g1.20,B136,3.1334197288760848,2.6602636649471485,0.8489969091696978,5.378016867494928,12.381283636461081,2.302202455201347
