panel,book,gross,lam,cost_bps,dCAGR,lagCAGR,costCAGR,dMaxDD,lagMaxDD,costMaxDD,dSharpe,lagSharpe,costSharpe
U56,CAP2,0.5,0.85,0.0,-0.004396320723687452,-0.004396320723687452,0.0,-0.35436051093162835,-0.35436051093162835,0.0,-0.0038287419508422627,-0.0038287419508422627,0.0
U56,CAP2,0.5,0.85,10.0,0.024367740041242314,-0.00439647186614156,0.02876345268856273,-0.34265578699954613,-0.35418595555563037,0.011552388735991403,0.00042097051430878274,-0.0037536248480254386,0.004180033045240172
U56,CAP2,0.5,0.85,25.0,0.06724831207576276,-0.004396657648797486,0.07164308368314831,-0.32511845968928865,-0.3539242067886694,0.028861279265235407,0.006828080057933894,-0.0036356588869512763,0.010478583446748235
U56,CAP2,0.5,0.85,50.0,0.1380120593397427,-0.004396858926947189,0.14240518594739182,-0.2959422504600018,-0.3534881835916548,0.05765693652973747,0.017568503539678204,-0.003425450210171821,0.021027656268056027
U56,CAP2,0.5,0.7,0.0,-0.004077597605944838,-0.004077597605944838,0.0,-0.7240734393401782,-0.7240734393401782,0.0,-0.008392135359928998,-0.008392135359928998,0.0
U56,CAP2,0.5,0.7,10.0,0.0484087992061788,-0.004090007619006464,0.05249351437552896,-0.7016874548677721,-0.7237118303724199,0.022110111010975597,-0.0005879850252370478,-0.008191100589774347,0.007631093317864046
U56,CAP2,0.5,0.7,25.0,0.12667445236773656,-0.004108485346021595,0.13076976748827018,-0.6681432236223639,-0.7231695956227746,0.05524064434554443,0.011175307250605115,-0.007879031456451857,0.019128722835147993
U56,CAP2,0.5,0.7,50.0,0.25588704347243585,-0.004138917599583181,0.25999982250481946,-0.6123287939959421,-0.7222663474865554,0.11036587682187182,0.030891120740831113,-0.007332165054858786,0.03838619616929906
U56,CAP2,0.5,0.55,0.0,0.004795890185849139,0.004795890185849139,0.0,-1.1227487373479117,-1.1227487373479117,0.0,-0.013746153391495541,-0.013746153391495541,0.0
U56,CAP2,0.5,0.55,10.0,0.08209518236024227,0.004748466903103932,0.07732782373792713,-1.0893539694435184,-1.122175552763116,0.03302654264983884,-0.002201823694269356,-0.013348657170897837,0.011234735887556191
U56,CAP2,0.5,0.55,25.0,0.1973912575327974,0.00467767357590354,0.19266654045393405,-1.0393103947905824,-1.1213160703546943,0.08251791513343987,0.015192377590842243,-0.012736620929861164,0.028157915593585825
U56,CAP2,0.5,0.55,50.0,0.38781989335308076,0.004560590943936127,0.3831658316796105,-0.9560339315939803,-1.119884384771408,0.16487440322618951,0.04433480786805477,-0.011676907344544185,0.05649843877635674
U56,CAP2,0.5,0.4,0.0,0.02704468133134519,0.02704468133134519,0.0,-1.5789116223492328,-1.5789116223492328,0.0,-0.02053070902125964,-0.02053070902125964,0.0
U56,CAP2,0.5,0.4,10.0,0.13287300441682248,0.026925413364908835,0.10589432689005474,-1.5334888659600199,-1.5780776113838435,0.045006686183235445,-0.0046763360862884795,-0.019824638705470354,0.015375354844611833
U56,CAP2,0.5,0.4,25.0,0.2907691147509661,0.026747237628343967,0.26388918626947255,-1.4654163191608394,-1.5768270490723824,0.11245525588485794,0.019200551178775616,-0.01874390243095103,0.03852762917741659
U56,CAP2,0.5,0.4,50.0,0.5516840337729478,0.02645220544179594,0.5249680047491712,-1.3521262521967947,-1.5747439893421533,0.22470570287139724,0.05918390318015376,-0.016889214362028726,0.07728790164352484
U56,CAP2,0.5,0.25,0.0,0.06876732470539881,0.06876732470539881,0.0,-2.1632607577733998,-2.1632607577733998,0.0,-0.03156032209383697,-0.03156032209383697,0.0
U56,CAP2,0.5,0.25,10.0,0.21170717590677235,0.06851982123514677,0.14305188510603806,-2.104594967649265,-2.1620568365471993,0.05826626148718317,-0.010133513810125727,-0.030318663118079625,0.020746687670375907
U56,CAP2,0.5,0.25,25.0,0.425057550418928,0.06814996416952823,0.3565699906815434,-2.0166687842670172,-2.1602516664327887,0.14559324141453223,0.02211799950270943,-0.028426525139931824,0.05197352008917444
U56,CAP2,0.5,0.25,50.0,0.7778302781216606,0.06753724710768516,0.7096214194202144,-1.8703184188890831,-2.1572449471110366,0.2909451730109369,0.07609344918824923,-0.02520107695960494,0.10422984015601933
U56,CAP2,0.5,0.1,0.0,0.1391342542766516,0.1391342542766516,0.0,-3.017069567385744,-3.017069567385744,0.0,-0.06309780196086168,-0.06309780196086168,0.0
U56,CAP2,0.5,0.1,10.0,0.3411330683518843,0.13866659303196638,0.20212740433025456,-2.947662305209142,-3.027024720755356,0.07310894942890167,-0.03296607308647603,-0.06053011397567598,0.0292670766217209
U56,CAP2,0.5,0.1,25.0,0.6428254231189534,0.13796767515867892,0.5040124295986326,-2.8452501243544814,-3.043534380846602,0.18269267684490886,0.012357592643365667,-0.056632480144316766,0.07329172555449581
U56,CAP2,0.5,0.1,50.0,1.1421793527368829,0.1368096451401346,1.0036869045237262,-2.67476931587467,-3.0709321113432164,0.36511976601224516,0.08815383077579497,-0.05002760353663005,0.1469177671177091
U56,CAP2,0.75,0.85,0.0,0.0009223418661941096,0.0009223418661941096,0.0,-0.1231843719070258,-0.1231843719070258,0.0,-0.003947889098591784,-0.003947889098591784,0.0
U56,CAP2,0.75,0.85,10.0,0.03558879281506666,0.0008756991981329065,0.03470620028673821,-0.11865398468579036,-0.123116457211081,0.004470082300311873,-0.0003917335112917364,-0.003874381683544037,0.003485717904895713
U56,CAP2,0.75,0.85,25.0,0.08717690762507502,0.000806199329961288,0.08635357282698042,-0.11186001619873931,-0.12301460776217299,0.01117361365099434,0.004971743630075798,-0.0037562462102218586,0.008737440800183682
U56,CAP2,0.75,0.85,50.0,0.17206794451523066,0.0006915954805286617,0.1713424019935461,-0.1005410343760671,-0.1228449189305536,0.022341920897550605,0.01397182489762927,-0.0035387872152436994,0.017535316535295165
U56,CAP2,0.75,0.7,0.0,0.0029413213985085562,0.0029413213985085562,0.0,-0.3933758484970795,-0.3933758484970795,0.0,-0.009862221110293223,-0.009862221110293223,0.0
U56,CAP2,0.75,0.7,10.0,0.06672718872207106,0.002844590030970373,0.06385485807884894,-0.43240316614775454,-0.46090699851978334,0.008951510254329165,-0.0032516628926633206,-0.009644844334278702,0.006413910190082639
U56,CAP2,0.75,0.7,25.0,0.16167864217411232,0.0027004373608363608,0.158909214251457,-0.4908732244991554,-0.5620724110883435,0.022375339038671616,0.0067153716831716,-0.009302827271755021,0.01607655943894848
U56,CAP2,0.75,0.7,50.0,0.3180056756800109,0.0024626842636488178,0.3154062055510609,-0.5881342995771921,-0.7303314338211853,0.044739223672563,0.023434495428097613,-0.00869144217876383,0.03226389392358908
U56,CAP2,0.75,0.55,0.0,0.013980794968415644,0.013980794968415644,0.0,-1.149381129130267,-1.149381129130267,0.0,-0.0177242998740077,-0.0177242998740077,0.0
U56,CAP2,0.75,0.55,10.0,0.10842500627081808,0.013801947461078434,0.09455327698666416,-1.173516173017608,-1.2163656381869892,0.013939792912165405,-0.007851299179619575,-0.017268435685780625,0.00949549949305295
U56,CAP2,0.75,0.55,25.0,0.24905890275439546,0.013535299051437022,0.23534999799506018,-1.2096737823282355,-1.3167115207554536,0.034843530922101795,0.007026843651984249,-0.016560306809208614,0.02379690051487371
U56,CAP2,0.75,0.55,50.0,0.4807150195803356,0.013095184309586116,0.4672754356451092,-1.2698166390560872,-1.4836058103809613,0.0696672251826902,0.03196800742683803,-0.015317551998707657,0.04774970815232904
U56,CAP2,0.75,0.4,0.0,0.03987433637644422,0.03987433637644422,0.0,-2.0990244251256174,-2.0990244251256174,0.0,-0.028569080717316897,-0.028569080717316897,0.0
U56,CAP2,0.75,0.4,10.0,0.16972995900224053,0.039558791808746996,0.1300202719370036,-2.1072287182108074,-2.1652444623689315,0.019975558514895297,-0.014905869113199577,-0.027730036305088968,0.013049914097593485
U56,CAP2,0.75,0.4,25.0,0.36316392200090863,0.0390881252813946,0.32370027842711924,-2.119513940527551,-2.2644443244060675,0.049929748890864545,0.005671977970144182,-0.02643805375216468,0.03269816818501914
U56,CAP2,0.75,0.4,50.0,0.6819795604864121,0.03831070392299463,0.6429235189716387,-2.1399327602795726,-2.429430411771416,0.09982900805773909,0.04014316270113372,-0.024199766809873458,0.06559524936554073
U56,CAP2,0.75,0.25,0.0,0.0725206159651659,0.0725206159651659,0.0,-3.309502721628055,-3.309502721628055,0.0,-0.04718454521986648,-0.04718454521986648,0.0
U56,CAP2,0.75,0.25,10.0,0.24899978888486274,0.07203580465078296,0.1766755709628809,-3.3002486610027137,-3.3746702328983025,0.02731267517172009,-0.028571757981165957,-0.04569247680734234,0.017718716676107693
U56,CAP2,0.75,0.25,25.0,0.5120107546508601,0.07131250600085348,0.4399802845020506,-3.286366348874392,-3.4722923289470464,0.06826922701376192,-0.0005572140202940723,-0.04340985822728216,0.04438506353785421
U56,CAP2,0.75,0.25,50.0,0.9458372888807576,0.07011739227003044,0.8742941414850325,-3.2632259133966834,-3.634651533402522,0.13649691973708356,0.046335008115971466,-0.0394937938870874,0.08901218660037857
U56,CAP2,0.75,0.1,0.0,0.07691536040546065,0.07691536040546065,0.0,-4.905377247082166,-4.905377247082166,0.0,-0.09210024234578285,-0.09210024234578285,0.0
U56,CAP2,0.75,0.1,10.0,0.3303812402043027,0.07633108182094617,0.2535854896218215,-4.8837180159363776,-4.980903099379718,0.036407768480184455,-0.06559150048495033,-0.0891943360242502,0.025402529367847704
U56,CAP2,0.75,0.1,25.0,0.7084312983200336,0.07545954935082033,0.6318146433795135,-4.851236516333368,-5.094004663440499,0.09100429973465385,-0.02572160862339179,-0.08477384027839951,0.0636101196357024
