classifier,IS_acc,OOS_acc
CONST (IS majority = False),0.5142857142857142,0.5428571428571428
R_THRESH (r < 0.55),0.6571428571428571,0.7428571428571429
PANEL (per-panel IS majority),0.6857142857142857,0.6571428571428571
