window,arm,char,outcome,strata,b_pooled,t_pooled,n,b_within,t_within,dof_within,sign_flip
full,EWall,breadth,Sharpe,3,0.21938748739490876,21.74163245219312,168,0.08123919410762123,8.113990545694653,164,False
full,EWall,breadth,Sharpe,5,0.21938748739490876,21.74163245219312,168,0.04153041165043747,4.318041238909409,162,False
full,EWall,breadth,Sharpe,7,0.21938748739490876,21.74163245219312,168,0.02623479823428817,2.7906616118386336,160,False
full,EWall,breadth,Sharpe,21,0.21938748739490876,21.74163245219312,168,0.015256048423587248,1.714418609564586,146,False
full,EWall,breadth,CAGR,3,0.025344604950639192,17.239498947085295,168,0.009471623923054806,6.467759921542666,164,False
full,EWall,breadth,CAGR,5,0.025344604950639192,17.239498947085295,168,0.004906897268422127,3.4565419490608997,162,False
full,EWall,breadth,CAGR,7,0.025344604950639192,17.239498947085295,168,0.0025377339633769758,1.8449121206031283,160,False
full,EWall,breadth,CAGR,21,0.025344604950639192,17.239498947085295,168,0.001085662885560769,0.8351261494663089,146,False
full,EWall,breadth,MaxDD,3,0.05211688895787394,11.040608539164564,168,0.028522646775721926,6.369257468984064,164,False
full,EWall,breadth,MaxDD,5,0.05211688895787394,11.040608539164564,168,0.02616455046425816,5.9901781169703465,162,False
full,EWall,breadth,MaxDD,7,0.05211688895787394,11.040608539164564,168,0.02271189486253524,5.206240594949295,160,False
full,EWall,breadth,MaxDD,21,0.05211688895787394,11.040608539164564,168,0.01918632639765026,4.872223213625088,146,False
full,EWall,disp,Sharpe,3,-0.20071188158592707,-16.438314408473875,168,-0.0433415513343856,-3.820655433149388,164,False
full,EWall,disp,Sharpe,5,-0.20071188158592707,-16.438314408473875,168,-0.0011399235827562768,-0.11238219550472489,162,False
full,EWall,disp,Sharpe,7,-0.20071188158592707,-16.438314408473875,168,0.01635486693863389,1.7152834652041158,160,True
full,EWall,disp,Sharpe,21,-0.20071188158592707,-16.438314408473875,168,0.025169738991741512,2.8726124121132366,146,True
full,EWall,disp,CAGR,3,-0.02257576287764207,-13.120490064285185,168,-0.0038117423188116107,-2.3650888228639295,164,False
full,EWall,disp,CAGR,5,-0.02257576287764207,-13.120490064285185,168,0.0014258401205453084,0.9728550092208961,162,True
full,EWall,disp,CAGR,7,-0.02257576287764207,-13.120490064285185,168,0.004012647155778569,2.9630901524929514,160,True
full,EWall,disp,CAGR,21,-0.02257576287764207,-13.120490064285185,168,0.005183999659089622,4.183902916800014,146,True
full,EWall,disp,MaxDD,3,-0.050731671622790846,-10.545985761292778,168,-0.021838120736968995,-4.647251693818327,164,False
full,EWall,disp,MaxDD,5,-0.050731671622790846,-10.545985761292778,168,-0.01563191518166998,-3.3533306759418995,162,False
full,EWall,disp,MaxDD,7,-0.050731671622790846,-10.545985761292778,168,-0.012236388164059881,-2.6553025433213064,160,False
full,EWall,disp,MaxDD,21,-0.050731671622790846,-10.545985761292778,168,-0.008379192515796025,-2.0144584121830156,146,False
