book,H,s,n,leg_sharpe,leg_dd,leg_cagr,k,share,leg_sub,marginal_bind,inside_share,med_margin,med_CAGR,med_Sharpe,worst_MaxDD,spy_neg
K1,756,21,176,0.8181818181818182,0.2215909090909091,0.7784090909090909,1,0.17045454545454544,0.8181818181818182,0.0,1.0,0.011537852313564575,0.12445735948300629,1.056594284587868,-0.18308341446270238,0
K1,756,21,176,0.8181818181818182,0.2215909090909091,0.7784090909090909,2,0.11363636363636363,0.3522727272727273,0.056818181818181816,1.0,-0.006379798659319112,0.12445735948300629,1.056594284587868,-0.18308341446270238,0
K1,756,21,176,0.8181818181818182,0.2215909090909091,0.7784090909090909,3,0.011363636363636364,0.03977272727272727,0.1590909090909091,0.9943181818181818,-0.028378125253401762,0.12445735948300629,1.056594284587868,-0.18308341446270238,0
K1,756,21,176,0.8181818181818182,0.2215909090909091,0.7784090909090909,4,0.0,0.005681818181818182,0.17045454545454544,0.9943181818181818,-0.03853851716259653,0.12445735948300629,1.056594284587868,-0.18308341446270238,0
K1,756,63,59,0.8135593220338984,0.23728813559322035,0.7966101694915254,1,0.1694915254237288,0.8135593220338984,0.0,1.0,0.011905247011744072,0.12410874987343812,1.071813465421966,-0.18308341446270215,0
K1,756,63,59,0.8135593220338984,0.23728813559322035,0.7966101694915254,2,0.13559322033898305,0.3728813559322034,0.03389830508474576,1.0,-0.004791056936958344,0.12410874987343812,1.071813465421966,-0.18308341446270215,0
K1,756,63,59,0.8135593220338984,0.23728813559322035,0.7966101694915254,3,0.01694915254237288,0.05084745762711865,0.15254237288135594,1.0,-0.02772196119716714,0.12410874987343812,1.071813465421966,-0.18308341446270215,0
K1,756,63,59,0.8135593220338984,0.23728813559322035,0.7966101694915254,4,0.0,0.01694915254237288,0.1694915254237288,1.0,-0.0399978990182091,0.12410874987343812,1.071813465421966,-0.18308341446270215,0
K1,1260,21,152,0.9407894736842105,0.4144736842105263,0.9276315789473685,1,0.40789473684210525,0.9407894736842105,0.0,1.0,0.012598508293479856,0.1273021744657986,1.0755507676269072,-0.18308341446270238,0
K1,1260,21,152,0.9407894736842105,0.4144736842105263,0.9276315789473685,2,0.3815789473684211,0.7302631578947368,0.02631578947368421,1.0,0.00541170222499205,0.1273021744657986,1.0755507676269072,-0.18308341446270238,0
