control,panel,form,cad,sep_pp,ma_pp,ctl_pp
QUANTILE-M,U56,ARITH,D,-0.26060604130185167,-0.26356115689805126,-0.0029551155961996165
QUANTILE-M,U56,ARITH,W,-0.4325050421585676,-0.4438544599387947,-0.011349417780227059
QUANTILE-M,U56,ARITH,M,-0.25617280988667396,-0.2957138481532535,-0.03954103826657956
QUANTILE-M,U56,ARITH,Q,-0.2306231536338581,-0.27283923938441923,-0.04221608575056113
QUANTILE-M,U56,ARITH,A,0.05392595449446189,0.07265823770688466,0.01873228321242277
QUANTILE-M,U56,GEO,D,0.10982477998309016,0.10743597584223312,-0.0023888041408570457
QUANTILE-M,U56,GEO,W,-0.028959897041666044,-0.03961832665695159,-0.01065842961528555
QUANTILE-M,U56,GEO,M,0.16110281101355828,0.12279031459946725,-0.03831249641409102
QUANTILE-M,U56,GEO,Q,0.2277583726293025,0.18803771720712645,-0.039720655422176065
QUANTILE-M,U56,GEO,A,0.6260602465182296,0.6550139150600258,0.0289536685417963
QUANTILE-M,U56,HARM,D,0.5760126430073212,0.5741862411150117,-0.0018264018923095865
QUANTILE-M,U56,HARM,W,0.47478863457582077,0.4648181309792771,-0.00997050359654366
QUANTILE-M,U56,HARM,M,0.6915690896300369,0.65448780786328,-0.037081281766756985
QUANTILE-M,U56,HARM,Q,0.8643644339822076,0.8271181109552683,-0.03724632302693928
QUANTILE-M,U56,HARM,A,1.379303713904648,1.4177840922472207,0.03848037834257272
QUANTILE-M,U56,MEDIAN,D,-0.41959747595696256,-0.42571713012668827,-0.006119654169725684
QUANTILE-M,U56,MEDIAN,W,-0.5831101724174043,-0.5968435050078554,-0.0137333325904512
QUANTILE-M,U56,MEDIAN,M,-0.3923051302809534,-0.4364105575685762,-0.044105427287622824
QUANTILE-M,U56,MEDIAN,Q,-0.39443140356965006,-0.43833676108521036,-0.0439053575155603
QUANTILE-M,U56,MEDIAN,A,-0.22045476106099354,-0.18792323445599507,0.03253152660499846
QUANTILE-M,U56,JADJ,D,0.09848259366275829,0.09609764985081742,-0.002384943811940864
QUANTILE-M,U56,JADJ,W,-0.040540419187650535,-0.05119570783153963,-0.010655288643889094
QUANTILE-M,U56,JADJ,M,0.14889527248019235,0.11058152368540834,-0.038313748794784
QUANTILE-M,U56,JADJ,Q,0.19903524310437218,0.15934190366483758,-0.039693339439534604
QUANTILE-M,U56,JADJ,A,0.5325613029903414,0.5627788195530548,0.030217516562713282
QUANTILE-M,B136,ARITH,D,-0.3773162803587583,-0.3775774284455552,-0.0002611480867969165
QUANTILE-M,B136,ARITH,W,-0.4572795757642865,-0.46876839778084034,-0.01148882201655383
QUANTILE-M,B136,ARITH,M,-0.331659286463471,-0.37225696960268223,-0.04059768313921127
QUANTILE-M,B136,ARITH,Q,-0.38416910478230193,-0.42839338427245177,-0.044224279490149856
QUANTILE-M,B136,ARITH,A,-0.0455857288551081,-0.08429743074393789,-0.03871170188882979
QUANTILE-M,B136,GEO,D,-0.023091441810815266,-0.023143561797260306,-5.211998644504156e-05
QUANTILE-M,B136,GEO,W,-0.07288660850718534,-0.08409328975713483,-0.01120668124994949
QUANTILE-M,B136,GEO,M,0.0796868088194364,0.03969956600779293,-0.03998724281164348
QUANTILE-M,B136,GEO,Q,0.0983489019911632,0.0555263582297183,-0.0428225437614449
QUANTILE-M,B136,GEO,A,0.5357393328512557,0.5023583906504681,-0.0333809422007877
QUANTILE-M,B136,HARM,D,0.5165824803319627,0.5167446386563093,0.00016215832434646812
QUANTILE-M,B136,HARM,W,0.5023497958369078,0.49143114624592893,-0.010918649590978843
QUANTILE-M,B136,HARM,M,0.7147588039761992,0.6753912637770799,-0.03936754019911929
QUANTILE-M,B136,HARM,Q,0.8113741370093654,0.7699638353302198,-0.04141030167914561
QUANTILE-M,B136,HARM,A,1.3962398569005143,1.367961684048267,-0.02827817285224743
QUANTILE-M,B136,MEDIAN,D,-0.5253274524188102,-0.5261293773490407,-0.0008019249302305317
QUANTILE-M,B136,MEDIAN,W,-0.6039089076662552,-0.6163866777262037,-0.01247777005994857
QUANTILE-M,B136,MEDIAN,M,-0.4883121781958184,-0.5310208144049476,-0.04270863620912922
QUANTILE-M,B136,MEDIAN,Q,-0.5864239845495852,-0.632119014366414,-0.045695029816828776
QUANTILE-M,B136,MEDIAN,A,-0.31304439721201277,-0.34291801140701533,-0.029873614195002576
QUANTILE-M,B136,JADJ,D,-0.0811822207037562,-0.08123950095312428,-5.72802493680808e-05
QUANTILE-M,B136,JADJ,W,-0.1297899586879788,-0.1410024040323129,-0.0112124453443341
QUANTILE-M,B136,JADJ,M,0.009601021334451905,-0.030394836749178547,-0.03999585808363045
QUANTILE-M,B136,JADJ,Q,0.005359951893879805,-0.03747056507704046,-0.04283051697092027
QUANTILE-M,B136,JADJ,A,0.3827992659741958,0.34976020359562326,-0.03303906237857252
QUANTILE-M,SMALL439,ARITH,D,-0.08974381315044827,-0.09035250103784313,-0.0006086878873948641
QUANTILE-M,SMALL439,ARITH,W,-0.20698268950315316,-0.2163716470825026,-0.009388957579349445
QUANTILE-M,SMALL439,ARITH,M,-0.20250416039314315,-0.2415504502351752,-0.03904628984203207
QUANTILE-M,SMALL439,ARITH,Q,-0.6985008613581203,-0.6871451294249944,0.011355731933125866
QUANTILE-M,SMALL439,ARITH,A,0.016176338576573926,-0.10776096273353236,-0.12393730131010629
QUANTILE-M,SMALL439,GEO,D,0.12646444228932532,0.12586896010030232,-0.0005954821890230062
QUANTILE-M,SMALL439,GEO,W,0.04234013465966374,0.03304576526534694,-0.009294369394316802
QUANTILE-M,SMALL439,GEO,M,0.05179741332983953,0.013269315928093266,-0.038528097401746265
QUANTILE-M,SMALL439,GEO,Q,-0.40136872714059785,-0.38863106417793425,0.01273766296266358
QUANTILE-M,SMALL439,GEO,A,0.26677982600246997,0.14628945713938515,-0.12049036886308478
QUANTILE-M,SMALL439,HARM,D,0.36644991047555886,0.3658676218288316,-0.0005822886467272939
QUANTILE-M,SMALL439,HARM,W,0.31950722808668086,0.3103079660802279,-0.00919926200645291
QUANTILE-M,SMALL439,HARM,M,0.3155491917498557,0.2775471554578346,-0.038002036292021084
QUANTILE-M,SMALL439,HARM,Q,-0.06406674784132803,-0.04993768219009444,0.014129065651233595
QUANTILE-M,SMALL439,HARM,A,0.5060176669685068,0.38891385303309417,-0.11710381393541268
QUANTILE-M,SMALL439,MEDIAN,D,-0.054633927049550834,-0.05441572164972541,0.00021820539982542186
QUANTILE-M,SMALL439,MEDIAN,W,-0.16558550659023158,-0.17513615174116204,-0.009550645150930452
QUANTILE-M,SMALL439,MEDIAN,M,-0.13123767679879242,-0.17201781138103575,-0.04078013458224334
QUANTILE-M,SMALL439,MEDIAN,Q,-0.722486561729443,-0.7081670625820448,0.014319499147398298
QUANTILE-M,SMALL439,MEDIAN,A,0.11786149838531004,0.0032873996757393836,-0.11457409870957067
QUANTILE-M,SMALL439,JADJ,D,0.1387097577898158,0.13811428772285192,-0.0005954700669638965
QUANTILE-M,SMALL439,JADJ,W,0.05558838724574806,0.046293543314145244,-0.009294843931602811
QUANTILE-M,SMALL439,JADJ,M,0.06809821128447385,0.02956350827033225,-0.03853470301414161
QUANTILE-M,SMALL439,JADJ,Q,-0.4110305370561292,-0.39829693331053423,0.012733603745594933
QUANTILE-M,SMALL439,JADJ,A,0.30153892265409366,0.18112824706499145,-0.12041067558910218
QUANTILE-F,U56,ARITH,D,-0.26269920856842643,-0.26356115689805126,-0.0008619483296248534
QUANTILE-F,U56,ARITH,W,-0.4344623737878859,-0.4438544599387947,-0.009392086150908795
QUANTILE-F,U56,ARITH,M,-0.25968163066976935,-0.2957138481532535,-0.036032217483484175
QUANTILE-F,U56,ARITH,Q,-0.22830831067256982,-0.27283923938441923,-0.04453092871184941
QUANTILE-F,U56,ARITH,A,0.04834431724504255,0.07265823770688466,0.02431392046184211
QUANTILE-F,U56,GEO,D,0.10828725440648057,0.10743597584223312,-0.000851278564247456
QUANTILE-F,U56,GEO,W,-0.030351952477827834,-0.03961832665695159,-0.009266374179123757
QUANTILE-F,U56,GEO,M,0.15814782518854031,0.12279031459946725,-0.035357510589073056
QUANTILE-F,U56,GEO,Q,0.2305633885644454,0.18803771720712645,-0.042525671357318946
QUANTILE-F,U56,GEO,A,0.6207212836549324,0.6550139150600258,0.03429263140509341
QUANTILE-F,U56,HARM,D,0.5750268209495126,0.5741862411150117,-0.0008405798345008838
QUANTILE-F,U56,HARM,W,0.4739587162513615,0.4648181309792771,-0.009140585272084402
QUANTILE-F,U56,HARM,M,0.6891707928628956,0.65448780786328,-0.034682984999615606
QUANTILE-F,U56,HARM,Q,0.86768042126156,0.8271181109552683,-0.040562310306291614
QUANTILE-F,U56,HARM,A,1.3745913472743414,1.4177840922472207,0.04319274497287928
QUANTILE-F,U56,MEDIAN,D,-0.4214683785432688,-0.42571713012668827,-0.0042487515834194805
QUANTILE-F,U56,MEDIAN,W,-0.5869692942249883,-0.5968435050078554,-0.009874210782867147
QUANTILE-F,U56,MEDIAN,M,-0.3989956983654128,-0.4364105575685762,-0.03741485920316339
