control,panel,form,cad,sep_pp,ma_pp,ctl_pp
QUANTILE-F,U56,MEDIAN,Q,-0.3956604108803319,-0.43833676108521036,-0.04267635020487849
QUANTILE-F,U56,MEDIAN,A,-0.2296606772293426,-0.18792323445599507,0.04173744277334753
QUANTILE-F,U56,JADJ,D,0.0969489574034124,0.09609764985081742,-0.0008513075525949808
QUANTILE-F,U56,JADJ,W,-0.041929353047336304,-0.05119570783153963,-0.009266354784203321
QUANTILE-F,U56,JADJ,M,0.14593719275951125,0.11058152368540834,-0.03535566907410291
QUANTILE-F,U56,JADJ,Q,0.20181482375181473,0.15934190366483758,-0.042472920086977145
QUANTILE-F,U56,JADJ,A,0.5265946738894589,0.5627788195530548,0.036184145663595894
QUANTILE-F,B136,ARITH,D,-0.37646524274195514,-0.3775774284455552,-0.0011121857036000549
QUANTILE-F,B136,ARITH,W,-0.45648383228314415,-0.46876839778084034,-0.012284565497696163
QUANTILE-F,B136,ARITH,M,-0.33112544115233156,-0.37225696960268223,-0.04113152845035067
QUANTILE-F,B136,ARITH,Q,-0.383549746410439,-0.42839338427245177,-0.04484363786201278
QUANTILE-F,B136,ARITH,A,-0.043042187388731,-0.08429743074393789,-0.04125524335520689
QUANTILE-F,B136,GEO,D,-0.02204690787218026,-0.023143561797260306,-0.0010966539250800464
QUANTILE-F,B136,GEO,W,-0.07188982250461962,-0.08409328975713483,-0.012203467252515211
QUANTILE-F,B136,GEO,M,0.08044589121741433,0.03969956600779293,-0.040746325209621403
QUANTILE-F,B136,GEO,Q,0.09922418103393602,0.0555263582297183,-0.04369782280421772
QUANTILE-F,B136,GEO,A,0.5387460178463468,0.5023583906504681,-0.036387627195878736
QUANTILE-F,B136,HARM,D,0.5178255672574772,0.5167446386563093,-0.0010809286011678803
QUANTILE-F,B136,HARM,W,0.5035531391782225,0.49143114624592893,-0.01212199293229362
QUANTILE-F,B136,HARM,M,0.7157496258821354,0.6753912637770799,-0.040358362105055515
QUANTILE-F,B136,HARM,Q,0.812512964332076,0.7699638353302198,-0.04254912900185618
QUANTILE-F,B136,HARM,A,1.3996749026320228,1.367961684048267,-0.03171321858375591
QUANTILE-F,B136,MEDIAN,D,-0.5230947053160948,-0.5261293773490407,-0.0030346720329459645
QUANTILE-F,B136,MEDIAN,W,-0.604188153567472,-0.6163866777262037,-0.012198524158731731
QUANTILE-F,B136,MEDIAN,M,-0.48894385644538846,-0.5310208144049476,-0.04207695795955916
QUANTILE-F,B136,MEDIAN,Q,-0.585847526804684,-0.632119014366414,-0.04627148756173
QUANTILE-F,B136,MEDIAN,A,-0.3098559448439641,-0.34291801140701533,-0.03306206656305122
QUANTILE-F,B136,JADJ,D,-0.08014265639394076,-0.08123950095312428,-0.0010968445591835125
QUANTILE-F,B136,JADJ,W,-0.1287985880801998,-0.1410024040323129,-0.012203815952113098
QUANTILE-F,B136,JADJ,M,0.010353669461363263,-0.030394836749178547,-0.04074850621054181
QUANTILE-F,B136,JADJ,Q,0.006226223674163971,-0.03747056507704046,-0.04369678875120443
QUANTILE-F,B136,JADJ,A,0.38582046754576854,0.34976020359562326,-0.03606026395014528
QUANTILE-F,SMALL439,ARITH,D,-0.09032637496422503,-0.09035250103784313,-2.612607361809596e-05
QUANTILE-F,SMALL439,ARITH,W,-0.20803317107405128,-0.2163716470825026,-0.008338476008451303
QUANTILE-F,SMALL439,ARITH,M,-0.20265665046212708,-0.2415504502351752,-0.038893799773048125
QUANTILE-F,SMALL439,ARITH,Q,-0.6977963444021982,-0.6871451294249944,0.010651214977203734
QUANTILE-F,SMALL439,ARITH,A,0.015770794723082432,-0.10776096273353236,-0.1235317574566148
QUANTILE-F,SMALL439,GEO,D,0.12589508458045925,0.12586896010030232,-2.6124480156930474e-05
QUANTILE-F,SMALL439,GEO,W,0.04130320375668678,0.03304576526534694,-0.00825743849133984
QUANTILE-F,SMALL439,GEO,M,0.05165658448798273,0.013269315928093266,-0.03838726855988946
QUANTILE-F,SMALL439,GEO,Q,-0.4006440935298275,-0.38863106417793425,0.012013029351893264
QUANTILE-F,SMALL439,GEO,A,0.26640290362787894,0.14628945713938515,-0.1201134464884938
QUANTILE-F,SMALL439,HARM,D,0.3658937447131934,0.3658676218288316,-2.6122884361829473e-05
QUANTILE-F,SMALL439,HARM,W,0.31848383975909567,0.3103079660802279,-0.008175873678867716
QUANTILE-F,SMALL439,HARM,M,0.3154202252596774,0.2775471554578346,-0.037873069801842796
QUANTILE-F,SMALL439,HARM,Q,-0.06332112321277943,-0.04993768219009444,0.013383441022684985
QUANTILE-F,SMALL439,HARM,A,0.5056643822352787,0.38891385303309417,-0.11675052920218448
QUANTILE-F,SMALL439,MEDIAN,D,-0.05438814378157581,-0.05441572164972541,-2.7577868149602442e-05
QUANTILE-F,SMALL439,MEDIAN,W,-0.16767669371440766,-0.17513615174116204,-0.007459458026754382
QUANTILE-F,SMALL439,MEDIAN,M,-0.132682167634892,-0.17201781138103575,-0.03933564374614375
QUANTILE-F,SMALL439,MEDIAN,Q,-0.7230137737964956,-0.7081670625820448,0.014846711214450754
QUANTILE-F,SMALL439,MEDIAN,A,0.11769930578759968,0.0032873996757393836,-0.1144119061118603
QUANTILE-F,SMALL439,JADJ,D,0.13814041220533785,0.13811428772285192,-2.6124482485931663e-05
QUANTILE-F,SMALL439,JADJ,W,0.05455146267444672,0.046293543314145244,-0.008257919360301477
QUANTILE-F,SMALL439,JADJ,M,0.06795719255499282,0.02956350827033225,-0.03839368428466056
QUANTILE-F,SMALL439,JADJ,Q,-0.41030671925055007,-0.39829693331053423,0.012009785940015819
QUANTILE-F,SMALL439,JADJ,A,0.3011677309207236,0.18112824706499145,-0.1200394838557321
