q,k,any_pass,rho_n,argmax_pass_n,max_pass,pass_n5,pass_n60,argmax_Sharpe_n,max_Sharpe,EW_Sharpe,EW_beats_ladder,p4b_n5,p4b_n10,p4b_n15,p4b_n20,p4b_n30,p4b_n40,p4b_n50,p4b_n60,S_n5,S_n10,S_n15,S_n20,S_n30,S_n40,S_n50,S_n60
0.0,100,True,0.8728715609439696,30,1.0,0.0,1.0,60,1.1039472208362355,1.0266682093467538,False,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.830650002934641,0.8679766889711055,0.9777708487041674,0.9719306653017225,1.0071574312725193,1.0217486045350952,1.0594300703143595,1.1039472208362355
0.25,100,True,0.46195657812238883,50,1.0,0.0,0.0,50,1.0010973518639166,0.9257411479625669,False,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6427768108687285,0.7595377112965572,0.8642674951516395,0.879131490992587,0.9260233739625067,0.9559076310528895,1.0010973518639166,0.9868798910255675
0.5,100,False,,-1,0.0,0.0,0.0,50,0.840297189438919,0.8266246107235218,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148161116602897,0.6808340604339954,0.7467802379412269,0.7400354596559647,0.7895694969795839,0.8320795308300108,0.840297189438919,0.824049578615189
0.75,100,False,,-1,0.0,0.0,0.0,40,0.7116745702833939,0.6321166711554181,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091241563591764,0.48417139186463665,0.584386772184586,0.5992323728482042,0.6808703779873454,0.7116745702833939,0.6881971518665155,0.6664176653668115
1.0,100,False,,-1,0.0,0.0,0.0,30,0.48527637311821553,0.48634986440805555,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31584415004764516,0.3285657359318271,0.4276636445326842,0.45995994727706274,0.48527637311821553,0.4784885123624172,0.45411563021358364,0.44204968260515254
0.5,200,False,,-1,0.0,0.0,0.0,30,0.8381075255497684,0.8299518251831174,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065345324640918,0.7576430239952233,0.7576258202173269,0.7985366405726434,0.8381075255497684,0.8099940525877649,0.8310023853156664,0.8330533102029429
0.75,200,False,,-1,0.0,0.0,0.0,60,0.676636531940073,0.6404688715790141,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594745104168045,0.3752092407210339,0.4481627421601279,0.5574487150222592,0.6138411514591792,0.6247914032652139,0.6578220087273399,0.676636531940073
1.0,200,False,,-1,0.0,0.0,0.0,60,0.48879414123268683,0.3746737884390661,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30386990745858944,0.36602534679274074,0.34896485259966353,0.3545723395366504,0.3691866383548614,0.39985212714685553,0.46238255289832136,0.48879414123268683
0.75,400,False,,-1,0.0,0.0,0.0,60,0.6264732538643595,0.6623013097375043,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046024610122377,0.4781700351921317,0.4244474040495058,0.46267181170453425,0.531376249819926,0.5905842745911217,0.6110068644010728,0.6264732538643595
1.0,400,False,,-1,0.0,0.0,0.0,5,0.3803036150081698,0.4099564263521134,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3803036150081698,0.36550447386997337,0.33019200767632434,0.2603191220154658,0.30801299378608643,0.3302063884740524,0.36510517368696455,0.37259310421117764
