panel,m,cost,PRICE_NEG,FWDRET_POS,PXTERM_NEG,FROZEN_NEG,REBASED_NEG,DVOL_NEG,DVOLT_NEG,VOLSH_NEG,share_fwd,share_term
broad,0.2,10.0,0.10093862567056977,0.15750155522654397,-0.025913063800136582,0.049768154101216044,0.017237286176256084,,,,1.5603695233634036,-0.25672098889783024
broad,0.2,25.0,0.10432676780506744,0.17131107259128486,-0.03366728134501629,0.05757937532080892,0.013261624414446671,,,,1.6420624945591749,-0.3227099051695242
broad,0.5,10.0,0.22952441918670585,0.46663981293061063,-0.06157265470729001,0.15020482341930408,-0.01160025953836219,,,,2.033072622878632,-0.2682618909372076
broad,0.5,25.0,0.24525999018254208,0.4941500953886062,-0.07159406227319931,0.17493976617140394,-0.023071484206746762,,,,2.0148010893290023,-0.29191089105040446
broad,1.0,10.0,0.3678412063365635,0.5844849157734995,-0.0660567805594745,0.25132800855875126,-0.004242737203956293,,,,1.5889598710121497,-0.17957961049919613
broad,1.0,25.0,0.3933467910023276,0.6251892550826073,-0.06898103675787004,0.28866522833236763,-0.0040340473844802105,,,,1.589409827113367,-0.17536951701599582
small,0.2,10.0,0.311465812956265,0.520871837823508,-0.0990557812819362,0.037258011409324776,0.19784987864948916,0.31493761373811396,0.10530610593657691,0.21413342761355708,1.6723242685278177,-0.3180309914007971
small,0.2,25.0,0.30534374800082026,0.5145567503130217,-0.09696033694087072,0.03700882090982016,0.19374673967245815,0.3014726059768738,0.09003359018264379,0.20145896719849304,1.6851720517678308,-0.3175448574784975
small,0.5,10.0,0.48837212483560405,1.076564283279721,-0.2656343387754093,0.23348286763360632,0.17864103886430166,0.6136431031177221,0.15047201893858414,0.2932384998532686,2.2043933888366674,-0.5439178963476411
small,0.5,25.0,0.48329791408701545,1.0774395868483886,-0.2568479421490761,0.24167155911225963,0.1776361568748086,0.5896433937876797,0.1252466677333513,0.2702483605027665,2.229348721448032,-0.5314484806628648
small,1.0,10.0,0.604307926536968,1.3059716418841392,-0.3940191702893253,0.20808723966030834,0.3090552696350231,0.839030389076771,0.20496339052430573,0.49074425916105685,2.1611029485714477,-0.6520172133886806
small,1.0,25.0,0.6048866477341581,1.3105415830872482,-0.3761017055930878,0.2220806772682133,0.3162172470981685,0.8074679140116454,0.17541549856016198,0.4676057866087188,2.166590365312905,-0.6217722064157397
