book,control,n,rho_corr_raw,p_corr_raw,rho_H_raw,p_H_raw,rho_corr_given_H,p_corr_given_H,rho_H_given_corr,p_H_given_corr,shrink
CAND10,H_ETFBETA,60,-0.3648235621005836,0.004599770011499425,0.09864125153159123,0.4567271636418179,-0.3616595898100143,0.005349732513374331,0.08428773265674588,0.5205239738013099,0.9913273904998028
CAND10,H_ETFBETA_large,60,-0.3648235621005836,0.004599770011499425,0.0055042817966348715,0.967501624918754,-0.36506147796463284,0.005149742512874356,0.015185619903426548,0.9051547422628868,1.0006521395237724
CAND10,H_GICS,60,-0.3648235621005836,0.004599770011499425,-0.004310586277816772,0.9747512624368782,-0.36486172101739794,0.005149742512874356,0.0071203555052828426,0.9571521423928804,1.0001045955381682
CAND20,H_ETFBETA,60,-0.4815226451792165,0.00034998250087495624,0.1301230932175892,0.3271836408179591,-0.4790959157626689,0.00034998250087495624,0.11810408994224685,0.36788160591970404,0.9949603005365524
CAND20,H_ETFBETA_large,60,-0.4815226451792165,0.00034998250087495624,0.02760480719221428,0.8383580820958952,-0.48249455743563086,0.0002999850007499625,0.044506787347398186,0.7318134093295335,1.0020184144321034
CAND20,H_GICS,60,-0.4815226451792165,0.00034998250087495624,-0.07653376410678552,0.5584220788960552,-0.4808540584147446,0.0002999850007499625,-0.07088490178938567,0.5911204439778011,0.9986115154268123
EWall,H_ETFBETA,60,-0.47079744373437077,0.0004999750012499375,0.07349467895804472,0.575971201439928,-0.4687017398682559,0.00039998000099995,0.05371716023735021,0.6779161041947903,0.9955486082305551
EWall,H_ETFBETA_large,60,-0.47079744373437077,0.0004999750012499375,-0.051734689007765136,0.6986150692465377,-0.4703348409503475,0.00024998750062496874,-0.0460285186468056,0.7245137743112844,0.999017405913775
EWall,H_GICS,60,-0.47079744373437077,0.0004999750012499375,-0.1139107186705645,0.38578071096445177,-0.4706561458909773,0.00024998750062496874,-0.11316785115960523,0.3910304484775761,0.9996998755085145
