panel,n,volcap,IS_bought,bought_pp,n_elig_IS,Ebar_IS,width,OOS_bought,IS_Sharpe,IS_CAGR,sat,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,is_reb,pass4a,pass4b,fail4b
U56,5,0.4,2056.0,4.9423076923076925,34.383657199800695,69008.0,5.0,2486.0,0.9191076301258974,0.13193405630287414,0.06490384615384616,0.14128141925988302,0.9335576476519633,-0.16864880840632945,0.9454809283168291,0.9262766464135845,0.14904379836535253,0.9459277881093743,-0.16864880840632956,416,False,False,H1
U56,10,0.4,4077.0,9.80048076923077,34.383657199800695,69008.0,10.0,4917.0,0.9621780701701863,0.11315981276336817,0.11057692307692307,0.12027254519466002,0.9705167948341177,-0.15709046829743145,1.0411595871196389,0.9113090240046533,0.12616922725045776,0.9783556808029535,-0.15709046829743156,416,False,True,-
U56,15,0.4,6005.0,14.435096153846153,34.383657199800695,69008.0,15.0,7261.0,1.0542880263362246,0.11379429511915173,0.15625,0.12127321410922254,1.0675019904890048,-0.1773157559419306,1.1702651454965247,0.9800558062207017,0.12747530319975797,1.07905502817619,-0.1773157559419305,416,False,True,-
U56,20,0.4,7811.0,18.776442307692307,34.383657199800695,69008.0,20.0,9510.0,0.9927472129755543,0.0982328634188443,0.23557692307692307,0.11683040208071094,1.1172013309093767,-0.16022616658286437,1.124410077461562,1.113966568191499,0.13239558060785162,1.213540013285666,-0.16022616658286426,416,False,True,-
U56,30,0.4,11206.0,26.9375,34.383657199800695,69008.0,30.0,13645.0,0.9090304417540446,0.08052720020146897,0.27163461538461536,0.10038061408279475,1.1029266935741617,-0.13363569446036672,1.048827185852323,1.1546501495231467,0.11701834054614113,1.260074023696035,-0.13363569446036716,416,False,False,CAGR
U56,40,0.4,13709.0,32.95432692307692,34.383657199800695,69008.0,40.0,16994.0,0.8961430014853672,0.06783560937626176,0.6129807692307693,0.08519846700208489,1.1000181502746311,-0.11475953204175449,1.0629078747726746,1.1357315470375262,0.0997214978351777,1.2659377155412315,-0.11475953204175404,416,False,False,CAGR
U56,50,0.4,14269.0,34.30048076923077,34.383657199800695,69008.0,50.0,18186.0,0.9146901971201613,0.05641855191827272,0.9903846153846154,0.06947468211066132,1.1020034408022978,-0.09730967581503391,1.0786948354051344,1.1247117521886094,0.0803571569223438,1.253584179661019,-0.0973096758150338,416,False,False,CAGR
U56,5,0.6,2061.0,4.954326923076923,36.308918784255106,72872.0,5.0,2492.0,0.8949485543985957,0.14223895586248947,0.04807692307692308,0.16567132757057257,0.9527702073953158,-0.21579803927498464,0.9048401648870477,0.9993192887833533,0.185345946886059,0.9979660574571847,-0.2157980392749842,416,False,False,H1+DD
U56,10,0.6,4111.0,9.882211538461538,36.308918784255106,72872.0,10.0,4950.0,0.8694956522771132,0.11059274474968617,0.08413461538461539,0.12851493660888047,0.9284605455062797,-0.1753817335669965,0.9250802144094623,0.9369827004556103,0.1435041728004005,0.9743204603149959,-0.17538173356699638,416,False,False,H1
U56,15,0.6,6102.0,14.66826923076923,36.308918784255106,72872.0,15.0,7345.0,0.9921190694381847,0.11531739473565716,0.13221153846153846,0.1316334095248004,1.0444239096342014,-0.1917181607853775,1.079721889163442,1.0209659010156487,0.14526084840192266,1.085830005412858,-0.19171816078537784,416,False,True,-
U56,20,0.6,7977.0,19.17548076923077,36.308918784255106,72872.0,20.0,9646.0,0.9928960782278157,0.10632597073408001,0.18990384615384615,0.12632357265863292,1.0903234965107311,-0.18308335704557788,1.0959208799407179,1.0916513933292558,0.14307766013754653,1.164764331653914,-0.183083357045578,416,False,True,-
U56,30,0.6,11450.0,27.52403846153846,36.308918784255106,72872.0,30.0,13928.0,0.9171001193965957,0.08652545165951442,0.2668269230769231,0.10970168946245229,1.0937339979430631,-0.1656230923261398,1.033794435707509,1.1504387796196278,0.12917543628950479,1.2298445926707955,-0.16562309232614014,416,False,True,-
U56,40,0.6,14213.0,34.16586538461539,36.308918784255106,72872.0,40.0,17638.0,0.9417833679600556,0.07747249380895282,0.5480769230769231,0.09639277330926777,1.1182295644981872,-0.13972399131531954,1.08200894699924,1.1534987228875513,0.11223695304685566,1.2563101550967046,-0.13972399131531976,416,False,False,CAGR
