panel,con,gate,cad,band,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,CAGR0,gross_mean,turn_yr,dCAGR_ctrl,dSharpe_ctrl,p4a,f4b,p4b
SMALL439,RESPREAD,MA,W,0.01,0.07020388541238387,0.5385000251646387,-0.37302641327896147,0.5464619537343963,0.5436949331275572,0.05687218380566983,0.49585570778043386,-0.19866617175777246,0.07852139550323645,0.5635436897600193,-0.3730264132789626,0.08053013661027242,0.7501026099185886,9.599745185569256,-0.03179762463511171,-0.14065029977774102,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,W,0.04,0.07661141279882844,0.5744341747913959,-0.38407359720419576,0.5899326409719413,0.5761649697854385,0.06389421433871423,0.547616143430644,-0.18610013257567481,0.08454135579513733,0.5920532339599391,-0.3840735972041964,0.0841671468496985,0.7501103595666629,6.989668918673608,-0.025390097248667143,-0.10471615015098379,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,W,0.06,0.08433965406592736,0.6215666659087284,-0.38230348294338634,0.6632054892187054,0.6062338601285312,0.07271509427073775,0.6129475409101428,-0.18679376067974074,0.09158180422959816,0.6306838304244519,-0.382303482943387,0.09070607588831936,0.7501189393974611,5.849216208875323,-0.01766185598156822,-0.05758365903365126,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,W,0.1,0.09075271994996625,0.6624332273382311,-0.38305487895039947,0.7113231560951522,0.6431043816784157,0.08008141922348022,0.668894130836878,-0.1713485181961425,0.0973959005352314,0.6645578900202905,-0.38305487895040147,0.09565203026759694,0.7501410985416449,4.476023062108991,-0.011248790097529326,-0.016717097604148634,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,W,0.15,0.09946359260205506,0.7112394484676204,-0.3689971146475689,0.7465471656148472,0.7034809836387395,0.0868417775034569,0.7137544782164618,-0.18582153465680307,0.10733192015626258,0.7158332448280299,-0.368997114647569,0.10334856976735951,0.7501595316461798,3.5230406265524565,-0.0025379174454405184,0.03208912352524074,False,"H1,H2,OOS,DD",False
SMALL439,RESPREAD,MA,W,0.2,0.10068787657634992,0.7217821402257085,-0.3472765875258954,0.7366556820864761,0.7270662184138449,0.08662488759226794,0.7074438168743177,-0.1989325077116697,0.10946392308822883,0.7339934403950342,-0.34727658752589385,0.10396058122806062,0.750155782689225,2.965045489597052,-0.0013136334711456588,0.04263181528332882,False,"H1,H2,OOS,DD",False
SMALL439,RESPREAD,MA,M,0.01,0.08810559482482194,0.6430361282637441,-0.38981734482619124,0.687497437673976,0.6242285566945747,0.07899125583100597,0.6497379499118029,-0.1848948178543801,0.09377301467722798,0.6438834025211839,-0.38981734482619057,0.09302139634459428,0.7505189754357704,4.50598759778475,-0.009286734968384724,-0.016601352875700415,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,M,0.04,0.09266261467997694,0.6680431144059921,-0.38467362665032867,0.7045834351689674,0.6569224761332383,0.08091231644848751,0.665227135812129,-0.1813539645965897,0.09998330028886238,0.6744275144626433,-0.3846736266503299,0.09731597827262894,0.7505661470852967,4.249126609352202,-0.004729715113229727,0.00840563326654753,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,M,0.06,0.09690684106660452,0.693714317888717,-0.37758906543922455,0.7284888638119066,0.6848536698521297,0.08252651054043358,0.677844593038832,-0.17668985598756404,0.1058833749636563,0.7069396836063474,-0.37758906543922666,0.10117749371410412,0.7505885855594739,3.8845786357880168,-0.0004854887266021457,0.03407683674927242,False,"H1,H2,OOS,DD,CAGR",False
SMALL439,RESPREAD,MA,M,0.1,0.09824099486500004,0.7045648444445329,-0.37364056201486484,0.7317580114918951,0.702513936190393,0.08219717746259336,0.6829003133647341,-0.17007444426395424,0.10826822287431503,0.7212052559606988,-0.37364056201486295,0.10171028143889749,0.7506191687818378,3.1525964608913393,0.0008486650717933752,0.0449273633050884,False,"H1,H2,OOS,DD,CAGR",False
