panel,family,state,side,q,w,depth,cadence,gross,kind,nswitch_real,nruns,max_runlen_real,max_run_ratio,km_exact,ach_PRE,ach_ADJ,excess_0bps,excess_10bps,excess_25bps,seedsd_0bps,seedsd_10bps,seedsd_25bps,excess_IS,excess_OOS
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK,116,58,49,1.0,1.0,-0.02145944200067674,0.16494247746777818,0.17260240377517688,0.17158816819413525,0.17043723219423612,0.03873527455420617,0.03876245521012158,0.03884238984604032,0.07410867833102397,0.2594123252236483
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,BLOCK2,116,58,49,1.0,1.0,-0.01821572487618813,0.16736380694576886,0.16799326694580818,0.16635636255988817,0.1643557660466275,0.039654096720385695,0.039601670999014134,0.039560426349187126,0.07006768268999075,0.24939199246249644
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,UG_REAL,116,58,49,1.0,1.0,-0.006472053892768152,0.011935156418222641,0.16606195466585005,0.1648321346645989,0.16342336988537232,0.03755140058688559,0.03719849417724842,0.036673365042423106,0.07384699205764605,0.2671606670780645
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_DOM,116,58,49,8.897959183673468,1.0,0.02297517610507859,0.04656556645851918,0.17685865475026052,0.17612398185939726,0.1735330126327504,0.03211747011624979,0.032352439785197896,0.032759608951828056,0.06760521638423361,0.25452635354893716
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_SPLIT8,116,58,49,1.1428571428571428,1.0,0.008400750561383001,0.017518225722107716,0.17509830596037945,0.17414394139417388,0.17078074614088135,0.03833849950250152,0.03799955595874305,0.037517008275170904,0.07751405775978526,0.25660230993006294
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_LONE,116,58,49,1.0,1.0,-0.0025777477006367474,-0.005140115045064449,0.17133528094489525,0.1699275017070866,0.16819867291665225,0.0404047731210461,0.039972385128271254,0.03932662707108211,0.0793046669630324,0.2556870344647917
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,SM_FILL,116,58,49,1.0,1.0,-0.006613553169891415,-0.013134824202528528,0.17769366807801812,0.17562629545284858,0.17314155867624365,0.03835887872601079,0.03809840126405499,0.037733371468680325,0.08052403890871873,0.2699415413950159
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_DOM,116,58,49,8.897959183673468,1.0,0.05573979513365529,-0.010838537020517394,0.17576665218302756,0.17461692694091413,0.17228493826397406,0.03319847824787644,0.03355548504113154,0.034136482961912504,0.06722110291512645,0.252660756064918
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_SPLIT8,116,58,49,1.1428571428571428,1.0,0.07545679657940878,0.022891814574425542,0.17380899763169566,0.17132864903622036,0.16703791947440266,0.036866840102829805,0.03684053051442774,0.036831917309587084,0.07032349186456488,0.2630640176049901
U56,BREADTH-LO,BREADTH,LO,0.07,252,0.5,D,0.75,OP_LONE,116,58,49,1.0,1.0,0.046954689470608144,-0.003348149743148054,0.17087398602787462,0.16834283255144744,0.16564229062130664,0.04565114516108756,0.045462231077928204,0.04519682600726901,0.07263628738888606,0.25642967241080805
