panel,K,real_abs,null_mean,null_p95,excess,p_val,raw_abs
U56,2,0.8404866526874082,0.7400509871759181,0.7496611840921213,0.10043566551149008,0.0,0.7436178157698172
U56,3,0.8645918692094453,0.7362981957491922,0.7514087878577563,0.1282936734602531,0.0,0.7436178157698172
U56,4,0.8431015494260714,0.7337206404992588,0.7542705679042963,0.10938090892681263,0.0,0.7436178157698172
U56,5,0.8227166605956772,0.7311202563766925,0.7524835021743418,0.09159640421898463,0.0,0.7436178157698172
U56,6,0.8060524642732457,0.7253281064991707,0.7510942250324888,0.08072435777407505,0.0,0.7436178157698172
U56,8,0.8243999347170645,0.7182298307504965,0.7495170074551479,0.10617010396656801,0.0,0.7436178157698172
U56,10,0.7513605906353386,0.7155891088696616,0.7548621039308593,0.035771481765676905,0.06,0.7436178157698172
B136,2,0.8612026006273534,0.7086535506475704,0.7173621751535604,0.15254904997978302,0.0,0.7122704954369178
B136,3,0.8979727240091567,0.705040523448863,0.7212380089227628,0.1929322005602937,0.0,0.7122704954369178
B136,4,0.9219870329049379,0.7017908914190994,0.7236502736018343,0.22019614148583844,0.0,0.7122704954369178
B136,5,0.9145060480755385,0.6983346706963114,0.7203374179927361,0.2161713773792271,0.0,0.7122704954369178
B136,6,0.9247837184030779,0.69546490557466,0.7204538138061904,0.22931881282841793,0.0,0.7122704954369178
B136,8,0.9150749056642211,0.6866943316981542,0.7164934820518419,0.22838057396606692,0.0,0.7122704954369178
B136,10,0.8979907186903675,0.6805876726802472,0.7151712317614406,0.21740304601012028,0.0,0.7122704954369178
SMALL439,2,0.5592123846079131,0.27310730243561177,0.28911751639444944,0.28610508217230135,0.0,0.27412545548591255
SMALL439,3,0.6851041205747451,0.2696287603056411,0.2924127987051772,0.41547536026910403,0.0,0.27412545548591255
SMALL439,4,0.7583510716342652,0.2722309747863803,0.297079477877184,0.4861200968478849,0.0,0.27412545548591255
SMALL439,5,0.7705293442103262,0.2683871098359685,0.2988238383186737,0.5021422343743577,0.0,0.27412545548591255
SMALL439,6,0.7754578039183923,0.26806305511057343,0.3005943359835018,0.5073947488078188,0.0,0.27412545548591255
SMALL439,8,0.7928079703481212,0.25982575876513264,0.30299138310143753,0.5329822115829885,0.0,0.27412545548591255
SMALL439,10,0.8193926796684263,0.26093151716148916,0.3030559956054266,0.5584611625069371,0.0,0.27412545548591255
POOLED,2,0.7406890621151558,0.5122742521766203,0.5167363221657794,0.22841480993853558,0.0,0.5130754883941299
POOLED,3,0.7973941727048356,0.5114225588266467,0.5168587045792353,0.2859716138781889,0.0,0.5130754883941299
POOLED,4,0.8427019312009886,0.5113022790202482,0.5186369487542695,0.3313996521807404,0.0,0.5130754883941299
POOLED,5,0.8412917566837512,0.509571271721036,0.5181062041369092,0.3317204849627152,0.0,0.5130754883941299
POOLED,6,0.8655280334602198,0.5080355905645816,0.5184596052024826,0.3574924428956382,0.0,0.5130754883941299
POOLED,8,0.870611325171772,0.5075528518635308,0.5184002466276404,0.36305847330824115,0.0,0.5130754883941299
POOLED,10,0.8660259716677325,0.5060771889945218,0.5181474639833863,0.35994878267321073,0.0,0.5130754883941299
