panel,cost,n,gross,Ebar,n_over_Ebar,fill,cap_fill,tie_days,max_gross,realised_gross,identity,cap_residual,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,IS_CAGR,IS_Sharpe,IS_MaxDD,IS_H1,IS_H2,pass4a_rec,pass4b_rec,pass4a_oos,pass4b_oos,pass4a_is,pass4b_is
BSTK100-control,10,5,0.5,68.44430844553244,0.07305209320624474,0.9946144430844553,0.9946144430844553,0,0.5,0.4973072215422277,0.0,0.0,0.02790866343089138,0.3512697805667408,-0.21719106105415875,0.6298104431984758,0.1154418735906218,0.0235185400019029,0.29560176822346595,-0.2171910610541602,0.6339829419077143,-0.054162204204452426,0.03505700314169635,0.45293855931678245,-0.1585786997737183,0.9250564491018772,-0.09983368747260768,False,False,False,False,False,False
BSTK100-control,10,10,0.5,68.44430844553244,0.14610418641248948,0.9942472460220317,0.9942472460220317,0,0.49999999999999994,0.49712362301101587,0.0,0.0,0.0393703832607919,0.5128791592318546,-0.1469305452795463,0.6909184704551464,0.35418748713597825,0.03709936011232218,0.47824598621205006,-0.1469305452795462,0.6899604855118583,0.24024664467248286,0.043058115749783576,0.5723214432248558,-0.10161092879021283,0.9119836693442696,0.1921029040334949,False,False,False,False,False,False
BSTK100-control,10,15,0.5,68.44430844553244,0.2191562796187342,0.9934720522235823,0.9934720522235823,0,0.49999999999999994,0.496736026111791,1.1102230246251565e-16,0.0,0.041790805502849526,0.55668925248655,-0.13788332407704507,0.706862591406402,0.41985734144247283,0.035601686868413696,0.4773593580634646,-0.13788332407704507,0.6884330919361474,0.24079216986488652,0.05189059678879704,0.6886178708568714,-0.08326707442105963,1.0528092484017302,0.28042225693947354,False,False,False,False,False,False
BSTK100-control,10,20,0.5,68.44430844553244,0.29220837282497897,0.9913096695226438,0.9913096695226438,0,0.5000000000000001,0.49565483476132194,5.551115123125783e-17,0.0,0.04247227488176675,0.5777747918733959,-0.13643048092639276,0.7186130840509987,0.44919590014168465,0.038528539432431064,0.524313596629488,-0.13643048092639376,0.8370099445862089,0.17122361425392146,0.04888965133108636,0.6665014089550455,-0.09676953561214097,0.8516351131589996,0.46152470165502046,False,False,False,False,False,False
BSTK100-control,10,25,0.5,68.44430844553244,0.3652604660312237,0.9879559363525092,0.9879559363525092,0,0.5000000000000001,0.49397796817625467,5.551115123125783e-17,0.0,0.05035524838988281,0.6855803870762827,-0.12794633444504666,0.7877472184751109,0.5938766444095699,0.04688226051057276,0.6344474714501209,-0.12794633444504644,0.8860012587684785,0.34854786049876496,0.05600306904405006,0.7714016340315392,-0.08227575803562537,0.9597663519563171,0.5661821113132787,False,False,False,False,False,False
BSTK100-control,10,30,0.5,68.44430844553244,0.4383125592374684,0.9823337413300693,0.9823337413300693,0,0.49999999999999994,0.4911668706650346,5.551115123125783e-17,0.0,0.05320626798600414,0.7334295882995718,-0.127056986892918,0.7839120028459782,0.6882436685844096,0.05293957092415891,0.7226355603349683,-0.1270569868929181,0.8844491703120928,0.5376805630528058,0.053638240296612905,0.7513999440547168,-0.08208609128409938,0.9335935595062668,0.5551215012982217,False,False,False,False,False,False
BSTK100-control,10,40,0.5,68.44430844553244,0.5844167456499579,0.969124847001224,0.969124847001224,0,0.5000000000000002,0.48456242350061207,5.551115123125783e-17,0.0,0.057135207400234256,0.8088010114942621,-0.1297390951030386,0.883546203201852,0.7424264214280063,0.05813784600455385,0.8094813819285297,-0.12973909510303838,0.9980580253494653,0.5896095480621582,0.05551377474575836,0.8078948585713646,-0.0823771228683936,0.9797273236105115,0.6265946405987243,False,False,False,False,False,False
BSTK100-control,10,50,0.5,68.44430844553244,0.7305209320624474,0.9529742962056303,0.9529742962056303,0,0.5000000000000002,0.4764871481028153,1.1102230246251565e-16,0.0,0.06172137798321886,0.9020335461423548,-0.1264974592875473,0.9849108798848568,0.8262422187898634,0.06269372951075947,0.9033851324786614,-0.1264974592875472,1.0599663187373085,0.721711298619013,0.06014885743488829,0.8998632458761611,-0.08138760432943082,1.0638619229711572,0.7263910818506528,False,False,False,False,False,False
BSTK100-control,10,60,0.5,68.44430844553244,0.8766251184749368,0.9301509587923297,0.9301509587923297,0,0.5000000000000007,0.4650754793961655,6.661338147750939e-16,0.0,0.06434295220612096,0.981791909465889,-0.11340426241278556,1.0059907455226356,0.9589021462569692,0.06852969296894784,1.0333143054521616,-0.11340426241278545,1.1814518549826054,0.8624786324220824,0.05759864558843475,0.8963475999307469,-0.0747799878237384,1.0808882871031427,0.7027361074219183,False,False,False,False,False,False
BSTK100-control,10,75,0.5,68.44430844553244,1.095781398093671,0.8667319461444308,0.8667319461444308,0,0.49999999999999933,0.4333659730722148,6.106226635438361e-16,0.0,0.06212903027819383,1.0366020802395906,-0.10382639941395688,1.1278209211350707,0.9467797722566645,0.0634328717144621,1.0538959849654113,-0.10382639941395688,1.2005855261297618,0.8840007674189648,0.060021272449614305,1.008050518188315,-0.06343927568021268,1.281227295593819,0.7212976869639167,False,False,False,False,False,False
BSTK100-control,10,100,0.5,68.44430844553244,1.4610418641248948,0.6844430844553244,0.6844430844553244,0,0.4800000000000003,0.3422215422276624,1.6653345369377348e-16,0.0,0.05037380747731812,1.0731993629202428,-0.08507342267559093,1.1584336456721251,0.988805769657785,0.05197104774343453,1.1009564045704718,-0.08507342267559082,1.2668357239204129,0.9061460179106865,0.04779273764886871,1.0274343379558253,-0.04860386865891442,1.2992158872108552,0.7352079529769434,False,False,False,False,False,False
BSTK100-control,10,5,0.75,68.44430844553244,0.07305209320624474,0.9946144430844553,0.9946144430844553,0,0.75,0.7459608323133415,0.0,0.0,0.039086668937153846,0.3516867251006141,-0.3101223736690988,0.6326652085720289,0.11411156809403318,0.031971227218931864,0.29456115923901716,-0.3101223736690991,0.6327667260643816,-0.056494504435786005,0.05071198954503675,0.45614878527961733,-0.2302990153108344,0.9276259442302638,-0.09560076730124675,False,False,False,False,False,False
BSTK100-control,10,10,0.75,68.44430844553244,0.14610418641248948,0.9942472460220317,0.9942472460220317,0,0.7499999999999999,0.7456854345165238,0.0,0.0,0.05712148840474751,0.5134630584772045,-0.21569125430055003,0.6923487311529696,0.35432704250433356,0.05348378916775176,0.478198441695794,-0.2156912543005498,0.689699905610267,0.23947379956637743,0.06303821205060278,0.5741002342332421,-0.15037627196653558,0.9145172354156994,0.19314930306866696,False,False,False,False,False,False
BSTK100-control,10,15,0.75,68.44430844553244,0.2191562796187342,0.9934720522235823,0.9934720522235823,0,0.7500000000000001,0.7451040391676866,0.0,0.0,0.060986131797313714,0.5572312532294381,-0.20308801900971063,0.708490171791647,0.41963980136678974,0.05140289107470997,0.47716363881329704,-0.20308801900971052,0.6876181686870866,0.2404605597445579,0.0766886365163848,0.6905590289206809,-0.12410087915475332,1.0552200919328445,0.281865668839793,False,False,False,False,False,False
