L,pstar,scope,n_win,slope,t_all,r2,n_disj,t_disj,cross_fit,cross_strict,cross_decile,fit_at_IS22,fit_at_OOS34
2,0.8,POOLED,376,0.009288817849608038,11.403521696265578,0.2579958492432284,16,1.3585732368440497,44.92919098693722,,,0.5879438032684267,0.69569409032388
2,0.9,POOLED,376,0.009288817849608038,11.403521696265578,0.2579958492432284,16,1.3585732368440497,55.69482355924777,,,0.5879438032684267,0.69569409032388
2,0.95,POOLED,376,0.009288817849608038,11.403521696265578,0.2579958492432284,16,1.3585732368440497,61.07763984540305,,,0.5879438032684267,0.69569409032388
2,0.8,universe.json(56),188,0.01104983620236918,11.20484123413412,0.4029821371229738,8,3.7110996916648333,38.912326462426215,,,0.6142265464094334,0.742404646356916
2,0.9,universe.json(56),188,0.01104983620236918,11.20484123413412,0.4029821371229738,8,3.7110996916648333,47.96223436771799,,,0.6142265464094334,0.742404646356916
2,0.95,universe.json(56),188,0.01104983620236918,11.20484123413412,0.4029821371229738,8,3.7110996916648333,52.487188320363856,,,0.6142265464094334,0.742404646356916
2,0.8,universe_broad.json,188,0.007527580493019391,5.953668575188518,0.1600667538423014,8,0.8117075085392735,53.76233792656813,,,0.5616592026605778,0.6489791363796027
2,0.9,universe_broad.json,188,0.007527580493019391,5.953668575188518,0.1600667538423014,8,0.8117075085392735,67.0468189218539,,,0.5616592026605778,0.6489791363796027
2,0.95,universe_broad.json,188,0.007527580493019391,5.953668575188518,0.1600667538423014,8,0.8117075085392735,73.68905941949677,,,0.5616592026605778,0.6489791363796027
3,0.8,POOLED,352,0.004387599763582391,6.102326025776639,0.0961639769374194,10,0.7690629767280628,65.33635656700852,,,0.6102961721484295,0.6611923294059853
3,0.9,POOLED,352,0.004387599763582391,6.102326025776639,0.0961639769374194,10,0.7690629767280628,88.12786112264554,,,0.6102961721484295,0.6611923294059853
3,0.95,POOLED,352,0.004387599763582391,6.102326025776639,0.0961639769374194,10,0.7690629767280628,99.52361340046404,,,0.6102961721484295,0.6611923294059853
3,0.8,universe.json(56),176,0.006662801770905528,8.387096488424707,0.28788742033944736,5,1.4997270741327633,48.076669339328504,,,0.6269226015236948,0.704211102066199
3,0.9,universe.json(56),176,0.006662801770905528,8.387096488424707,0.28788742033944736,5,1.4997270741327633,63.08537039909441,,,0.6269226015236948,0.704211102066199
3,0.95,universe.json(56),176,0.006662801770905528,8.387096488424707,0.28788742033944736,5,1.4997270741327633,70.58972092897736,,,0.6269226015236948,0.704211102066199
3,0.8,universe_broad.json,176,0.0021122341464196955,1.8129207867120907,0.0185387968566747,5,0.36488940802181963,119.78436766353677,,,0.5936677430496617,0.6181696591481303
3,0.9,universe_broad.json,176,0.0021122341464196955,1.8129207867120907,0.0185387968566747,5,0.36488940802181963,167.12760381446407,,,0.5936677430496617,0.6181696591481303
3,0.95,universe_broad.json,176,0.0021122341464196955,1.8129207867120907,0.0185387968566747,5,0.36488940802181963,190.79922188992768,,,0.5936677430496617,0.6181696591481303
4,0.8,POOLED,328,0.005090255249087206,7.066346994062,0.1328247994382724,7,0.04387589954179628,57.86572325133989,,,0.6179433394824669,0.6769903003718785
