badness,split,IS_years,IS_bad,IS_share,IS_dayshare,OOS_years,OOS_bad,OOS_share,OOS_dayshare,gap_share,gap_dayshare,abs_gap
ret<0,2011-12-31,4,1,0.25,0.25074331020812685,15,2,0.13333333333333333,0.13604336043360435,0.11666666666666667,0.1146999497745225,0.11666666666666667
ret<0,2012-12-31,5,1,0.2,0.20095313741064336,14,2,0.14285714285714285,0.14593023255813953,0.05714285714285716,0.05502290485250383,0.05714285714285716
ret<0,2013-12-31,6,1,0.16666666666666666,0.16743878226340173,13,2,0.15384615384615385,0.15746549560853199,0.012820512820512803,0.00997328665486974,0.012820512820512803
ret<0,2014-12-31,7,1,0.14285714285714285,0.14350538854225753,12,2,0.16666666666666666,0.1709809264305177,-0.023809523809523808,-0.027475537888260182,0.023809523809523808
ret<0,2015-12-31,8,1,0.125,0.12555831265508685,11,2,0.18181818181818182,0.1870342771982116,-0.05681818181818182,-0.06147596454312476,0.05681818181818182
ret<0,2016-12-31,9,1,0.1111111111111111,0.11160123511248346,10,2,0.2,0.20641447368421054,-0.0888888888888889,-0.09481323857172708,0.0888888888888889
ret<0,2017-12-31,10,1,0.1,0.10047656870532168,9,2,0.2222222222222222,0.23016964695093994,-0.1222222222222222,-0.12969307824561827,0.1222222222222222
ret<0,2018-12-31,11,2,0.18181818181818182,0.1820151679306609,8,1,0.125,0.1300518134715026,0.05681818181818182,0.051963354459158284,0.05681818181818182
ret<0,2019-12-31,12,2,0.16666666666666666,0.16683217477656406,7,1,0.14285714285714285,0.14958283671036948,0.023809523809523808,0.01724933806619458,0.023809523809523808
ret<0,2020-12-31,13,2,0.15384615384615385,0.15394013439218082,6,1,0.16666666666666666,0.17614035087719299,-0.012820512820512803,-0.022200216485012164,0.012820512820512803
ret<0,2021-12-31,14,2,0.14285714285714285,0.14293817356778218,5,1,0.2,0.21398124467178176,-0.05714285714285716,-0.07104307110399957,0.05714285714285716
dd<=-10,2011-12-31,4,4,1.0,1.0,15,5,0.3333333333333333,0.34065040650406503,0.6666666666666667,0.659349593495935,0.6666666666666667
dd<=-10,2012-12-31,5,4,0.8,0.8014297061159651,14,5,0.35714285714285715,0.36540697674418604,0.4428571428571429,0.43602272937177905,0.4428571428571429
dd<=-10,2013-12-31,6,4,0.6666666666666666,0.6677696889477167,13,5,0.38461538461538464,0.39429109159347553,0.282051282051282,0.2734785973542412,0.282051282051282
dd<=-10,2014-12-31,7,4,0.5714285714285714,0.572319909245604,12,5,0.4166666666666667,0.42813351498637603,0.1547619047619047,0.14418639425922802,0.1547619047619047
dd<=-10,2015-12-31,8,5,0.625,0.6258064516129033,11,4,0.36363636363636365,0.37444113263785395,0.26136363636363635,0.2513653189750493,0.26136363636363635
dd<=-10,2016-12-31,9,5,0.5555555555555556,0.5562417291574768,10,4,0.4,0.41324013157894735,0.15555555555555556,0.14300159757852948,0.15555555555555556
dd<=-10,2017-12-31,10,5,0.5,0.5007942811755361,9,4,0.4444444444444444,0.4607977991746905,0.05555555555555558,0.03999648200084566,0.05555555555555558
dd<=-10,2018-12-31,11,6,0.5454545454545454,0.5460455037919827,8,3,0.375,0.39067357512953366,0.17045454545454541,0.15537192866244903,0.17045454545454541
dd<=-10,2019-12-31,12,6,0.5,0.5004965243296922,7,3,0.42857142857142855,0.44934445768772346,0.07142857142857145,0.051152066641968696,0.07142857142857145
dd<=-10,2020-12-31,13,7,0.5384615384615384,0.5390959071472206,6,2,0.3333333333333333,0.35157894736842105,0.20512820512820512,0.1875169597787995,0.20512820512820512
dd<=-10,2021-12-31,14,7,0.5,0.5005672149744753,5,2,0.4,0.42710997442455245,0.09999999999999998,0.07345724054992286,0.09999999999999998
dd<=-15,2011-12-31,4,4,1.0,1.0,15,4,0.26666666666666666,0.27235772357723576,0.7333333333333334,0.7276422764227642,0.7333333333333334
dd<=-15,2012-12-31,5,4,0.8,0.8014297061159651,14,4,0.2857142857142857,0.2921511627906977,0.5142857142857143,0.5092785433252673,0.5142857142857143
dd<=-15,2013-12-31,6,4,0.6666666666666666,0.6677696889477167,13,4,0.3076923076923077,0.3152446675031368,0.3589743589743589,0.3525250214445799,0.3589743589743589
dd<=-15,2014-12-31,7,4,0.5714285714285714,0.572319909245604,12,4,0.3333333333333333,0.3423024523160763,0.23809523809523808,0.23001745692952774,0.23809523809523808
dd<=-15,2015-12-31,8,4,0.5,0.5007444168734492,11,4,0.36363636363636365,0.37444113263785395,0.13636363636363635,0.12630328423559523,0.13636363636363635
dd<=-15,2016-12-31,9,4,0.4444444444444444,0.4450816056462285,10,4,0.4,0.41324013157894735,0.0444444444444444,0.03184147406728116,0.0444444444444444
dd<=-15,2017-12-31,10,4,0.4,0.40071485305798255,9,4,0.4444444444444444,0.4607977991746905,-0.0444444444444444,-0.06008294611670795,0.0444444444444444
dd<=-15,2018-12-31,11,5,0.45454545454545453,0.4550379198266522,8,3,0.375,0.39067357512953366,0.07954545454545453,0.06436434469711855,0.07954545454545453
dd<=-15,2019-12-31,12,5,0.4166666666666667,0.4170804369414101,7,3,0.42857142857142855,0.44934445768772346,-0.011904761904761862,-0.03226402074631335,0.011904761904761862
dd<=-15,2020-12-31,13,6,0.46153846153846156,0.4621258399511301,6,2,0.3333333333333333,0.35157894736842105,0.12820512820512825,0.11054689258270906,0.12820512820512825
dd<=-15,2021-12-31,14,6,0.42857142857142855,0.42909812819058424,5,2,0.4,0.42710997442455245,0.028571428571428525,0.001988153766031786,0.028571428571428525
dd<=-20,2011-12-31,4,2,0.5,0.5004955401387512,15,2,0.13333333333333333,0.13658536585365855,0.3666666666666667,0.36391017428509265,0.3666666666666667
dd<=-20,2012-12-31,5,2,0.4,0.4011119936457506,14,2,0.14285714285714285,0.14651162790697675,0.2571428571428572,0.25460036573877387,0.2571428571428572
dd<=-20,2013-12-31,6,2,0.3333333333333333,0.33421575115817337,13,2,0.15384615384615385,0.15809284818067754,0.17948717948717946,0.17612290297749583,0.17948717948717946
dd<=-20,2014-12-31,7,2,0.2857142857142857,0.2864435621100397,12,2,0.16666666666666666,0.17166212534059946,0.11904761904761904,0.11478143676944022,0.11904761904761904
dd<=-20,2015-12-31,8,2,0.25,0.2506203473945409,11,2,0.18181818181818182,0.18777943368107303,0.06818181818181818,0.0628409137134679,0.06818181818181818
dd<=-20,2016-12-31,9,2,0.2222222222222222,0.2227613586237318,10,2,0.2,0.20723684210526316,0.0222222222222222,0.015524516518468645,0.0222222222222222
dd<=-20,2017-12-31,10,2,0.2,0.2005559968228753,9,2,0.2222222222222222,0.2310866574965612,-0.0222222222222222,-0.0305306606736859,0.0222222222222222
dd<=-20,2018-12-31,11,2,0.18181818181818182,0.18237630913687253,8,2,0.25,0.261139896373057,-0.06818181818181818,-0.07876358723618448,0.06818181818181818
dd<=-20,2019-12-31,12,2,0.16666666666666666,0.16716319099635882,7,2,0.2857142857142857,0.300357568533969,-0.11904761904761904,-0.13319437753761018,0.11904761904761904
dd<=-20,2020-12-31,13,3,0.23076923076923078,0.23152107513744655,6,1,0.16666666666666666,0.17614035087719299,0.06410256410256412,0.05538072426025356,0.06410256410256412
dd<=-20,2021-12-31,14,3,0.21428571428571427,0.2149744753261486,5,1,0.2,0.21398124467178176,0.014285714285714263,0.00099323065436685,0.014285714285714263
