sel,panel,cost,gross_mode,ctl_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,pick,pick_book,pick_constr,n_admitted,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,beat_ctl,beat_spy,beat_v1,oos_rank
S2,u56,10.0,m53,1.1358638696883425,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,TOP5/stop15,TOP5,TOP5/stop,55,0.1533799461526153,0.9959961805911813,-0.23719941689023216,False,True,True,107.0
S3,u56,10.0,m53,1.1358638696883425,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,TOP20/ebud-0.20,TOP20,TOP20/bud,54,0.11748906555300587,1.1670198154930764,-0.16147212459260873,True,True,True,53.0
S0,u56,25.0,m53,1.1247849824766045,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP5/abs12-dg,TOP5,TOP5/gate,136,0.15254686899246606,0.9506551633700242,-0.21490341452756412,False,True,True,84.0
S1,u56,25.0,m53,1.1247849824766045,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,(none),(none),(none),0,,,,,,,
S2,u56,25.0,m53,1.1247849824766045,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP40/ebud-0.10,TOP40,TOP40/bud,26,0.0949065953890098,1.0929118330877228,-0.15712988775273007,False,True,True,46.0
S3,u56,25.0,m53,1.1247849824766045,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP40/ebud-0.10,TOP40,TOP40/bud,26,0.0949065953890098,1.0929118330877228,-0.15712988775273007,False,True,True,46.0
S0,u56,10.0,m75,1.135738247800798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,TOP5/ddctl-8/.5/high,TOP5,TOP5/dd,136,0.21404763769176105,0.9834637731548878,-0.30031554737348776,False,True,True,108.0
S1,u56,10.0,m75,1.135738247800798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,TOP20/control,TOP20,TOP20/ctl,31,0.1670523213293693,1.1676824456017945,-0.22290244363575262,True,True,True,54.0
S2,u56,10.0,m75,1.135738247800798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,SLV50/ebud-0.10,SLV50,SLV50/bud,55,0.08947034339777238,1.315852394956949,-0.1305504740432034,True,True,True,10.0
S3,u56,10.0,m75,1.135738247800798,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,SLV50/ebud-0.10,SLV50,SLV50/bud,24,0.08947034339777238,1.315852394956949,-0.1305504740432034,True,True,True,10.0
S0,u56,25.0,m75,1.125041621951396,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP5/abs12-dg,TOP5,TOP5/gate,136,0.21400358210763604,0.9539126081133705,-0.29399460720368187,False,True,True,84.0
S1,u56,25.0,m75,1.125041621951396,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP40/ebud-0.10,TOP40,TOP40/bud,15,0.13486640610962608,1.0939556767808032,-0.21770198836413712,False,True,True,48.0
S2,u56,25.0,m75,1.125041621951396,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,TOP40/ebud-0.10,TOP40,TOP40/bud,27,0.13486640610962608,1.0939556767808032,-0.21770198836413712,False,True,True,48.0
S3,u56,25.0,m75,1.125041621951396,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,SLV25/ebud-0.10,SLV25,SLV25/bud,12,0.10978497819495914,1.181291906852308,-0.17421638341303636,True,True,True,24.0
S0,broad,10.0,native,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,136,0.08942380103926051,1.310959595040559,-0.13552457308742205,True,True,True,3.0
S1,broad,10.0,native,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV25/ebud-0.10,SLV25,SLV25/bud,35,0.11458047899729773,1.1941712101157063,-0.19501730913564497,True,True,True,24.0
S2,broad,10.0,native,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,63,0.08942380103926051,1.310959595040559,-0.13552457308742205,True,True,True,3.0
S3,broad,10.0,native,1.1022031339130582,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,28,0.08942380103926051,1.310959595040559,-0.13552457308742205,True,True,True,3.0
S0,broad,25.0,native,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,136,0.11057833908994774,1.1559895495576566,-0.19544728889153273,True,True,True,11.0
S1,broad,25.0,native,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,6,0.11057833908994774,1.1559895495576566,-0.19544728889153273,True,True,True,11.0
S2,broad,25.0,native,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,19,0.11057833908994774,1.1559895495576566,-0.19544728889153273,True,True,True,11.0
S3,broad,25.0,native,1.0913501695849346,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV50/ebud-0.10,SLV50,SLV50/bud,13,0.08319985689927045,1.2249409268349118,-0.13609945791361955,True,True,True,3.0
S0,broad,10.0,m53,1.103318026792612,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,136,0.0631085378960956,1.3081496596839457,-0.09760134443771873,True,True,True,3.0
S1,broad,10.0,m53,1.103318026792612,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,TOP10/ebud-0.10,TOP10,TOP10/bud,16,0.12318480619566397,0.8146870803589675,-0.22023156172343428,False,False,True,108.0
S2,broad,10.0,m53,1.103318026792612,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,83,0.0631085378960956,1.3081496596839457,-0.09760134443771873,True,True,True,3.0
S3,broad,10.0,m53,1.103318026792612,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,67,0.0631085378960956,1.3081496596839457,-0.09760134443771873,True,True,True,3.0
S0,broad,25.0,m53,1.092030090004796,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,136,0.07794312904913969,1.1565822309870208,-0.14125247462770663,True,True,True,11.0
S1,broad,25.0,m53,1.092030090004796,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,TOP10/band3-dg,TOP10,TOP10/gate,3,0.09728240115343323,0.7300454170107026,-0.17773669652687485,False,False,True,92.0
S2,broad,25.0,m53,1.092030090004796,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,28,0.07794312904913969,1.1565822309870208,-0.14125247462770663,True,True,True,11.0
S3,broad,25.0,m53,1.092030090004796,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,25,0.07794312904913969,1.1565822309870208,-0.14125247462770663,True,True,True,11.0
S0,broad,10.0,m75,1.1022043897049516,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,136,0.09035647198728447,1.3110720112629073,-0.13684192962198316,True,True,True,3.0
S1,broad,10.0,m75,1.1022043897049516,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV25/ebud-0.10,SLV25,SLV25/bud,33,0.11477686584125535,1.1941648438425814,-0.19532312102116356,True,True,True,25.0
S2,broad,10.0,m75,1.1022043897049516,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,57,0.09035647198728447,1.3110720112629073,-0.13684192962198316,True,True,True,3.0
S3,broad,10.0,m75,1.1022043897049516,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5762505378038233,0.05941502665859644,-0.2119126361153264,SLV50/ebud-0.10,SLV50,SLV50/bud,24,0.09035647198728447,1.3110720112629073,-0.13684192962198316,True,True,True,3.0
S0,broad,25.0,m75,1.0913511222812937,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,136,0.1107674370432199,1.1559852050306916,-0.19575358487622374,True,True,True,13.0
S1,broad,25.0,m75,1.0913511222812937,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,8,0.1107674370432199,1.1559852050306916,-0.19575358487622374,True,True,True,13.0
S2,broad,25.0,m75,1.0913511222812937,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV25/ebud-0.10,SLV25,SLV25/bud,19,0.1107674370432199,1.1559852050306916,-0.19575358487622374,True,True,True,13.0
S3,broad,25.0,m75,1.0913511222812937,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.15539928865606328,0.011143568780353386,-0.26721084947028584,SLV50/ebud-0.10,SLV50,SLV50/bud,11,0.08407034262177304,1.2251402751452958,-0.1374215285592313,True,True,True,2.0
S0,small,10.0,native,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,EWall/control,EWall,EWall/ctl,102,0.10089643214031607,0.6366624355474834,-0.36166373582084055,False,False,True,43.0
S1,small,10.0,native,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S2,small,10.0,native,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S3,small,10.0,native,0.6366624355474834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S0,small,25.0,native,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,EWall/ddctl-8/.5/recover,EWall,EWall/dd,102,0.07553049086706154,0.6830863344772165,-0.23421384151565972,True,False,True,8.0
S1,small,25.0,native,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S2,small,25.0,native,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S3,small,25.0,native,0.6206770724346838,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S0,small,10.0,m53,0.6378865246622891,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,EWall/control,EWall,EWall/ctl,102,0.07376054741290572,0.6378865246622891,-0.2657960406857357,False,False,True,43.0
S1,small,10.0,m53,0.6378865246622891,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S2,small,10.0,m53,0.6378865246622891,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S3,small,10.0,m53,0.6378865246622891,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S0,small,25.0,m53,0.6215933857353036,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,EWall/control,EWall,EWall/ctl,102,0.07160283146066782,0.6215933857353036,-0.2679410769095044,False,False,True,30.0
S1,small,25.0,m53,0.6215933857353036,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S2,small,25.0,m53,0.6215933857353036,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S3,small,25.0,m53,0.6215933857353036,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S0,small,10.0,m75,0.6366630279971514,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,EWall/ddctl-8/.5/high,EWall,EWall/dd,102,0.09789277833354304,0.6620812865444167,-0.32142046604796337,True,False,True,37.0
S1,small,10.0,m75,0.6366630279971514,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S2,small,10.0,m75,0.6366630279971514,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S3,small,10.0,m75,0.6366630279971514,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.5806618551671671,0.07921670849894169,-0.3283573771619781,(none),(none),(none),0,,,,,,,
S0,small,25.0,m75,0.6206775777170703,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,EWall/ddctl-8/.5/high,EWall,EWall/dd,102,0.10422492618162527,0.6976655196378581,-0.3252082114004723,True,False,True,3.0
S1,small,25.0,m75,0.6206775777170703,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S2,small,25.0,m75,0.6206775777170703,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
S3,small,25.0,m75,0.6206775777170703,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.250067051410945,0.026724735037732872,-0.43035606447187935,(none),(none),(none),0,,,,,,,
