scale,m,j,bps,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,keep4a,keep4b,fail4a,fail4b,c
literal,0,1,10,0.7169208181481271,0.12913774230895658,1.1152908131747679,-0.18153242733921637,1.1007324878261757,1.133773795814783,1.0145577523532958,0.14638604080206474,1.1923643335343859,-0.18153242733921604,6.258422086707849,False,True,"H1,H2,DD",,
literal,0,1,25,0.7169208181481271,0.11859324486444178,1.0336482573725543,-0.18265951882079157,1.014722459909791,1.0554116723980673,0.9280157045526649,0.13558046660782064,1.1140939360573245,-0.18265951882079157,6.258422086707849,False,True,"H1,H2,DD",,
literal,0,2,10,0.7168023549952153,0.12676913014165025,1.0954879659696242,-0.18029324428662163,1.0829593513740685,1.1119029083541878,0.9859048060962915,0.14449888729013227,1.1791449493398232,-0.1802932442866214,8.318644769408362,False,True,"H1,H2,DD",,
literal,0,2,25,0.7168023549952153,0.11280373673531785,0.9870983238085014,-0.18152529743503398,0.9672157698207569,1.00926455177094,0.8698927641203894,0.13033829897907823,1.0761038533045828,-0.18152529743503398,8.318644769408362,False,True,"H1,H2,DD",,
literal,0,3,10,0.7168043157797892,0.12744490747604975,1.0989892799676073,-0.18308348697878107,1.0981208676736447,1.1058469791074073,1.0033435262280612,0.1441296643659551,1.172264434781016,-0.18308348697878107,9.305159456227907,False,True,"H1,H2,DD",,
literal,0,3,25,0.7168043157797892,0.11182446228726484,0.9778862010483277,-0.18440712200737264,0.9682846404019653,0.9915272286921923,0.8731990428473034,0.1283221821487215,1.0574473689459738,-0.18440712200737253,9.305159456227907,False,True,"H1,H2,DD",,
literal,0,5,10,0.7168037181051803,0.12654039160189856,1.0917246409795804,-0.18308348697878063,1.088664736026192,1.100460862963664,0.9933080883494216,0.14347163569822796,1.167004113287507,-0.18308348697878107,9.611828104688412,False,True,"H1,H2,DD",,
literal,0,5,25,0.7168037181051803,0.11042175638513774,0.9666693976356217,-0.1844071220073723,0.954049449891601,0.9828628172384885,0.8582520885418222,0.12722044006789468,1.0489202901091237,-0.18440712200737241,9.611828104688412,False,False,"H1,H2,DD",H1,
literal,0,999,10,0.7168040095692239,0.12673285670993506,1.0930792095925859,-0.1830834869787813,1.0882791557222313,1.1033176366909256,0.9928968404730495,0.14386387422203306,1.1696565789524938,-0.18308348697878107,9.632867256577608,False,True,"H1,H2,DD",,
literal,0,999,25,0.7168040095692239,0.11057630001310237,0.9677572111945112,-0.1844071220073723,0.9535500018905777,0.9853191700900167,0.8577174907477432,0.12755486061286203,1.051198219283783,-0.18440712200737241,9.632867256577608,False,False,"H1,H2,DD",H1,
