episode,bar,panel,pick,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,cap,floor,V2_OOS_Sharpe,V2_OOS_CAGR,V2_OOS_MaxDD,V1_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,pass4a,pass4b,fail4b
NONE,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,-0.2023,0.10614169999999999,1.2782424661570655,0.09474682024310699,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
NONE,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,-0.2023,0.10614169999999999,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
NONE,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,-0.20230341170038982,0.10732189974447645,1.2782424661570655,0.09474682024310699,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
NONE,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,-0.20230341170038982,0.10732189974447645,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
COVID_TIGHT,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.14072210191560308,1.4547682960026942,-0.11764918057320661,1.8006784621846954,1.107100391117555,-0.2023,0.10614169999999999,1.5094643896157602,0.10753498163811326,-0.07224167604895604,0.8742976255554544,0.1843535232014104,1.1466329853256736,-0.2449639755587768,False,True,-
COVID_TIGHT,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.13174858083447205,1.40552386712304,-0.11168656212775008,1.773857898356325,0.995404680061567,-0.2023,0.10614169999999999,1.3416047328698635,0.09183495796525931,-0.09282730117254656,0.6684509465730911,0.1843535232014104,1.1466329853256736,-0.2449639755587768,False,True,-
COVID_TIGHT,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.14072210191560308,1.4547682960026942,-0.11764918057320661,1.8006784621846954,1.107100391117555,-0.14697838533526608,0.12904746624098729,1.5094643896157602,0.10753498163811326,-0.07224167604895604,0.8742976255554544,0.1843535232014104,1.1466329853256736,-0.2449639755587768,False,True,-
COVID_TIGHT,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.13174858083447205,1.40552386712304,-0.11168656212775008,1.773857898356325,0.995404680061567,-0.14697838533526608,0.12904746624098729,1.3416047328698635,0.09183495796525931,-0.09282730117254656,0.6684509465730911,0.1843535232014104,1.1466329853256736,-0.2449639755587768,False,True,-
COVID_DD,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.1298967891713465,1.3542704600033835,-0.11764918057320684,1.4329800348904276,1.2718309213669359,-0.2023,0.10614169999999999,1.400050753924857,0.09857827635250471,-0.07224167604895715,0.8115327123524242,0.16108760347188333,1.0409395538039516,-0.24496397555877647,False,True,-
COVID_DD,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.12609090918876853,1.3487749475326696,-0.11168656212774897,1.5564873723011503,1.1137970704280993,-0.2023,0.10614169999999999,1.2792531533565412,0.08686866686586936,-0.0928273011725459,0.6325444197997472,0.16108760347188333,1.0409395538039516,-0.24496397555877647,False,True,-
COVID_DD,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.1298967891713465,1.3542704600033835,-0.11764918057320684,1.4329800348904276,1.2718309213669359,-0.1469783853352659,0.11276132243031832,1.400050753924857,0.09857827635250471,-0.07224167604895715,0.8115327123524242,0.16108760347188333,1.0409395538039516,-0.24496397555877647,False,True,-
COVID_DD,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.12609090918876853,1.3487749475326696,-0.11168656212774897,1.5564873723011503,1.1137970704280993,-0.1469783853352659,0.11276132243031832,1.2792531533565412,0.08686866686586936,-0.0928273011725459,0.6325444197997472,0.16108760347188333,1.0409395538039516,-0.24496397555877647,False,True,-
COVID_WIDE,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.13132120747219722,1.366553673596673,-0.11764918057320672,1.5348227956700577,1.1905961007059767,-0.2023,0.10614169999999999,1.4175844128218436,0.10007419057103117,-0.07224167604895648,0.8327833156169195,0.1647216300333234,1.0621453590197723,-0.24496397555877591,False,True,-
COVID_WIDE,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.12585426535050015,1.3486870288272825,-0.11168656212774986,1.6143717384988254,1.046867758804203,-0.2023,0.10614169999999999,1.28102075725956,0.08685169472159093,-0.09282730117254645,0.6545139362258421,0.1647216300333234,1.0621453590197723,-0.24496397555877591,False,True,-
COVID_WIDE,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.13132120747219722,1.366553673596673,-0.11764918057320672,1.5348227956700577,1.1905961007059767,-0.14697838533526555,0.11530514102332638,1.4175844128218436,0.10007419057103117,-0.07224167604895648,0.8327833156169195,0.1647216300333234,1.0621453590197723,-0.24496397555877591,False,True,-
COVID_WIDE,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.12585426535050015,1.3486870288272825,-0.11168656212774986,1.6143717384988254,1.046867758804203,-0.14697838533526555,0.11530514102332638,1.28102075725956,0.08685169472159093,-0.09282730117254645,0.6545139362258421,0.1647216300333234,1.0621453590197723,-0.24496397555877591,False,True,-
DD_2015,FIXED,U56,U56-band0.08-g1.00,1.208710141640728,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,-0.2023,0.10614169999999999,1.2782424661570655,0.09474682024310699,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
DD_2015,FIXED,B136,B136-band0.08-g1.00,1.2434835840850391,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,-0.2023,0.10614169999999999,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
DD_2015,REPRICED,U56,U56-band0.08-g1.00,1.208710141640728,0.12038538471401328,1.1654257169217481,-0.1905060857627323,1.2460773008515493,1.0785339624617318,-0.20230341170038982,0.10732189974447645,1.2782424661570655,0.09474682024310699,-0.12054943679771168,0.7361139961542333,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
DD_2015,REPRICED,B136,B136-band0.08-g1.00,1.2434835840850391,0.11047139028283737,1.0974353329692366,-0.19499148724221482,1.2176638022213346,0.962784480598078,-0.20230341170038982,0.10732189974447645,1.105887869727878,0.07884939392053303,-0.12240985403190019,0.570246889585127,0.15331699963496637,0.876714419369064,-0.33717235283398306,False,True,-
BEAR2022,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.14213324518745418,1.3366305926875457,-0.1905060857627323,1.1383256160332251,1.579960192220165,-0.2023,0.10614169999999999,1.4325379906353448,0.10966904334896488,-0.12054943679771168,0.8053060617843149,0.204524844413994,1.1503793138832308,-0.33717235283398306,False,True,-
BEAR2022,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.13289477209911382,1.2779738310363975,-0.19499148724221482,1.140332320529656,1.4844342062658744,-0.2023,0.10614169999999999,1.2995902879913603,0.09575265513202291,-0.12240985403190019,0.685191635897436,0.204524844413994,1.1503793138832308,-0.33717235283398306,False,True,-
BEAR2022,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.14213324518745418,1.3366305926875457,-0.1905060857627323,1.1383256160332251,1.579960192220165,-0.20230341170038982,0.1431673910897958,1.4325379906353448,0.10966904334896488,-0.12054943679771168,0.8053060617843149,0.204524844413994,1.1503793138832308,-0.33717235283398306,False,False,CAGRFLOOR
BEAR2022,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.13289477209911382,1.2779738310363975,-0.19499148724221482,1.140332320529656,1.4844342062658744,-0.20230341170038982,0.1431673910897958,1.2995902879913603,0.09575265513202291,-0.12240985403190019,0.685191635897436,0.204524844413994,1.1503793138832308,-0.33717235283398306,False,False,CAGRFLOOR
PLACEBO_2017,FIXED,U56,U56-band0.08-g1.00,1.1226116827022217,0.12127927979785835,1.168708132395117,-0.19050608576273198,1.2282264440061401,1.107100391117555,-0.2023,0.10614169999999999,1.282476490995839,0.09547279648230278,-0.12054943679771124,0.7194024803785277,0.15506510451853406,0.8808927118784533,-0.3371723528339834,False,True,-
PLACEBO_2017,FIXED,B136,B136-band0.08-g1.00,1.1420690350363973,0.11091081820369131,1.096743914422104,-0.1949914872422146,1.1921715045463168,0.995404680061567,-0.2023,0.10614169999999999,1.104939637215142,0.07911024662462918,-0.12240985403190008,0.5562862265824629,0.15506510451853406,0.8808927118784533,-0.3371723528339834,False,True,-
PLACEBO_2017,REPRICED,U56,U56-band0.08-g1.00,1.1226116827022217,0.12127927979785835,1.168708132395117,-0.19050608576273198,1.2282264440061401,1.107100391117555,-0.20230341170039004,0.10854557316297384,1.282476490995839,0.09547279648230278,-0.12054943679771124,0.7194024803785277,0.15506510451853406,0.8808927118784533,-0.3371723528339834,False,True,-
PLACEBO_2017,REPRICED,B136,B136-band0.08-g1.00,1.1420690350363973,0.11091081820369131,1.096743914422104,-0.1949914872422146,1.1921715045463168,0.995404680061567,-0.20230341170039004,0.10854557316297384,1.104939637215142,0.07911024662462918,-0.12240985403190008,0.5562862265824629,0.15506510451853406,0.8808927118784533,-0.3371723528339834,False,True,-
