panel,book,cost_bps,Tgt,L,ddr_full,ddr_is,ddr_oos,overshoot_full,is_oos_gap
U56,ew-band3 (LIVE),10,0.4,252,0.262954156061359,0.3234445814434898,0.2629541560613598,-0.137045843938641,-0.06049042538213001
U56,ew-band3 (LIVE),10,0.4,504,0.4067899351175497,0.4034700449356113,0.4067899351175504,0.006789935117549661,0.0033198901819391224
U56,ew-band3 (LIVE),10,0.4,756,0.4067899351175507,0.47376858747843326,0.4067899351175491,0.006789935117550661,-0.06697865236088418
U56,ew-band3 (LIVE),10,0.4,1260,0.4067899351175507,0.47376858747843326,0.4067899351175491,0.006789935117550661,-0.06697865236088418
U56,ew-band3 (LIVE),10,0.5,252,0.3268861893393773,0.40070184884552906,0.32688618933937713,-0.1731138106606227,-0.07381565950615193
U56,ew-band3 (LIVE),10,0.5,504,0.4718947773905369,0.4351782655573244,0.4718947773905363,-0.028105222609463076,0.036716511833211896
U56,ew-band3 (LIVE),10,0.5,756,0.4718947773905366,0.47376858747843326,0.47189477739053665,-0.02810522260946341,-0.0018738100878966102
U56,ew-band3 (LIVE),10,0.5,1260,0.47189477739053726,0.47376858747843326,0.47189477739053665,-0.028105222609462743,-0.0018738100878966102
U56,ew-band3 (LIVE),10,0.6,252,0.3900941355847184,0.4325257364100348,0.39009413558471784,-0.20990586441528158,-0.04243160082531694
U56,ew-band3 (LIVE),10,0.6,504,0.4718947773905369,0.47376858747843326,0.47189477739053665,-0.12810522260946305,-0.0018738100878966102
U56,ew-band3 (LIVE),10,0.6,756,0.4718947773905369,0.47376858747843326,0.471894777390537,-0.12810522260946305,-0.0018738100878962771
U56,ew-band3 (LIVE),10,0.6,1260,0.4718947773905366,0.47376858747843326,0.471894777390537,-0.1281052226094634,-0.0018738100878962771
U56,ew-band3 (LIVE),10,0.7,252,0.4525772016711032,0.45344789748636605,0.4525772016711036,-0.24742279832889674,-0.0008706958152624455
U56,ew-band3 (LIVE),10,0.7,504,0.47189477739053726,0.47376858747843326,0.471894777390537,-0.2281052226094627,-0.0018738100878962771
U56,ew-band3 (LIVE),10,0.7,756,0.47189477739053726,0.47376858747843326,0.47189477739053665,-0.2281052226094627,-0.0018738100878966102
U56,ew-band3 (LIVE),10,0.7,1260,0.4718947773905369,0.47376858747843326,0.4718947773905373,-0.22810522260946303,-0.001873810087895944
U56,ew-band3 (LIVE),10,0.8,252,0.47189477739053726,0.46362240201206006,0.471894777390536,-0.3281052226094628,0.008272375378475916
U56,ew-band3 (LIVE),10,0.8,504,0.4718947773905369,0.47376858747843326,0.471894777390537,-0.3281052226094631,-0.0018738100878962771
