panel,ladder,cand_set,policy,n_days,Sharpe,CAGR,MaxDD
U56,N,A19,S_NONE,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,N,A19,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,N,A19,S_SIGN,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,N,A_REAL9,S_NONE,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,N,A_REAL9,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,N,A_REAL9,S_SIGN,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,N,A_RULE8,S_NONE,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,N,A_RULE8,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,N,A_RULE8,S_SIGN,2439,1.0958237275331024,0.16608727686704539,-0.22455518013281905
U56,H,A19,S_NONE,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,H,A19,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,H,A19,S_SIGN,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,H,A_REAL9,S_NONE,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,H,A_REAL9,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,H,A_REAL9,S_SIGN,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,H,A_RULE8,S_NONE,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,H,A_RULE8,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,H,A_RULE8,S_SIGN,2439,1.0934563547630196,0.155293258529013,-0.21843530966689828
U56,GROSS,A19,S_NONE,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A19,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A19,S_SIGN,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_REAL9,S_NONE,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_REAL9,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_REAL9,S_SIGN,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_RULE8,S_NONE,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_RULE8,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,GROSS,A_RULE8,S_SIGN,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,CADENCE,A19,S_NONE,2439,1.1355840548805167,0.16807793547229077,-0.2307735785481958
U56,CADENCE,A19,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,CADENCE,A19,S_SIGN,2439,1.1355840548805167,0.16807793547229077,-0.2307735785481958
U56,CADENCE,A_REAL9,S_NONE,2439,1.1355840548805167,0.16807793547229077,-0.2307735785481958
U56,CADENCE,A_REAL9,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
U56,CADENCE,A_REAL9,S_SIGN,2439,1.1143375763158956,0.16516898968057814,-0.23077357854819558
U56,CADENCE,A_RULE8,S_NONE,2439,1.1355840548805167,0.16807793547229077,-0.2307735785481958
U56,CADENCE,A_RULE8,S_ALL,2439,1.1759465345181017,0.1716196082191408,-0.19127561830465023
