OUTCOME,ref_cost,n_cells,flip_switch,xse_switch,flip_total,xse_total,mean_switch,mean_aggreg,mean_S1,mean_S3
C_SWITCH_IMMATERIAL,10.0,18,0,0,2,4,0.0017310708147539784,0.015497456243104675,0.025329367536087635,0.04255789459394629
