panel,cell,size,window,d_mean_bp,se_bp,t,sharpe_cell,sharpe_anchor,d_sharpe,dd_cell,dd_anchor,d_dd_pp
U56,K=1 RESPREAD,RESPREAD,FULL,0.11334562267936198,0.22370470914662935,0.5066751751080417,1.1432414422104347,1.1536628182453896,-0.010421376034954966,-0.22952529572332914,-0.19127562163086143,-3.824967409246771
U56,K=1 RESPREAD,RESPREAD,OOS,0.16252711018287902,0.3097348812216449,0.5247297609550645,1.1454759564909167,1.1856777042016955,-0.04020174771077878,-0.22952529572332903,-0.19127562163086176,-3.8249674092467267
U56,K=2 RESPREAD,RESPREAD,FULL,-0.09192424362787449,0.14681605159830988,-0.6261184838247803,1.1313050052965448,1.1536628182453896,-0.02235781294884487,-0.2038570429106329,-0.19127562163086143,-1.2581421279771465
U56,K=2 RESPREAD,RESPREAD,OOS,-0.06266269170981725,0.21727751917447058,-0.2883993334786746,1.1503956131229915,1.1856777042016955,-0.03528209107870395,-0.2038570429106331,-0.19127562163086176,-1.2581421279771354
U56,K=3 RESPREAD,RESPREAD,FULL,-0.1398789196797103,0.13105571624684398,-1.0673240640358472,1.1323358592052841,1.1536628182453896,-0.02132695904010551,-0.1981596769655234,-0.19127562163086143,-0.6884055334661965
U56,K=3 RESPREAD,RESPREAD,OOS,-0.13087752688507232,0.15210923638489632,-0.8604180127096331,1.1532120872194522,1.1856777042016955,-0.03246561698224326,-0.1981596769655235,-0.19127562163086176,-0.6884055334661743
U56,K=4 RESPREAD,RESPREAD,FULL,-0.19788759220652039,0.12781978667397445,-1.5481765175470483,1.1126942745630188,1.1536628182453896,-0.040968543682370795,-0.21268607615863278,-0.19127562163086143,-2.141045452777135
U56,K=4 RESPREAD,RESPREAD,OOS,-0.08074262115085076,0.1619711175223465,-0.498500117712104,1.1556726828554797,1.1856777042016955,-0.030005021346215743,-0.2126860761586329,-0.19127562163086176,-2.141045452777113
U56,K=6 RESPREAD,RESPREAD,FULL,-0.13345107897785474,0.12368182348142048,-1.0789869943816104,1.1319056317192537,1.1536628182453896,-0.021757186526135897,-0.2027606235248539,-0.19127562163086143,-1.1485001893992486
U56,K=6 RESPREAD,RESPREAD,OOS,0.05503819033054402,0.15999860147082753,0.34399169633104015,1.1904336903477466,1.1856777042016955,0.0047559861460511055,-0.2027606235248537,-0.19127562163086176,-1.148500189399193
