panel,arm,d,g_low,CAGR,Sharpe,MaxDD,H1,H2,keep4a,keep4b,fail4b
U56,SPY,,,0.15163101010956526,0.8860543931081106,-0.33717235283398306,0.9595432326093216,0.8259249406598581,False,False,H1+H2+DDCAP
U56,RULES v2 (live),,,0.08628162162824915,1.201840627126638,-0.12054943679771168,1.2348688605871752,1.1756786586445225,False,False,CAGRFLOOR
U56,RULES v1,,,0.06408509216901082,0.6602204851445538,-0.1382781849962449,0.6510267957609289,0.6718468061831654,False,False,H1+H2+CAGRFLOOR
U56,"BAND g=1.00 (parent, no throttle)",,,0.11544485987825248,1.2016651077116542,-0.15910990262743974,1.2353972967586033,1.174935198833666,False,True,-
U56,THROTTLE d=0.04 g_low=0.00,0.04,0.0,-0.0018017349769072766,-0.13901801750575854,-0.05280342142936745,-0.1966086950707334,,False,False,H1+H2+CAGRFLOOR
U56,THROTTLE d=0.04 g_low=0.25,0.04,0.25,0.03589164942949741,0.6207268412967627,-0.11908283549462617,0.6240574151567382,0.6182127606498127,False,False,H1+H2+CAGRFLOOR
U56,THROTTLE d=0.04 g_low=0.50,0.04,0.5,0.08110206783184282,1.0342217745929878,-0.12746687091220466,1.0079886112006273,1.0595778494662658,False,False,CAGRFLOOR
U56,THROTTLE d=0.04 g_low=0.75,0.04,0.75,0.10040475148504813,1.1453117504606778,-0.14319353077120534,1.1725564164989126,1.1217032951672037,False,False,CAGRFLOOR
U56,THROTTLE d=0.06 g_low=0.00,0.06,0.0,0.008742203806519244,0.31821772045536406,-0.0652926768302865,0.450118288753966,,False,False,H1+H2+CAGRFLOOR
U56,THROTTLE d=0.06 g_low=0.25,0.06,0.25,0.06481020636846435,0.9022677473267603,-0.13813139196237645,1.1291316182230717,0.6662887260457964,False,False,H2+CAGRFLOOR
U56,THROTTLE d=0.06 g_low=0.50,0.06,0.5,0.09529569250275816,1.1118485489926082,-0.12746687091220488,1.2052128074545119,1.0250395468643745,False,False,CAGRFLOOR
U56,THROTTLE d=0.06 g_low=0.75,0.06,0.75,0.10509699569536934,1.1526242009049457,-0.143193530771205,1.204734490598573,1.1068635643489018,False,False,CAGRFLOOR
U56,THROTTLE d=0.08 g_low=0.00,0.08,0.0,0.010124498066666154,0.30476325775526075,-0.08868616146728303,0.4310798030526111,,False,False,H1+H2+CAGRFLOOR
U56,THROTTLE d=0.08 g_low=0.25,0.08,0.25,0.09530905263384049,1.0768531165521134,-0.11190346215081859,1.1528522290088783,1.0057753466440584,False,False,CAGRFLOOR
U56,THROTTLE d=0.08 g_low=0.50,0.08,0.5,0.10834347475051453,1.176976803622845,-0.127466870912205,1.2161173017557556,1.1426095295790972,False,True,-
U56,THROTTLE d=0.08 g_low=0.75,0.08,0.75,0.11133496009725041,1.1848477170628589,-0.14319353077120556,1.2098274934802442,1.1643876563107605,False,True,-
U56,THROTTLE d=0.10 g_low=0.00,0.1,0.0,0.015063054400168197,0.3656367985102842,-0.1048621980038712,0.5172257894613084,,False,False,H1+H2+CAGRFLOOR
U56,THROTTLE d=0.10 g_low=0.25,0.1,0.25,0.08531249320930612,0.9706761876021022,-0.15910990262743963,0.8917640429163036,1.043485410043262,False,False,H1+CAGRFLOOR
U56,THROTTLE d=0.10 g_low=0.50,0.1,0.5,0.1115950668835195,1.1764496463611698,-0.1591099026274394,1.215821089931995,1.1435665901855305,False,True,-
U56,THROTTLE d=0.10 g_low=0.75,0.1,0.75,0.11350389937572403,1.1865950090086819,-0.15910990262743951,1.2198944578212894,1.159870835873081,False,True,-
