BAR,roll_mean,roll_delta,roll_move_VALUE,w8_mean,w8_delta
A_NONE,1.0060801379598596,0.0,0.4662698412698413,0.8634408297638506,0.0
A_POS,1.0145110982069045,0.008430960247044927,0.32936507936507936,0.8681920215553686,0.00475119179151795
A_MED,1.0322114374584732,0.02613129949861359,0.11904761904761904,0.9201827326398734,0.056741902876022765
A_90,1.036222045321123,0.03014190736126343,0.0,0.8844639555396516,0.02102312577580101
A_95,1.036222045321123,0.03014190736126343,0.0,0.8844639555396516,0.02102312577580101
A_99,1.036222045321123,0.03014190736126343,0.0,0.8844639555396516,0.02102312577580101
