frac_ladder,tape,panel,ladder,rung,stat,R_SPREAD_ratio,R_SD_ratio,R_MATCHED_ratio
F_1140,T_OWN,U56,N,5,CAGR,2.708983927169135,2.734864556690376,2.1118490880978533
F_1140,T_OWN,U56,N,5,VOL,3.462740848529832,3.7319309946448347,2.703546015391554
F_1140,T_OWN,U56,N,5,SHARPE,24.11431636462309,12.271478796458476,19.232581593217375
F_1140,T_OWN,U56,N,5,MAXDD,2.392525982346469,2.6685319782250825,1.7566134347890865
F_1140,T_OWN,U56,N,5,ULCER,3.677523032576913,4.022376226969659,3.010709114022924
F_1140,T_OWN,U56,N,5,CALMAR,2.586642675610175,2.878871793627731,2.037775668852478
F_1140,T_OWN,U56,N,8,CAGR,5.259650253522376,4.4520519294615655,3.5058851051286135
F_1140,T_OWN,U56,N,8,VOL,3.4323603404452405,3.6842901207468404,2.7799696487777426
F_1140,T_OWN,U56,N,8,SHARPE,3.4035572149955,3.745438891284208,2.6983084236585517
F_1140,T_OWN,U56,N,8,MAXDD,2.973917091001678,2.385070157979103,2.4852271094325733
F_1140,T_OWN,U56,N,8,ULCER,10.67957524024168,10.83553150009945,9.093439275575074
F_1140,T_OWN,U56,N,8,CALMAR,2.7555172652479345,2.802937700156156,1.8161623135914133
F_1140,T_OWN,U56,N,10,CAGR,4.950861154001758,4.617792453022453,3.6901476463822256
F_1140,T_OWN,U56,N,10,VOL,2.954550104774755,3.237819998174359,2.408640284741019
F_1140,T_OWN,U56,N,10,SHARPE,5.067650775239667,5.871036996698024,4.257261522811189
F_1140,T_OWN,U56,N,10,MAXDD,1.2622064510713746,1.4815790303292682,0.9736474438021638
F_1140,T_OWN,U56,N,10,ULCER,27.422999481927437,34.59242647331025,26.111305076558732
F_1140,T_OWN,U56,N,10,CALMAR,1.5854793754880854,1.9009840399080924,1.2400469041643964
F_1140,T_OWN,U56,N,12,CAGR,14.131319850812444,12.389734518134583,9.150027742258374
F_1140,T_OWN,U56,N,12,VOL,3.8884627136676846,4.370719644688099,3.1578665839634743
F_1140,T_OWN,U56,N,12,SHARPE,2.9255857060199313,3.541423967977944,2.4668208410053194
F_1140,T_OWN,U56,N,12,MAXDD,4.075578210079159,2.874185288043943,3.3045323516776692
F_1140,T_OWN,U56,N,12,ULCER,7.992748782750237,7.681695863970578,7.06648090184562
F_1140,T_OWN,U56,N,12,CALMAR,2.0333803707565905,2.2770572349308997,1.6311230864293118
F_1140,T_OWN,U56,N,15,CAGR,8.61488983955467,8.287375893614843,6.574599756616799
F_1140,T_OWN,U56,N,15,VOL,12869.374901708079,32.94297540492201,10857.73810463576
F_1140,T_OWN,U56,N,15,SHARPE,8.088270594931005,6.912907177540119,7.444307847046485
F_1140,T_OWN,U56,N,15,MAXDD,3.8198632996343864,2.450445306983212,3.2664965604514324
F_1140,T_OWN,U56,N,15,ULCER,11.49776626610118,9.650763574772567,10.405892851524959
F_1140,T_OWN,U56,N,15,CALMAR,1.5839234155119009,1.6489573485467577,1.3404946445000265
F_1140,T_OWN,U56,N,20,CAGR,2.3492967094483164,2.485344945294527,1.8104436658991236
F_1140,T_OWN,U56,N,20,VOL,11.086882890128575,10.170988288510951,9.674394158256515
F_1140,T_OWN,U56,N,20,SHARPE,43.0496854591986,10.708300972304652,33.88304821382732
F_1140,T_OWN,U56,N,20,MAXDD,1.5413862643657321,1.7866616424708428,1.290267846040096
F_1140,T_OWN,U56,N,20,ULCER,11.692174283131385,14.617588640483914,10.301070490337894
F_1140,T_OWN,U56,N,20,CALMAR,1.3052113451874034,1.5110591697350249,1.0626880951473059
F_1140,T_OWN,U56,N,25,CAGR,10.487450902716228,10.210913065345693,8.256705445662112
F_1140,T_OWN,U56,N,25,VOL,6.385804726975239,6.3496276701587995,5.601648658348243
F_1140,T_OWN,U56,N,25,SHARPE,20.81602163248835,6.732478725168082,17.57787083161975
F_1140,T_OWN,U56,N,25,MAXDD,1.222858729977468,1.5035837439603057,0.9926666013613433
F_1140,T_OWN,U56,N,25,ULCER,7.064459372987062,6.198823576899502,6.371238564943725
F_1140,T_OWN,U56,N,25,CALMAR,1.2608477812083079,1.4511158468113838,0.9944114243790387
F_1140,T_OWN,U56,N,30,CAGR,5.124667946550859,5.25995210701548,4.294014743851238
F_1140,T_OWN,U56,N,30,VOL,10.862655042378314,9.638611910489653,9.425731107918553
F_1140,T_OWN,U56,N,30,SHARPE,74.79998842544781,10.924945951569798,59.14164890187794
