panel,con,q_match,abs_rate,qtl_rate,abs_dCAGR0,qtl_dCAGR0,gain0,abs_dCAGR,qtl_dCAGR,gain10,abs_dSharpe,qtl_dSharpe,gainS
U56,RESPREAD,0.9588118766765243,0.9588118766765243,0.9437077330668446,-1.0965669525590194,-1.3120674030158819,-0.2155004504568625,-1.15456985376714,-1.3974828155274288,-0.24291296176028876,-0.04192389608713509,-0.07190869205577566,-0.029984795968640565
U56,DEGROSS,0.9588118766765243,0.9588118766765243,0.9437077330668446,-0.8728823077866599,-1.252199447732849,-0.3793171399461892,-0.8874685966816731,-1.2897239171822061,-0.40225532050053303,-0.058100815435511155,-0.07698790259640842,-0.018887087160897265
B136,RESPREAD,0.9638006592499598,0.9638006592499598,0.961211950824662,-0.8850156087270689,-0.425949057152053,0.45906655157501586,-0.9250905053525882,-0.4924254408276596,0.4326650645249286,-0.03065571161542846,-0.020938931704834962,0.009716779910593498
B136,DEGROSS,0.9638006592499598,0.9638006592499598,0.961211950824662,-0.5615261757868639,-0.5669491492786838,-0.00542297349181986,-0.5708485012822395,-0.5976330942349506,-0.026784592952711073,-0.038702957909406255,-0.025011835406857807,0.013691122502548447
SMALL439,RESPREAD,0.7812346777280638,0.7812346777280638,0.7781225514872264,-2.5239297865524035,-1.6299695492245858,0.8939602373278177,-2.8124021341232153,-1.9277798174521799,0.8846223166710354,-0.167273860188625,-0.11037122980537273,0.05690263038325227
SMALL439,DEGROSS,0.7812346777280638,0.7812346777280638,0.7781225514872264,-1.8757553395990278,-1.3965624348603711,0.4791929047386567,-1.8961771249116577,-1.437738869375771,0.4584382555358868,-0.20374225029429965,-0.11261162163173727,0.09113062866256239
