etest,move_rate,pool,noops_in_pool
E_KEY,0.3816804407713499,21,3
E_EXACT,0.3537190082644628,18,0
E_FP12,0.3537190082644628,18,0
E_RET8,0.3537190082644628,18,0
E_DEC6,0.3537190082644628,18,0
E_DEC3,0.3537190082644628,18,0
