panel,family,kind,q,w,depth,cadence,gross,excess,meanleg,volleg,IS_excess,OOS_excess
U56,CORR-LO,BLOCK,0.07,252,0.25,D,0.75,0.013342319010341419,0.02216941382540965,-0.008827094815068161,0.04176527948892174,-0.009070190388860278
U56,CORR-LO,YEARBLOCK,0.07,252,0.25,D,0.75,0.03059658543895479,0.03470864898916131,-0.004112063550206432,0.034108925252972086,0.02780956673428823
U56,CORR-LO,VOLBLOCK,0.07,252,0.25,D,0.75,0.0455304622948707,0.04205482878040814,0.0034756335144626393,0.05055904988133579,0.04176268107847003
U56,CORR-LO,BLOCK,0.07,252,0.25,D,1.0,0.020273060852819456,0.028192897593988398,-0.007919836741168852,0.03829804408488443,0.006035569094527626
U56,CORR-LO,YEARBLOCK,0.07,252,0.25,D,1.0,0.03304657211285057,0.0374246454556378,-0.004378073342787095,0.03690636865554645,0.03002493313083232
U56,CORR-LO,VOLBLOCK,0.07,252,0.25,D,1.0,0.03528685078535907,0.031866991444733275,0.0034198593406258733,0.046710352000429486,0.026448523628450293
U56,CORR-LO,BLOCK,0.07,252,0.25,W,0.75,0.011422147491974611,0.017421810812669906,-0.005999663320695207,0.021148859982821032,0.0038036187495299246
U56,CORR-LO,YEARBLOCK,0.07,252,0.25,W,0.75,0.018700785905623164,0.024625863696972713,-0.005925077791349492,0.030043492806053118,0.009706408785457633
U56,CORR-LO,VOLBLOCK,0.07,252,0.25,W,0.75,0.030350052966210173,0.028199941992641902,0.0021501109735683347,0.04148270377982244,0.02165861013648083
U56,CORR-LO,BLOCK,0.07,252,0.25,W,1.0,0.005128155782096888,0.016386875122683452,-0.011258719340586467,0.03057333477391594,-0.014984332422302859
U56,CORR-LO,YEARBLOCK,0.07,252,0.25,W,1.0,0.029180483130032676,0.03411994660050309,-0.004939463470470379,0.04551740360808186,0.016380478496448393
U56,CORR-LO,VOLBLOCK,0.07,252,0.25,W,1.0,0.03083839066437195,0.029622678902282117,0.0012157117620899016,0.03589725631674948,0.026828192450734045
U56,CORR-LO,BLOCK,0.07,252,0.5,D,0.75,0.06482758369037944,0.07305553332630996,-0.00822794963593049,0.08573105139243266,0.04864724055153678
U56,CORR-LO,YEARBLOCK,0.07,252,0.5,D,0.75,0.058944346794524094,0.06523489930598358,-0.00629055251145946,0.07282047668062251,0.047635448933777455
U56,CORR-LO,VOLBLOCK,0.07,252,0.5,D,0.75,0.07830476099597924,0.07189866160274608,0.0064060993932331944,0.10140943181822104,0.06036398698852756
U56,CORR-LO,BLOCK,0.07,252,0.5,D,1.0,0.05253152145705338,0.062230833074335315,-0.009699311617281927,0.05560855690320996,0.050110272530958254
U56,CORR-LO,YEARBLOCK,0.07,252,0.5,D,1.0,0.05993046146972557,0.06881023087967489,-0.00887976940994934,0.09495352621916475,0.032113625925715615
U56,CORR-LO,VOLBLOCK,0.07,252,0.5,D,1.0,0.0826675388573899,0.0761833834211513,0.0064841554362386105,0.10896140670976018,0.062135855682811124
U56,CORR-LO,BLOCK,0.07,252,0.5,W,0.75,0.03400759261119137,0.048751672440847334,-0.014744079829656063,0.07394703122993021,0.002295811831786243
U56,CORR-LO,YEARBLOCK,0.07,252,0.5,W,0.75,0.04333554881274472,0.05281167230187693,-0.009476123489132283,0.06728335399033286,0.024574342578844
U56,CORR-LO,VOLBLOCK,0.07,252,0.5,W,0.75,0.06789123942237804,0.06448246595380985,0.003408773468568109,0.08889412134310169,0.05132815068568386
U56,CORR-LO,BLOCK,0.07,252,0.5,W,1.0,0.03888012611461457,0.050835128355564974,-0.011955002240950302,0.09851181082784574,-0.007564119409820047
U56,CORR-LO,YEARBLOCK,0.07,252,0.5,W,1.0,0.048226167286195644,0.05744759514116411,-0.009221427854968375,0.09507003824711882,0.01137003528710796
U56,CORR-LO,VOLBLOCK,0.07,252,0.5,W,1.0,0.07042845619091131,0.06699946635960446,0.0034289898313069216,0.09926877005676571,0.04806264856839981
U56,CORR-LO,BLOCK,0.07,252,1.0,D,0.75,0.10369137226990677,0.11691241839856596,-0.013221046128659214,0.1971002690995741,0.029120339381393877
U56,CORR-LO,YEARBLOCK,0.07,252,1.0,D,0.75,0.11808131106288275,0.1281462744327531,-0.010064963369870308,0.17178823410538416,0.07544088991559414
U56,CORR-LO,VOLBLOCK,0.07,252,1.0,D,0.75,0.1513571419854077,0.14527483284365217,0.006082309141755493,0.17568243373839307,0.1327485792737817
U56,CORR-LO,BLOCK,0.07,252,1.0,D,1.0,0.09136211934905666,0.10961654717200389,-0.018254427822947325,0.19581376844243473,0.00879523308736312
U56,CORR-LO,YEARBLOCK,0.07,252,1.0,D,1.0,0.04410397790807881,0.06011161230230513,-0.016007634394226408,0.0476672508981311,0.040693229185277624
U56,CORR-LO,VOLBLOCK,0.07,252,1.0,D,1.0,0.15087102161849694,0.1433085744601449,0.007562447158351972,0.2134967048012149,0.10199619313347238
U56,CORR-LO,BLOCK,0.07,252,1.0,W,0.75,0.08001311743879465,0.09527508444614805,-0.01526196700735338,0.16064386439732745,0.016603983233652152
U56,CORR-LO,YEARBLOCK,0.07,252,1.0,W,0.75,0.11630147555236055,0.12846560856049782,-0.012164133008137257,0.165039557775534,0.07842357336397046
U56,CORR-LO,VOLBLOCK,0.07,252,1.0,W,0.75,0.11413658571477585,0.1082700065569602,0.005866579157815679,0.2035080087594395,0.044462497146714575
U56,CORR-LO,BLOCK,0.07,252,1.0,W,1.0,0.08600308180370618,0.10471799130671078,-0.018714909503004522,0.17108223550625282,0.019608868645818255
U56,CORR-LO,YEARBLOCK,0.07,252,1.0,W,1.0,0.07997047865076819,0.09275148489736944,-0.0127810062466012,0.16467218297952885,0.01359302840420692
U56,CORR-LO,VOLBLOCK,0.07,252,1.0,W,1.0,0.13542775043786587,0.13055426864092842,0.00487348179693745,0.20449361422806772,0.08159995832945077
U56,CORR-HI,BLOCK,0.07,252,0.25,D,0.75,0.042178475391971705,0.018086327506084975,0.024092147885886758,0.008432456991881554,0.07085534015309321
U56,CORR-HI,YEARBLOCK,0.07,252,0.25,D,0.75,0.01898155452138537,0.0006760003502671583,0.018305554171118225,0.008114397127506978,0.02882987763019318
U56,CORR-HI,VOLBLOCK,0.07,252,0.25,D,0.75,0.02240268436617938,0.014767172373725013,0.007635511992454419,0.008179172159849335,0.03494669702283779
U56,CORR-HI,BLOCK,0.07,252,0.25,D,1.0,0.03940339584645869,0.01486244369416535,0.02454095215229326,0.01485378016288591,0.060712608095049615
U56,CORR-HI,YEARBLOCK,0.07,252,0.25,D,1.0,0.02330351297990658,0.003996780610779779,0.019306732369126757,0.010714599508831357,0.03477049150328602
